,g,album_artist,x,k,m,N,p-val,adj_pval(BH)
1290,1,Judi Marino,658,95640,1048,4313582,0.0,0.0
313,1,Kathlyn Jones,198,95640,200,4313582,0.0,0.0
386,1,Dayna Arellano,1292,95640,1696,4313582,0.0,0.0
2183,1,Eula Hudgins,802,95640,933,4313582,0.0,0.0
1973,1,Scottie Tillman,296,95640,304,4313582,0.0,0.0
143,1,Asha Byers,243,95640,314,4313582,0.0,0.0
1906,1,Leanora Dill,15107,95640,17499,4313582,0.0,0.0
1806,1,Laticia Walls,213,95640,235,4313582,0.0,0.0
585,1,Stephany Hernandez,1203,95640,1316,4313582,0.0,0.0
1751,1,Mandy Dorman,210,95640,211,4313582,0.0,0.0
1667,1,Assunta Stevenson,4278,95640,5216,4313582,0.0,0.0
747,1,Garret Jacobsen,25161,95640,35618,4313582,0.0,0.0
88,1,Barbara Beal,912,95640,1014,4313582,0.0,0.0
2247,1,Aron Flood,226,95640,230,4313582,0.0,0.0
1482,1,Gilma Yoder,2820,95640,2879,4313582,0.0,0.0
1478,1,Rocio Gates,1217,95640,1975,4313582,0.0,0.0
1434,1,Alva Mcnamara,8062,95640,10718,4313582,0.0,0.0
2313,1,Camelia Pressley,4002,95640,4867,4313582,0.0,0.0
1082,1,Evon Johnson,350,95640,450,4313582,0.0,0.0
1130,1,Marybeth Milton,462,95640,525,4313582,0.0,0.0
1339,1,Micah Kitchen,315,95640,317,4313582,0.0,0.0
1595,1,Vertie Buchanan,595,95640,1020,4313582,0.0,0.0
208,1,Ollie England,516,95640,582,4313582,0.0,0.0
1009,1,Blythe Leslie,197,95640,217,4313582,1.4242676727821429e-301,1.7328590018849406e-300
297,1,Lenita Beaulieu,159,95640,160,4313582,1.8695168401225943e-265,2.1835956692631904e-264
2072,1,Cleopatra Reeves,194,95640,295,4313582,1.2930701731222615e-243,1.4522172713526938e-242
506,1,Annalisa Hobbs,394,95640,2020,4313582,2.4719924754953945e-238,2.6734140846098343e-237
515,1,Son Crowell,171,95640,327,4313582,6.375263138238254e-190,6.648488701305608e-189
1144,1,Marge Petersen,124,95640,140,4313582,6.079877329406105e-188,6.121807517884768e-187
2315,1,Oswaldo Clayton,103,95640,109,4313582,9.098038636835878e-165,8.855424273186922e-164
356,1,Jong Jean,119,95640,158,4313582,6.637771035477562e-163,6.252352072127253e-162
310,1,Clement Fitzgerald,100,95640,104,4313582,1.3644201162577601e-162,1.2450333560852061e-161
1170,1,Loren Krueger,631,95640,7975,4313582,1.1297911723816777e-160,9.99694007077121e-160
2157,1,Cristy Olsen,98,95640,102,4313582,2.622316911053493e-159,2.2521074647871175e-158
1067,1,Sharmaine Brunson,96,95640,154,4313582,7.453864027638278e-119,6.218652274486792e-118
502,1,Dianne Newsome,83,95640,132,4313582,1.0108441645998015e-103,8.19906933508728e-103
879,1,Julissa Denson,82,95640,136,4313582,3.2610227489606883e-100,2.573563899179786e-99
1242,1,Bernardo Aguilera,81,95640,155,4313582,9.826184119897366e-92,7.55064674476324e-91
2003,1,Jaimee Short,59,95640,122,4313582,5.290022459557828e-65,3.960734764592015e-64
524,1,Maryanna Croft,170,95640,1931,4313582,2.991071931565531e-51,2.183482510042838e-50
1526,1,Elaine Delaney,93,95640,731,4313582,6.557488244462458e-42,4.670211139958629e-41
263,1,Gwenda Armstrong,134,95640,1533,4313582,1.3777037478208308e-40,9.578321294373396e-40
1070,1,Elma Foss,44,95640,155,4313582,8.160582597995642e-37,5.541604927010994e-36
2053,1,Blanca Medley,86,95640,723,4313582,1.0872120446773107e-36,7.215134478313062e-36
1300,1,Yessenia Joyce,49,95640,232,4313582,7.32703373387654e-34,4.754430778426555e-33
625,1,Luetta Stern,337,95640,7546,4313582,4.024332495600335e-32,2.5545762798158647e-31
963,1,Tatyana Alvarado,102,95640,1224,4313582,8.657960322018792e-30,5.378988114956355e-29
769,1,Chery Agee,146,95640,2273,4313582,2.326815262785669e-29,1.415479284861282e-28
763,1,Ashton Hardin,1431,95640,49527,4313582,6.070396440939653e-23,3.617460736233426e-22
101,1,Judie Mayo,67,95640,838,4313582,2.0395091203388253e-19,1.191073326277874e-18
1246,1,Winnie Matson,25,95640,157,4313582,1.9958830347270343e-15,1.1427408747848902e-14
1997,1,Erin Chambers,37,95640,377,4313582,1.8898964423751476e-14,1.0612495407183521e-13
2079,1,Susy Mcclendon,68,95640,1102,4313582,5.072019204797657e-14,2.7943954864168225e-13
153,1,Tona Pool,33,95640,319,4313582,8.612699581700503e-14,4.657237551586198e-13
596,1,Yevette Tatum,165,95640,4220,4313582,4.762110299443369e-12,2.5282476498862976e-11
1437,1,Shena Isaac,54,95640,933,4313582,1.5489471630247043e-10,8.076653064343101e-10
580,1,Samual David,67,95640,1304,4313582,2.3508084506104843e-10,1.2042738027688798e-09
1101,1,Consuelo Hutton,40,95640,620,4313582,1.1889106132714799e-09,5.9855499840564166e-09
1227,1,Gillian Dietz,63,95640,1244,4313582,1.300701749866452e-09,6.437371372220406e-09
1453,1,Wilma Pruitt,104,95640,2590,4313582,7.3275662691471676e-09,3.566082250984955e-08
253,1,Diedra Dominguez,17,95640,160,4313582,2.2772386326767753e-08,1.0900880012157678e-07
2202,1,Marica Richardson,74,95640,1829,4313582,5.90858480833182e-07,2.7827528452143415e-06
1755,1,Charline Fenton,15,95640,163,4313582,8.676934754924818e-07,4.021690394346106e-06
629,1,Leroy Moser,12,95640,156,4313582,5.101311329755836e-05,0.00023274732942011003
538,1,Cheryle Hinds,51,95640,1331,4313582,9.374357701436921e-05,0.0004211249921260894
349,1,Shela Howe,15,95640,237,4313582,9.520722738322438e-05,0.0004212198544833564
91,1,Breana Crowell,40,95640,988,4313582,0.000141787696398229,0.0006179404081833264
371,1,Ermelinda Shultz,18,95640,333,4313582,0.0002049314473868404,0.0008799997446611382
23,1,Korey Battle,78,95640,2338,4313582,0.00022744808604824695,0.0009625339293635957
2029,1,Alla Richey,33,95640,792,4313582,0.0002711748551901003,0.00113118653879299
112,1,Coralee Mcrae,50,95640,1371,4313582,0.00033853156578738286,0.0013922706649283916
1329,1,Kyoko Roth,32,95640,803,4313582,0.0006937370600094861,0.0028134891878162493
1774,1,Terrence Wheatley,64,95640,1931,4313582,0.000830625856837256,0.003322503427349024
58,1,Somer Crum,31,95640,791,4313582,0.0010635085111409934,0.004196547098015812
2304,1,Tanya Mcbride,11,95640,193,4313582,0.0013817047524684778,0.005379437169610607
708,1,Lucie Whalen,21,95640,485,4313582,0.0015065234080698512,0.005788221515215745
967,1,Mack King,15,95640,306,4313582,0.0015494421193495856,0.005875806478572454
757,1,Wanetta Kilgore,29,95640,752,4313582,0.0018322361514579348,0.006859140464432268
1389,1,Kimiko Burnette,41,95640,1174,4313582,0.002150817028333762,0.007949855345233651
1161,1,Cathrine Cameron,29,95640,806,4313582,0.004912130965003428,0.01792927802226251
377,1,Hester Lopes,23,95640,606,4313582,0.005327576226120471,0.01920558343243429
261,1,Lawerence Carrasco,19,95640,483,4313582,0.006479083006914867,0.02307185656120904
479,1,Ramona Paul,46,95640,1502,4313582,0.013529844897190578,0.047598972409393356
1206,1,Lauretta Sweet,42,95640,1398,4313582,0.02235741244511542,0.07771862421397266
1871,1,Bree Valencia,39,95640,1290,4313582,0.02393040024928015,0.08220796320929181
355,1,Summer Eubanks,140,95640,5358,4313582,0.024216433389088805,0.0822232389489992
624,1,Arthur Guerrero,12,95640,342,4313582,0.04387243800677746,0.14725002181585078
204,1,Marylin Powers,13,95640,395,4313582,0.060163108184072986,0.19963213170169675
1495,1,Nga Hickman,23,95640,768,4313582,0.062025911520782746,0.2035007434165007
1489,1,Cristine Head,11,95640,328,4313582,0.06443480648439831,0.20905514992715896
2128,1,Woodrow Mcelroy,70,95640,2684,4313582,0.07762327000942838,0.24907686640388008
550,1,Adalberto Seymour,11,95640,362,4313582,0.1113810407676721,0.3535137380886984
305,1,Minh Beverly,276,95640,11604,4313582,0.1133554619399886,0.35591177297286747
1762,1,Treena Kern,39,95640,1475,4313582,0.11665419128462694,0.3623725942033092
54,1,Usha Miller,12,95640,405,4313582,0.12028391264938917,0.3697147630907541
34,1,Tonita Faulkner,21,95640,780,4313582,0.15304793696599692,0.465520808271574
78,1,Lyndia Ragsdale,31,95640,1230,4313582,0.20335133387303037,0.6121504071229368
599,1,Dwain Mcmillian,162,95640,6913,4313582,0.22366267633600578,0.6664234845929968
1364,1,Carmelo Hatcher,14,95640,564,4313582,0.27379337848871793,0.8075521870576327
1266,1,Vergie Seymour,15,95640,611,4313582,0.2850903108257011,0.8324637076110472
1681,1,Merilyn Downey,14,95640,580,4313582,0.3093132733166745,0.8942522357274154
889,1,Youlanda Herbert,23,95640,977,4313582,0.33418894799111454,0.9566977726804455
2251,1,Kiyoko Mckinnon,28,95640,1229,4313582,0.39307819318269416,1.0
1530,1,Duncan Zepeda,75,95640,4937,4313582,0.9997301367372093,1.0
1396,1,Carin Bassett,12,95640,2429,4313582,0.9999999965631415,1.0
1426,1,Alethia Milton,531,95640,28732,4313582,0.9999934498557046,1.0
1292,1,Leeanne Duff,12,95640,764,4313582,0.8647410660760728,1.0
1293,1,Erline Delaney,27,95640,2678,4313582,0.9999983139355145,1.0
1320,1,Rocio Escobedo,12,95640,20109,4313582,0.9999999963197244,1.0
1333,1,Felipa Wheeler,33,95640,1680,4313582,0.7273903544116359,1.0
1351,1,Wen Ivy,35,95640,2775,4313582,0.9998524005033286,1.0
1354,1,Josephina Gentry,19,95640,2370,4313582,0.9999999157311543,1.0
1357,1,Julie Laws,64,95640,7842,4313582,0.9999999929652533,1.0
1368,1,Tessie Hankins,59,95640,4954,4313582,0.9999999439351587,1.0
2302,1,Cliff Creech,163,95640,25267,4313582,0.9999999960909602,1.0
1373,1,Percy Rowland,52,95640,3951,4313582,0.9999771879186896,1.0
1535,1,Jasper Varner,12,95640,598,4313582,0.5665690945058146,1.0
1404,1,Tennille Conway,270,95640,18328,4313582,0.9999999938112374,1.0
1405,1,Mahalia Horn,12,95640,759,4313582,0.8589937924922949,1.0
1409,1,Carolee Beasley,12,95640,1214,4313582,0.9990346480319949,1.0
2299,1,Delia Shockley,110,95640,19187,4313582,0.9999999925032718,1.0
1421,1,Concha Mckinley,33,95640,3424,4313582,0.999999975987694,1.0
1423,1,Marlene Compton,14,95640,4613,4313582,0.9999999960736392,1.0
2286,1,Lindsay Bentley,37,95640,7708,4313582,0.9999999969230287,1.0
1540,1,Queenie Moffett,47,95640,5874,4313582,0.9999999939506347,1.0
2136,1,Maisie Castro,54,95640,11005,4313582,0.999999990783693,1.0
1559,1,Cris Darnell,27,95640,3153,4313582,0.9999999917564184,1.0
1867,1,Dirk Grady,30,95640,4193,4313582,0.9999999900727096,1.0
1868,1,Hue Craft,12,95640,9122,4313582,0.9999999913004035,1.0
1880,1,Hye Jarrett,11,95640,6009,4313582,0.9999999923527748,1.0
1885,1,Kiara Lofton,38,95640,2035,4313582,0.8407503375661137,1.0
1892,1,Molly Champion,21,95640,19388,4313582,0.9999999950742408,1.0
1905,1,Frederica Burrell,36,95640,4068,4313582,0.999999987173343,1.0
2200,1,Yee Hahn,79,95640,7613,4313582,0.9999999970343543,1.0
1924,1,Valencia Rose,13,95640,1129,4313582,0.9940722166728269,1.0
1961,1,Yvonne Pelletier,11,95640,1250,4313582,0.9997568475735357,1.0
2176,1,Tiffany Mcconnell,38,95640,2335,4313582,0.9731853149455175,1.0
1859,1,Mandy Yang,17,95640,5506,4313582,0.9999999963205948,1.0
1982,1,Colin Hunt,13,95640,1610,4313582,0.9999899781484158,1.0
2067,1,Celia Tang,11,95640,1411,4313582,0.9999764454662157,1.0
2071,1,Morris Stovall,258,95640,14807,4313582,0.9999734315398886,1.0
2141,1,Eleonore Daugherty,55,95640,2499,4313582,0.48634231172472586,1.0
2138,1,Lucile Cardwell,108,95640,5403,4313582,0.8522032342840872,1.0
2077,1,Vanda Augustine,35,95640,5907,4313582,0.9999999890316981,1.0
2081,1,Vannessa Holman,68,95640,16086,4313582,0.9999999881325274,1.0
2087,1,Cyrus Ramey,559,95640,128650,4313582,0.9999999947741804,1.0
2101,1,Zora Dunn,25,95640,1479,4313582,0.9049241720714745,1.0
2130,1,Sina Donaldson,173,95640,20065,4313582,0.9999999880863196,1.0
2134,1,Irving Langston,74,95640,35497,4313582,0.9999999954560228,1.0
2059,1,Marilu Tucker,89,95640,17491,4313582,0.999999994822868,1.0
1549,1,Hsiu Layne,40,95640,5112,4313582,1.0,1.0
1841,1,Cleora Dobbins,13,95640,2068,4313582,0.9999999832627249,1.0
1785,1,Genia Mosher,74,95640,10148,4313582,0.9999999993110994,1.0
1570,1,Thu Hillman,198,95640,9358,4313582,0.7339175164935751,1.0
1572,1,Evelyne Ross,17,95640,957,4313582,0.7896663757951377,1.0
2225,1,Graig Cody,47,95640,2163,4313582,0.5173939944779165,1.0
1605,1,Charisse Schmidt,107,95640,24974,4313582,0.9999999958195576,1.0
1606,1,Delorse Leblanc,24,95640,3520,4313582,0.9999999892223562,1.0
1610,1,Sonja Killian,13,95640,9478,4313582,0.9999999993432337,1.0
1613,1,Donette Nixon,16,95640,1929,4313582,0.9999979336393161,1.0
1618,1,Mabelle Leary,37,95640,2612,4313582,0.9979808076273988,1.0
1622,1,Frieda Glenn,11,95640,1116,4313582,0.9984989948397247,1.0
1623,1,Lakeesha Newcomb,32,95640,3239,4313582,0.9999999118366404,1.0
1792,1,Kelvin Swanson,21,95640,1316,4313582,0.9299912937588606,1.0
1626,1,Jarrod Mcmanus,12,95640,1395,4313582,0.9999181222666085,1.0
2219,1,Tamara Carmichael,11,95640,908,4313582,0.9809787956823679,1.0
1684,1,Dawne Steen,11,95640,883,4313582,0.9749167092554694,1.0
1689,1,Ayako Kidd,21,95640,1033,4313582,0.6046651066568829,1.0
1698,1,Lashaun Longoria,33,95640,3369,4313582,0.9999999555915422,1.0
1708,1,Jackson Swann,22,95640,1112,4313582,0.6599547360160052,1.0
1722,1,Tod Mcdowell,12,95640,7266,4313582,0.9999999951603279,1.0
1752,1,Stanton Dooley,18,95640,959,4313582,0.7202400654229197,1.0
1291,1,Jessi Sorenson,45,95640,3656,4313582,0.9999926037776473,1.0
2209,1,Shera Lacey,16,95640,1024,4313582,0.9110898445048379,1.0
1771,1,Vicente Corbett,13,95640,659,4313582,0.6005175959577156,1.0
1665,1,Codi Mcghee,35,95640,3384,4313582,0.9999998441216608,1.0
1770,1,Polly Carroll,14,95640,5061,4313582,0.9999999918771756,1.0
1,1,Yukiko Stamper,18,95640,2001,4313582,0.9999948906718688,1.0
1280,1,Leia Mcbride,15,95640,1456,4313582,0.999494937715886,1.0
340,1,Yung Bean,85,95640,7972,4313582,0.99999999944437,1.0
341,1,Malcolm Crook,4120,95640,636055,4313582,0.9999999948503715,1.0
344,1,Shawnta Jensen,18,95640,2372,4313582,0.9999999647038691,1.0
369,1,Lanelle Mcdonald,95,95640,7038,4313582,0.9999999290687757,1.0
381,1,Tanesha Paige,51,95640,3514,4313582,0.9993225978356198,1.0
389,1,Tomi Slade,33,95640,2827,4313582,0.9999758821427097,1.0
396,1,Kenyatta Hoff,50,95640,4994,4313582,0.9999999965258739,1.0
441,1,Maira Gay,21,95640,6558,4313582,0.9999999948914073,1.0
450,1,Verdell Bundy,16,95640,3850,4313582,0.9999999981509375,1.0
453,1,Blake Huber,20,95640,3060,4313582,0.9999999917072877,1.0
477,1,Randall Dubose,38,95640,3592,4313582,0.9999998645540327,1.0
328,1,Reynalda Holman,87,95640,5542,4313582,0.9996468686766612,1.0
492,1,Mariko Hayes,54,95640,30122,4313582,0.9999999935350822,1.0
511,1,Hoa Delaney,41,95640,2562,4313582,0.9835629898139233,1.0
517,1,Paulita Mathis,24,95640,1705,4313582,0.9895220871220481,1.0
528,1,Veta Flores,34,95640,2871,4313582,0.9999711547650608,1.0
533,1,Santiago Cisneros,27,95640,4504,4313582,0.9999999920437282,1.0
544,1,Sharie Brenner,79,95640,4222,4313582,0.9328088030326234,1.0
547,1,Aldo Fagan,46,95640,2785,4313582,0.9788160713021965,1.0
