,g,album_artist,x,k,m,N,p-val,adj_pval(BH)
1320,24,Rocio Escobedo,334,5456,20109,4313582,6.376079978892613e-248,4.2082127860691243e-246
341,24,Malcolm Crook,1743,5456,636055,4313582,4.123251810737918e-225,1.360673097543513e-223
2087,24,Cyrus Ramey,444,5456,128650,4313582,1.5024807417232522e-77,3.305457631791155e-76
920,24,Angelita Roe,50,5456,5129,4313582,2.0175164687215386e-28,3.328902173390539e-27
500,24,Cecily Brantley,61,5456,8618,4313582,1.0089053748253994e-26,1.3317550947695272e-25
454,24,Flor Mcdowell,29,5456,1484,4313582,7.064720214370884e-26,7.771192235807972e-25
872,24,Alexander Ly,44,5456,4430,4313582,1.2284157066732987e-25,1.1582205234348244e-24
1570,24,Thu Hillman,60,5456,9358,4313582,3.6420903376464986e-24,3.0047245285583615e-23
2299,24,Delia Shockley,80,5456,19187,4313582,7.465696010277569e-20,5.474843740870218e-19
967,24,Mack King,14,5456,306,4313582,2.4583194525004377e-19,1.4749916715002626e-18
763,24,Ashton Hardin,144,5456,49527,4313582,2.3660090573067905e-19,1.4749916715002626e-18
324,24,Rolf Diggs,50,5456,8716,4313582,1.5222991373770753e-18,8.372645255573913e-18
636,24,Maragaret Cuellar,24,5456,1774,4313582,3.695265063465833e-18,1.8760576476057306e-17
2206,24,Colin Kerns,16,5456,730,4313582,2.5071910159992916e-16,1.1031640470396882e-15
657,24,Jackson Koenig,22,5456,1720,4313582,2.3909782495529316e-16,1.1031640470396882e-15
1771,24,Vicente Corbett,15,5456,659,4313582,9.854660422678964e-16,4.065047424355072e-15
1291,24,Jessi Sorenson,29,5456,3656,4313582,3.3657066875119507e-15,1.2340924520877154e-14
3,24,Donnette Sewell,40,5456,7010,4313582,3.261516975864417e-15,1.2340924520877154e-14
1792,24,Kelvin Swanson,18,5456,1316,4313582,2.3743360671170352e-14,7.835309021486216e-14
87,24,Akiko Hamilton,23,5456,2372,4313582,2.2669008825555387e-14,7.835309021486216e-14
790,24,Taylor Moreno,19,5456,1581,4313582,5.6656879878334735e-14,1.7806447961762344e-13
2059,24,Marilu Tucker,64,5456,17491,4313582,9.358464710002867e-14,2.80753941300086e-13
