,g,album_artist,x,k,m,N,p-val,adj_pval(BH)
896,21,Clemmie Ohara,1380,187770,1467,4313582,0.0,0.0
1141,21,Vonda Giles,341,187770,345,4313582,0.0,0.0
1537,21,Tyree Horner,116,187770,116,4313582,0.0,0.0
385,21,Gerardo Elkins,524,187770,528,4313582,0.0,0.0
372,21,Sabine Delong,1115,187770,1117,4313582,0.0,0.0
1967,21,Cari Strickland,670,187770,683,4313582,0.0,0.0
1969,21,Starr Luna,499,187770,513,4313582,0.0,0.0
1008,21,Rhett Shaw,182,187770,182,4313582,0.0,0.0
333,21,Cedrick Arellano,1177,187770,1328,4313582,0.0,0.0
2026,21,Paige Feldman,398,187770,398,4313582,0.0,0.0
2034,21,Andres Voss,701,187770,723,4313582,0.0,0.0
2036,21,Coletta Louis,207,187770,207,4313582,0.0,0.0
2039,21,Elden Snyder,148,187770,148,4313582,0.0,0.0
394,21,Lakia Cardona,954,187770,959,4313582,0.0,0.0
309,21,Nancie Newby,254,187770,254,4313582,0.0,0.0
296,21,Kraig Delaney,387,187770,387,4313582,0.0,0.0
1739,21,Robbyn Copeland,1073,187770,1100,4313582,0.0,0.0
1414,21,Barb Norman,102,187770,102,4313582,0.0,0.0
1807,21,Fredericka Nielson,1205,187770,1207,4313582,0.0,0.0
685,21,Mitchell Watt,186,187770,186,4313582,0.0,0.0
1208,21,Genevie Guevara,581,187770,590,4313582,0.0,0.0
698,21,Kristopher Rubio,127,187770,127,4313582,0.0,0.0
1725,21,Gwyn Hobbs,286,187770,301,4313582,0.0,0.0
236,21,Bibi Cullen,439,187770,458,4313582,0.0,0.0
722,21,Elfrieda Shearer,277,187770,313,4313582,0.0,0.0
2105,21,Daren Madrid,154,187770,154,4313582,0.0,0.0
737,21,Brenton Clement,136,187770,136,4313582,0.0,0.0
675,21,Rod Horne,422,187770,446,4313582,0.0,0.0
2133,21,Dewey Malloy,2926,187770,2949,4313582,0.0,0.0
1937,21,Candis Roach,344,187770,344,4313582,0.0,0.0
404,21,Margert Ritter,1134,187770,1148,4313582,0.0,0.0
1091,21,Lyndon Dalton,318,187770,323,4313582,0.0,0.0
1844,21,Terra Esposito,478,187770,714,4313582,0.0,0.0
1498,21,Otto Herron,490,187770,508,4313582,0.0,0.0
576,21,Diamond Seals,340,187770,351,4313582,0.0,0.0
1062,21,Jackeline Sterling,410,187770,436,4313582,0.0,0.0
504,21,Anibal Molina,105,187770,105,4313582,0.0,0.0
1102,21,Emmett Dalton,1929,187770,2041,4313582,0.0,0.0
1057,21,Chester Thorpe,390,187770,598,4313582,0.0,0.0
490,21,Abel Velasquez,346,187770,351,4313582,0.0,0.0
487,21,Afton Dolan,5140,187770,5279,4313582,0.0,0.0
1049,21,Kaye Mccarthy,106,187770,106,4313582,0.0,0.0
483,21,Echo Boston,1248,187770,1260,4313582,0.0,0.0
1026,21,Meri Hilliard,104,187770,104,4313582,0.0,0.0
597,21,Clifford Mahoney,107,187770,107,4313582,0.0,0.0
457,21,Eulalia Nowak,825,187770,827,4313582,0.0,0.0
892,21,Eileen Childress,1086,187770,1138,4313582,0.0,0.0
1475,21,Cathie Crespo,594,187770,598,4313582,0.0,0.0
609,21,Marylee Wang,435,187770,450,4313582,0.0,0.0
1772,21,Vicki Dunbar,563,187770,934,4313582,0.0,0.0
618,21,Phyllis Mccracken,6603,187770,6716,4313582,0.0,0.0
434,21,Chloe Conner,1711,187770,1719,4313582,0.0,0.0
422,21,Shawn Hinson,121,187770,121,4313582,0.0,0.0
416,21,Ulysses Kauffman,366,187770,397,4313582,0.0,0.0
1027,21,Gene Cote,296,187770,296,4313582,0.0,0.0
637,21,Michell Stahl,1066,187770,1079,4313582,0.0,0.0
1915,21,Paris English,736,187770,753,4313582,0.0,0.0
1047,21,Altha Dowling,13276,187770,13329,4313582,0.0,0.0
191,21,Avril Pacheco,1013,187770,1034,4313582,0.0,0.0
555,21,Barbie Purvis,2112,187770,2168,4313582,0.0,0.0
122,21,Joslyn Gage,308,187770,315,4313582,0.0,0.0
951,21,Florida Zuniga,346,187770,350,4313582,0.0,0.0
139,21,Misty Singer,176,187770,176,4313582,0.0,0.0
2188,21,Janette Erwin,4345,187770,4440,4313582,0.0,0.0
136,21,Jarvis Craven,229,187770,229,4313582,0.0,0.0
2195,21,Tori Simpson,415,187770,472,4313582,0.0,0.0
1267,21,Sherlene Beach,203,187770,203,4313582,0.0,0.0
1673,21,Camille Calderon,416,187770,417,4313582,0.0,0.0
942,21,Marissa Hunt,2097,187770,2113,4313582,0.0,0.0
794,21,Irina Massey,111,187770,111,4313582,0.0,0.0
1231,21,Valentina Ham,2349,187770,2352,4313582,0.0,0.0
94,21,Manuela Preston,933,187770,941,4313582,0.0,0.0
1338,21,Thresa Quiroz,105,187770,105,4313582,0.0,0.0
2238,21,Rosaria Reynolds,288,187770,289,4313582,0.0,0.0
811,21,Joaquina Harrell,411,187770,417,4313582,0.0,0.0
935,21,Ileen Davidson,324,187770,452,4313582,0.0,0.0
2261,21,Evette Gross,946,187770,998,4313582,0.0,0.0
56,21,Dorathy Looney,276,187770,282,4313582,0.0,0.0
1282,21,Ivette Pelletier,5314,187770,5707,4313582,0.0,0.0
2268,21,Lamar Lofton,134,187770,134,4313582,0.0,0.0
837,21,Jenniffer Larson,22045,187770,22196,4313582,0.0,0.0
838,21,Tarsha Wallace,322,187770,331,4313582,0.0,0.0
2287,21,Elodia Arnold,225,187770,225,4313582,0.0,0.0
845,21,Annalisa Mccauley,104,187770,104,4313582,0.0,0.0
2165,21,Adolph Kirkpatrick,473,187770,476,4313582,0.0,0.0
