,g,album_artist,x,k,m,N,p-val,adj_pval(BH)
1044,3,Birgit Stevenson,565,90592,567,4313582,0.0,0.0
1600,3,Twyla Diamond,687,90592,3474,4313582,0.0,0.0
1466,3,Josefa Holder,2245,90592,3679,4313582,0.0,0.0
2262,3,Linnea Coleman,334,90592,683,4313582,0.0,0.0
2125,3,Izola Kerr,484,90592,675,4313582,0.0,0.0
1154,3,Kacey Vasquez,212,90592,225,4313582,0.0,0.0
1426,3,Alethia Milton,2000,90592,28732,4313582,0.0,0.0
441,3,Maira Gay,798,90592,6558,4313582,0.0,0.0
1985,3,Cassy Miner,466,90592,490,4313582,0.0,0.0
1121,3,Orval Romano,359,90592,1121,4313582,5.637026357490872e-308,3.962829529316083e-306
1863,3,Huey Staples,387,90592,1377,4313582,3.985655619299335e-307,2.5471962730613024e-305
1079,3,Ranae Mckenna,213,90592,268,4313582,4.224203064410044e-303,2.4746789619002172e-301
1244,3,Ching Mosley,507,90592,2850,4313582,1.3052529081408974e-296,7.058406110946545e-295
2302,3,Cliff Creech,1521,90592,25267,4313582,1.2164705038407474e-279,6.108419744286039e-278
904,3,Dann Rivers,1122,90592,15202,4313582,4.807611716746819e-278,2.253167357915343e-276
445,3,Kathie Miller,381,90592,1590,4313582,6.365079036834164e-274,2.7966566018090108e-272
341,3,Malcolm Crook,17086,90592,636055,4313582,1.4795132500581441e-255,6.118222439946325e-254
761,3,Gena Mcclure,144,90592,145,4313582,4.758663556960176e-244,1.8585224891905576e-242
2085,3,Carlene Hamby,273,90592,810,4313582,6.05086150032276e-242,2.238818755119421e-240
777,3,Kareen Bassett,312,90592,1259,4313582,1.0519292945658482e-229,3.6975314703989564e-228
1280,3,Leia Mcbride,328,90592,1456,4313582,5.402045311677406e-227,1.808398978147246e-225
252,3,Cris Meier,149,90592,186,4313582,3.2617815308560837e-214,1.042287461905376e-212
918,3,Ahmad Hess,371,90592,2258,4313582,2.7185478893397986e-205,8.309300722634254e-204
2123,3,Joana Ho,225,90592,720,4313582,1.748715716986703e-191,5.12227978767355e-190
1839,3,Karena Mckinley,294,90592,1475,4313582,1.0466764430216088e-187,2.9432541577767636e-186
1283,3,Nola Maguire,256,90592,1075,4313582,2.564414133470253e-184,6.93378129165226e-183
2256,3,Leonida Howard,245,90592,976,4313582,1.6778235907142468e-182,4.3685554973041313e-181
2066,3,Jamal Mcnair,327,90592,2009,4313582,5.446620224938047e-180,1.3674907207612312e-178
843,3,Catalina Funk,124,90592,162,4313582,3.8327124673427826e-174,9.291023670834401e-173
181,3,Kathryne Keys,214,90592,752,4313582,1.636980803349694e-172,3.835991682516117e-171
2320,3,Sharyn Medeiros,281,90592,1655,4313582,4.4880721153755424e-160,1.0177789345512923e-158
1015,3,Marcelo Diaz,97,90592,101,4313582,5.6600851577987674e-160,1.2434499581039166e-158
2001,3,Rubie Mcmillan,248,90592,1502,4313582,1.0924065951178586e-138,2.3271570799025897e-137
1257,3,Alfonso Caudill,186,90592,762,4313582,7.098119920536862e-137,1.4676406776874746e-135
326,3,Lucila Knox,230,90592,1354,4313582,1.368320297909924e-131,2.7483690555162188e-130
1605,3,Charisse Schmidt,1151,90592,24974,4313582,5.071839311904875e-128,9.904175100747577e-127
369,3,Lanelle Mcdonald,514,90592,7038,4313582,1.060988904039194e-126,2.0158789176744688e-125
111,3,Raleigh Meredith,611,90592,9592,4313582,9.366444827875618e-124,1.7327922931569893e-122
910,3,Leland Inman,184,90592,907,4313582,5.1007132943063e-120,9.194362681788022e-119
2059,3,Marilu Tucker,884,90592,17491,4313582,1.3357811636473154e-119,2.3476353951101567e-118
1020,3,Jonie Coburn,81,90592,104,4313582,3.1182908345995134e-116,5.346727943227946e-115
1833,3,Lynsey Hinson,104,90592,232,4313582,5.736918934141273e-110,9.602509549288846e-109
308,3,Haley Fitzgerald,479,90592,6936,4313582,1.3516598885445187e-109,2.209806748015806e-108
866,3,Dung Sands,213,90592,1533,4313582,2.3811897959237677e-104,3.804491878487293e-103
2071,3,Morris Stovall,753,90592,14807,4313582,2.0834175520986617e-103,3.2547611980563537e-102
