,g,album_artist,x,k,m,N,p-val,adj_pval(BH)
763,55,Ashton Hardin,154,1635,49527,4313582,9.698646461072837e-88,2.327675150657481e-86
305,55,Minh Beverly,51,1635,11604,4313582,2.143160978109376e-37,2.5717931737312513e-36
1170,55,Loren Krueger,44,1635,7975,4313582,9.528440040792538e-37,7.62275203263403e-36
355,55,Summer Eubanks,36,1635,5358,4313582,1.5121555674277295e-33,9.072933404566377e-33
1161,55,Cathrine Cameron,21,1635,806,4313582,2.044445979675327e-33,9.81334070244157e-33
1885,55,Kiara Lofton,21,1635,2035,4313582,1.1089723355933096e-24,4.4358893423732385e-24
932,55,Blondell Carney,15,1635,1270,4313582,2.1560350387522008e-19,7.392120132864688e-19
1075,55,Kristy York,12,1635,864,4313582,5.177170210261169e-17,1.5531510630783509e-16
599,55,Dwain Mcmillian,21,1635,6913,4313582,1.0184670166508593e-13,2.7159120444022913e-13
625,55,Luetta Stern,19,1635,7546,4313582,3.2917540714743144e-11,7.900209771538355e-11
1096,55,Shayla Bowie,24,1635,12453,4313582,4.312659933892423e-11,9.409439855765287e-11
678,55,Kiera Flood,32,1635,23624,4313582,4.367084778113508e-10,8.734169556227016e-10
2302,55,Cliff Creech,30,1635,25267,4313582,2.7067608790340296e-08,4.9970970074474394e-08
341,55,Malcolm Crook,305,1635,636055,4313582,6.70282195375378e-06,1.1490551920720764e-05
1357,55,Julie Laws,11,1635,7842,4313582,6.371688825053569e-05,0.0001019470212008571
1570,55,Thu Hillman,12,1635,9358,4313582,8.40227491678384e-05,0.00012603412375175761
1426,55,Alethia Milton,24,1635,28732,4313582,0.00016097793687817335,0.00022726296971036238
2071,55,Morris Stovall,15,1635,14807,4313582,0.00024100156007924431,0.0003213354134389924
1404,55,Tennille Conway,17,1635,18328,4313582,0.0003186399214305186,0.00040249253233328667
909,55,Dolly Bragg,16,1635,19572,4313582,0.00170216863127047,0.002042602357524564
591,55,Mahalia Andrade,20,1635,29818,4313582,0.0060646377606843405,0.006919697396694304
904,55,Dann Rivers,12,1635,15202,4313582,0.006343055946969778,0.006919697396694304
747,55,Garret Jacobsen,15,1635,35618,4313582,0.2816362265101726,0.29388127983670187
2087,55,Cyrus Ramey,29,1635,128650,4313582,0.998620424610534,0.998620424610534
