,g,album_artist,x,k,m,N,p-val,adj_pval(BH)
59,12,Samantha Rubio,1541,7682,3446,4313582,0.0,0.0
113,12,Bethann Gore,175,7682,200,4313582,0.0,0.0
149,12,Albertina Temple,157,7682,199,4313582,0.0,0.0
165,12,Vilma Forbes,608,7682,811,4313582,0.0,0.0
596,12,Yevette Tatum,124,7682,4220,4313582,7.569770474883058e-105,1.2868609807301198e-103
1170,12,Loren Krueger,150,7682,7975,4313582,8.043294796374892e-99,1.1394667628197764e-97
658,12,Dominick Shockley,121,7682,4506,4313582,7.860948941800655e-98,9.545438000757939e-97
274,12,Carolynn Dozier,44,7682,654,4313582,5.1830481249408524e-55,5.506988632749655e-54
670,12,Della Donnelly,91,7682,7235,4313582,1.3736562449181312e-46,1.2973420090893461e-45
1426,12,Alethia Milton,172,7682,28732,4313582,3.043336195946082e-41,2.5868357665541695e-40
214,12,Noel Batts,27,7682,258,4313582,1.607834921673154e-40,1.2424178940201643e-39
515,12,Son Crowell,27,7682,327,4313582,1.5147139689690677e-37,1.072922394686423e-36
1437,12,Shena Isaac,28,7682,933,4313582,3.6410552120845613e-26,2.3806899463629823e-25
1892,12,Molly Champion,105,7682,19388,4313582,9.080576003595157e-23,5.513206859325632e-22
1220,12,Charla Creech,14,7682,159,4313582,1.8108662891647127e-21,1.0261575638600037e-20
305,12,Minh Beverly,75,7682,11604,4313582,5.015056902306079e-21,2.6642489793501046e-20
625,12,Luetta Stern,55,7682,7546,4313582,3.2628721712084413e-18,1.6314360856042205e-17
369,12,Lanelle Mcdonald,52,7682,7038,4313582,1.388930024517325e-17,6.558836226887369e-17
1598,12,Trinh Meredith,15,7682,536,4313582,7.477411176312527e-15,3.345157631508236e-14
524,12,Maryanna Croft,24,7682,1931,4313582,5.302026101545416e-14,2.2533610931568019e-13
355,12,Summer Eubanks,39,7682,5358,4313582,1.5185837233239162e-13,6.146648403930137e-13
2053,12,Blanca Medley,15,7682,723,4313582,6.973399452845772e-13,2.6942679704176844e-12
599,12,Dwain Mcmillian,40,7682,6913,4313582,8.550871684251405e-11,3.1601047528755194e-10
1526,12,Elaine Delaney,13,7682,731,4313582,1.2249951761633198e-10,4.338524582245091e-10
101,12,Judie Mayo,13,7682,838,4313582,7.062998384401893e-10,2.4014194506966436e-09
1061,12,Ocie Zapata,15,7682,1311,4313582,3.861023801962347e-09,1.2622577814107672e-08
2196,12,Lavera Browning,11,7682,666,4313582,4.9766083590240505e-09,1.566710038952016e-08
678,12,Kiera Flood,83,7682,23624,4313582,7.066249919922514e-09,2.1451115828336202e-08
769,12,Chery Agee,19,7682,2273,4313582,1.1546047251492959e-08,3.384186263368626e-08
1146,12,Lurlene Priest,32,7682,6184,4313582,6.290410536186443e-08,1.7822829852528253e-07
2077,12,Vanda Augustine,31,7682,5907,4313582,7.080532563783318e-08,1.9414363481341356e-07
777,12,Kareen Bassett,13,7682,1259,4313582,1.0933175328426144e-07,2.8644128187201174e-07
1373,12,Percy Rowland,24,7682,3951,4313582,1.1120661531501632e-07,2.8644128187201174e-07
367,12,Karla Luna,15,7682,1724,4313582,1.5917616623991844e-07,3.979404155997961e-07
1197,12,Emogene Fitzgerald,19,7682,2866,4313582,4.492008367026506e-07,1.0909163177064373e-06
719,12,Nia Maxwell,14,7682,1766,4313582,1.136878945887181e-06,2.684297511122511e-06
1665,12,Codi Mcghee,20,7682,3384,4313582,1.4873746382427826e-06,3.4169417365036895e-06
1423,12,Marlene Compton,24,7682,4613,4313582,1.770994122178155e-06,3.961434220661662e-06
1530,12,Duncan Zepeda,25,7682,4937,4313582,1.860176275454272e-06,4.0542303439387985e-06
549,12,Robt Greenberg,19,7682,3284,4313582,3.4330193852039807e-06,7.295166193558459e-06
1133,12,Alica Monroe,25,7682,5157,4313582,4.000555850096076e-06,8.29383529897967e-06
1096,12,Shayla Bowie,45,7682,12453,4313582,6.090730053800219e-06,1.2326477489833775e-05
1132,12,Ladonna Gifford,15,7682,2650,4313582,3.440689650538909e-05,6.801363262693193e-05
763,12,Ashton Hardin,127,7682,49527,4313582,3.6481595149972746e-05,7.047580881244735e-05
2138,12,Lucile Cardwell,23,7682,5403,4313582,6.58300787276636e-05,0.00012434570426336457
941,12,Clifford Richard,20,7682,4600,4313582,0.000125778127881238,0.000232416105867505
190,12,Kaila Parrott,20,7682,4767,4313582,0.00020195268374606262,0.00036523357698756
2130,12,Sina Donaldson,57,7682,20065,4313582,0.00036155280194335337,0.000640249753441355
1226,12,Crysta Greene,23,7682,6140,4313582,0.0004170553113085219,0.0007234632951270279
1309,12,Damaris Sewell,11,7682,2127,4313582,0.0005652721198813714,0.0009609626037983314
1540,12,Queenie Moffett,21,7682,5874,4313582,0.0012049994357131912,0.002008332392855319
23,12,Korey Battle,11,7682,2338,4313582,0.0012588330324277937,0.002057707841468509
2071,12,Morris Stovall,42,7682,14807,4313582,0.001743874781904612,0.002796780310601736
884,12,Kristin Vernon,30,7682,10096,4313582,0.0032149989654848784,0.005060646519744716
1282,12,Ivette Pelletier,18,7682,5707,4313582,0.008326530377487491,0.012868274219753395
1548,12,Malvina Mccann,15,7682,4853,4313582,0.015740966382111685,0.023892538258562378
772,12,Leonarda White,13,7682,4136,4313582,0.018721507698778627,0.02791803779642427
396,12,Kenyatta Hoff,15,7682,4994,4313582,0.019881220783066793,0.02913627183725306
591,12,Mahalia Andrade,64,7682,29818,4313582,0.061595474496220305,0.08873924291828349
244,12,Latarsha Carnes,11,7682,4302,4313582,0.08874923613208784,0.12572808452045775
324,12,Rolf Diggs,20,7682,8716,4313582,0.10630266614754603,0.14812666594330184
1368,12,Tessie Hankins,12,7682,4954,4313582,0.11137721963995577,0.15269457531284258
328,12,Reynalda Holman,13,7682,5542,4313582,0.1258840780458656,0.16984359736346946
909,12,Dolly Bragg,41,7682,19572,4313582,0.1306872738646008,0.17208314986954643
1549,12,Hsiu Layne,12,7682,5112,4313582,0.1315929969590649,0.17208314986954643
1404,12,Tennille Conway,38,7682,18328,4313582,0.15186639239305647,0.19558550535469393
2136,12,Maisie Castro,23,7682,11005,4313582,0.18603398304558386,0.23601326207275564
441,12,Maira Gay,14,7682,6558,4313582,0.19941610896291023,0.24927013620363778
639,12,Danna Kenny,15,7682,7206,4313582,0.22149510662979616,0.27285629077583584
899,12,Danilo Lopez,15,7682,7843,4313582,0.32724424806601987,0.39736801550873846
2286,12,Lindsay Bentley,13,7682,7708,4313582,0.5065055922898328,0.60637993443149
1570,12,Thu Hillman,15,7682,9358,4313582,0.5979727047679477,0.7059399986843827
2299,12,Delia Shockley,31,7682,19187,4313582,0.6684212639870466,0.7782987320397119
245,12,Andreas Poirier,19,7682,12820,4313582,0.7520809689111627,0.8302192513954394
2302,12,Cliff Creech,40,7682,25267,4313582,0.7452476011655508,0.8302192513954394
1357,12,Julie Laws,11,7682,7842,4313582,0.7375108719291922,0.8302192513954394
2059,12,Marilu Tucker,27,7682,17491,4313582,0.7385408640906623,0.8302192513954394
2081,12,Vannessa Holman,22,7682,16086,4313582,0.8779004030900104,0.9566863367006524
341,12,Malcolm Crook,732,7682,636055,4313582,0.9999999989451172,0.9999999989451172
2087,12,Cyrus Ramey,66,7682,128650,4313582,0.9999999988846701,0.9999999989451172
1605,12,Charisse Schmidt,33,7682,24974,4313582,0.9555846420976126,0.9999999989451172
989,12,Ashlie Williamson,11,7682,13270,4313582,0.9969442110495047,0.9999999989451172
747,12,Garret Jacobsen,36,7682,35618,4313582,0.9998787531824322,0.9999999989451172
904,12,Dann Rivers,17,7682,15202,4313582,0.9737255297377816,0.9999999989451172
492,12,Mariko Hayes,26,7682,30122,4313582,0.9999795071329644,0.9999999989451172
