,g,album_artist,x,k,m,N,p-val,adj_pval(BH)
2,44,Danna Hester,673,266581,909,4313582,0.0,0.0
1359,44,Leo Kelsey,405,266581,409,4313582,0.0,0.0
1391,44,Buster Knox,1090,266581,1101,4313582,0.0,0.0
1404,44,Tennille Conway,13328,266581,18328,4313582,0.0,0.0
1449,44,Ghislaine Baum,1311,266581,2150,4313582,0.0,0.0
1451,44,Reanna Avila,229,266581,229,4313582,0.0,0.0
1459,44,Ruth Craft,1840,266581,2161,4313582,0.0,0.0
1546,44,Larita Eckert,1235,266581,1491,4313582,0.0,0.0
1581,44,Trista Magana,3962,266581,4227,4313582,0.0,0.0
279,44,Jody Bain,320,266581,331,4313582,0.0,0.0
1601,44,Rudolf Berger,311,266581,325,4313582,0.0,0.0
1648,44,Alfonzo Guidry,1103,266581,1211,4313582,0.0,0.0
1661,44,Tomeka Feliciano,312,266581,322,4313582,0.0,0.0
1672,44,Daria Estrada,7865,266581,8927,4313582,0.0,0.0
1695,44,Natalya Sands,1543,266581,1591,4313582,0.0,0.0
177,44,Dessie Redding,1788,266581,1788,4313582,0.0,0.0
1713,44,Theresa Mclean,1631,266581,1665,4313582,0.0,0.0
172,44,Tyler Bruno,147,266581,147,4313582,0.0,0.0
1747,44,Brice Childers,175,266581,175,4313582,0.0,0.0
1639,44,Irena Oldham,647,266581,1495,4313582,0.0,0.0
1314,44,Vena Valenzuela,8535,266581,9853,4313582,0.0,0.0
304,44,Claudie Willard,795,266581,1158,4313582,0.0,0.0
1210,44,Haydee Ingram,2540,266581,2957,4313582,0.0,0.0
529,44,Lynnette Norris,593,266581,714,4313582,0.0,0.0
572,44,Darwin Blackburn,290,266581,291,4313582,0.0,0.0
582,44,Jacquelynn Bryant,1644,266581,1701,4313582,0.0,0.0
473,44,Loura Robbins,358,266581,362,4313582,0.0,0.0
588,44,Adah Sanders,1371,266581,1401,4313582,0.0,0.0
589,44,Carmel Kenny,119,266581,119,4313582,0.0,0.0
418,44,Venetta Swartz,154,266581,154,4313582,0.0,0.0
730,44,Augustine Fay,4386,266581,4516,4313582,0.0,0.0
734,44,Micheline Battle,3096,266581,3684,4313582,0.0,0.0
814,44,Delpha Gregg,5119,266581,5366,4313582,0.0,0.0
829,44,Brett Lemons,783,266581,1071,4313582,0.0,0.0
847,44,Niki Addison,491,266581,497,4313582,0.0,0.0
883,44,Lore Crane,118,266581,118,4313582,0.0,0.0
994,44,Sharilyn Workman,9056,266581,76400,4313582,0.0,0.0
1054,44,Corinna Babcock,112,266581,112,4313582,0.0,0.0
1055,44,Brynn Freeman,782,266581,815,4313582,0.0,0.0
341,44,Malcolm Crook,67012,266581,636055,4313582,0.0,0.0
1103,44,Aisha Cook,192,266581,192,4313582,0.0,0.0
323,44,Hector Newsome,298,266581,317,4313582,0.0,0.0
1749,44,Mikki Patel,1348,266581,1350,4313582,0.0,0.0
