,g,album_artist,x,k,m,N,p-val,adj_pval(BH)
63,4,Fritz Vann,744,39330,7128,4313582,0.0,0.0
1320,4,Rocio Escobedo,1446,39330,20109,4313582,0.0,0.0
2164,4,Angeline Joyce,2862,39330,2864,4313582,0.0,0.0
341,4,Malcolm Crook,7978,39330,636055,4313582,6.0787435141219995e-195,4.74141994101516e-193
324,4,Rolf Diggs,442,39330,8716,4313582,3.749087150608923e-179,2.339430381979968e-177
395,4,Doyle Mccord,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
1310,4,Anjelica Simpson,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
1284,4,Milissa Toney,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
1275,4,Keri Lackey,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
1249,4,Tonia Mcintosh,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
1237,4,Stanford Coyle,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
1198,4,Etta Marquez,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
1188,4,Pennie Boston,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
1122,4,Kasi Overton,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
836,4,Shawnna Latham,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
800,4,Frederic Goodson,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
150,4,Arie Shultz,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
796,4,Micha Burden,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
751,4,Elnora Schaefer,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
724,4,Aurora Cano,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
696,4,Sybil Spencer,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
680,4,Casie Hairston,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
593,4,Essie Steward,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
294,4,Ina Mohr,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
561,4,Lang Dudley,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
1386,4,Zena Spivey,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
2318,4,Rickey Seay,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
1476,4,Ludivina Minor,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
2223,4,Isaias Zeigler,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
2214,4,Eartha Pham,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
2198,4,Bao Bellamy,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
2061,4,Rosalva Bates,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
30,4,Derick Richey,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
2041,4,Bob Jarrett,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
2011,4,Juliana Suggs,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
1989,4,Walter Goldsmith,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
1981,4,Shona Browning,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
1972,4,Jonas England,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
1917,4,Bernarda Aguirre,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
1870,4,Timmy Lemons,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
1831,4,Lashunda Stjohn,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
1781,4,Carmel Sewell,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
1735,4,Arminda Newman,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
92,4,Lane Morales,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
1579,4,Kenyetta Sheridan,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
1554,4,Angeles Suarez,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
1553,4,Tennille Le,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
1522,4,Cathleen Quinn,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
1484,4,Alysia Fenton,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
368,4,Raymonde Underwood,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
1390,4,Tyron Golden,200,39330,1400,4313582,4.07853351852902e-167,2.495102858394224e-166
3,4,Donnette Sewell,372,39330,7010,4313582,2.069506797502505e-157,1.241704078501503e-156
500,4,Cecily Brantley,388,39330,8618,4313582,9.646938704680655e-141,5.678952595962952e-140
920,4,Angelita Roe,275,39330,5129,4313582,4.55390824111249e-118,2.6311469837538833e-117
872,4,Alexander Ly,254,39330,4430,4313582,1.1156703935837026e-115,6.328893869056639e-115
1785,4,Genia Mosher,363,39330,10148,4313582,6.500971712366376e-103,3.621969954032695e-102
599,4,Dwain Mcmillian,290,39330,6913,4313582,1.6094633955927914e-98,8.809694375876333e-98
2087,4,Cyrus Ramey,1874,39330,128650,4313582,4.241765675767402e-83,2.281777397999016e-82
396,4,Kenyatta Hoff,206,39330,4994,4313582,1.7646933738410307e-69,9.33193784132884e-69
2200,4,Yee Hahn,219,39330,7613,4313582,9.887840140778494e-48,5.141676873204816e-47
190,4,Kaila Parrott,144,39330,4767,4313582,2.334644362717835e-34,1.1941131822425648e-33
407,4,Shellie Blount,123,39330,3859,4313582,8.732480557675139e-32,4.394409570959103e-31
1965,4,Marci Lau,127,39330,4316,4313582,1.5629293126123043e-29,7.740221357699031e-29
547,4,Aldo Fagan,98,39330,2785,4313582,5.482564890645083e-29,2.672750384189478e-28
477,4,Randall Dubose,107,39330,3592,4313582,1.1921368677975925e-25,5.7222569654284435e-25
1291,4,Jessi Sorenson,105,39330,3656,4313582,5.08463504549673e-24,2.4036456578711815e-23
107,4,Sage Vaughan,54,39330,1148,4313582,1.3893280460815629e-22,6.469706722051457e-22
630,4,Carl Parks,30,39330,402,4313582,4.225043879367823e-19,1.9385495446511187e-18
1333,4,Felipa Wheeler,56,39330,1680,4313582,1.5623477314803442e-16,7.064528872780687e-16
1710,4,Carolyn Dominguez,17,39330,126,4313582,2.0739376871817589e-16,9.243836548581553e-16
958,4,Suanne Wang,42,39330,1007,4313582,3.057471971740419e-16,1.3435651481450854e-15
1998,4,Melony Watts,19,39330,194,4313582,2.9352692684571314e-15,1.2719500163314235e-14
334,4,Griselda James,15,39330,109,4313582,6.0962025015175225e-15,2.6055002472239273e-14
518,4,Rachal Marks,18,39330,181,4313582,1.0258089720387558e-14,4.3250324226498895e-14
