,g,album_artist,x,k,m,N,p-val,adj_pval(BH)
1509,57,Delia Greenwood,571,55215,644,4313582,0.0,0.0
1913,57,Sherril Irwin,18413,55215,18684,4313582,0.0,0.0
1452,57,Delores Clement,2690,55215,2811,4313582,0.0,0.0
1961,57,Yvonne Pelletier,395,55215,1250,4313582,0.0,0.0
7,57,Sharron Camp,568,55215,7487,4313582,1.0478678302313272e-244,6.266249624783337e-243
751,57,Elnora Schaefer,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
1831,57,Lashunda Stjohn,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
724,57,Aurora Cano,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
696,57,Sybil Spencer,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
1870,57,Timmy Lemons,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
680,57,Casie Hairston,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
2061,57,Rosalva Bates,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
1917,57,Bernarda Aguirre,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
593,57,Essie Steward,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
796,57,Micha Burden,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
561,57,Lang Dudley,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
1972,57,Jonas England,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
1981,57,Shona Browning,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
1989,57,Walter Goldsmith,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
2011,57,Juliana Suggs,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
2041,57,Bob Jarrett,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
800,57,Frederic Goodson,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
1781,57,Carmel Sewell,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
836,57,Shawnna Latham,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
1484,57,Alysia Fenton,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
1476,57,Ludivina Minor,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
1522,57,Cathleen Quinn,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
1390,57,Tyron Golden,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
1386,57,Zena Spivey,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
1553,57,Tennille Le,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
1310,57,Anjelica Simpson,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
1554,57,Angeles Suarez,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
1284,57,Milissa Toney,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
1275,57,Keri Lackey,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
1249,57,Tonia Mcintosh,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
1237,57,Stanford Coyle,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
1198,57,Etta Marquez,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
1579,57,Kenyetta Sheridan,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
1188,57,Pennie Boston,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
1122,57,Kasi Overton,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
1735,57,Arminda Newman,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
395,57,Doyle Mccord,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
368,57,Raymonde Underwood,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
2318,57,Rickey Seay,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
2198,57,Bao Bellamy,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
30,57,Derick Richey,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
294,57,Ina Mohr,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
2223,57,Isaias Zeigler,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
2214,57,Eartha Pham,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
92,57,Lane Morales,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
150,57,Arie Shultz,280,55215,1400,4313582,7.8059047461020955e-236,4.576402978597111e-235
1159,57,Gisele Trejo,99,55215,103,4313582,8.212251855377057e-185,4.722044816841807e-184
830,57,Shameka Sample,134,55215,604,4313582,5.859444986626412e-121,3.30561141698358e-120
244,57,Latarsha Carnes,216,55215,4302,4313582,1.5488764096315301e-62,8.576186045922733e-62
