,g,album_artist,x,k,m,N,p-val,adj_pval(BH)
1075,27,Kristy York,26,1177,864,4313582,4.140399710597994e-46,6.62463953695679e-45
2233,27,Lera Ortega,23,1177,983,4313582,1.441469243361328e-38,1.1531753946890624e-37
1409,27,Carolee Beasley,24,1177,1214,4313582,2.891899419687095e-38,1.5423463571664506e-37
278,27,Eleni Yarbrough,16,1177,352,4313582,7.821183647981753e-33,3.128473459192701e-32
274,27,Carolynn Dozier,17,1177,654,4313582,3.1002924325848242e-30,9.920935784271438e-30
355,27,Summer Eubanks,20,1177,5358,4313582,1.1694349757053246e-17,3.1184932685475326e-17
7,27,Sharron Camp,21,1177,7487,4313582,7.013816528423119e-16,1.6031580636395699e-15
678,27,Kiera Flood,31,1177,23624,4313582,4.4378368599651423e-13,8.875673719930285e-13
137,27,Leota Odonnell,11,1177,2390,4313582,6.282903431460137e-12,1.1169606100373578e-11
305,27,Minh Beverly,19,1177,11604,4313582,1.8406880989973407e-10,2.9451009583957453e-10
625,27,Luetta Stern,11,1177,7546,4313582,1.752975232804495e-06,2.549782156806538e-06
2071,27,Morris Stovall,14,1177,14807,4313582,2.1190097423988743e-05,2.825346323198499e-05
341,27,Malcolm Crook,217,1177,636055,4313582,0.00022489686988330583,0.0002767961475486841
747,27,Garret Jacobsen,14,1177,35618,4313582,0.06878086648399499,0.07860670455313713
763,27,Ashton Hardin,13,1177,49527,4313582,0.48359578973028516,0.5158355090456375
2087,27,Cyrus Ramey,25,1177,128650,4313582,0.9554297890725583,0.9554297890725583
