,g,album_artist,x,k,m,N,p-val,adj_pval(BH)
2307,31,Kasandra Yates,156,7021,240,4313582,0.0,0.0
33,31,Shavon Pittman,162,7021,206,4313582,0.0,0.0
1722,31,Tod Mcdowell,629,7021,7266,4313582,0.0,0.0
1425,31,Raeann Knox,164,7021,170,4313582,0.0,0.0
1312,31,Josef Westbrook,169,7021,173,4313582,0.0,0.0
311,31,Kirsten Peacock,592,7021,1018,4313582,0.0,0.0
1286,31,Neoma Coker,203,7021,211,4313582,0.0,0.0
927,31,Christa Odom,253,7021,258,4313582,0.0,0.0
880,31,Romelia Bernal,399,7021,411,4313582,0.0,0.0
1974,31,Pasty Rock,88,7021,3571,4313582,4.799701449351014e-72,4.6077133913769736e-71
658,31,Dominick Shockley,57,7021,4506,4313582,3.096444543233967e-32,2.7023516013678256e-31
65,31,Shaunte Easley,48,7021,4364,4313582,6.008590218997994e-25,4.8068721751983955e-24
454,31,Flor Mcdowell,30,7021,1484,4313582,6.33343846740807e-24,4.677000714393652e-23
1884,31,Ilene Scott,38,7021,3062,4313582,4.711871436839684e-22,3.230997556690069e-21
1716,31,Amee Lee,46,7021,4825,4313582,1.611315211656039e-21,1.031241735459865e-20
15,31,Louanne Finn,37,7021,3059,4313582,3.637524372703665e-21,2.182514623622199e-20
2024,31,Rolanda Gallo,12,7021,109,4313582,1.125704725392468e-20,6.35692080221629e-20
613,31,Malia Stover,40,7021,3945,4313582,5.885870934869056e-20,3.139131165263497e-19
828,31,Gema Curry,37,7021,3444,4313582,1.8420274425927392e-19,9.307086025731735e-19
1135,31,Luanna Flood,40,7021,4537,4313582,7.348924413071142e-18,3.527483718274148e-17
2080,31,Caryl Shook,21,7021,1051,4313582,1.8851359644533507e-17,8.617764408929603e-17
1502,31,Heather Huddleston,36,7021,3997,4313582,1.3532079857951976e-16,5.904907574379044e-16
1743,31,Kimberely Hutchison,30,7021,2771,4313582,2.49685369027964e-16,1.0084580391994661e-15
614,31,Vernia Sousa,30,7021,2772,4313582,2.5211450979986653e-16,1.0084580391994661e-15
209,31,Karma Nichols,32,7021,3272,4313582,5.244723838368807e-16,2.0139739539336217e-15
124,31,Lindsey Stanford,32,7021,3383,4313582,1.3324364596263407e-15,4.778765098554552e-15
729,31,Phuong Gilbert,29,7021,2743,4313582,1.3440276839684678e-15,4.778765098554552e-15
2142,31,Myriam Glover,30,7021,3053,4313582,3.291660838268666e-15,1.1285694302635426e-14
388,31,Frank Hawk,34,7021,4013,4313582,4.945706364252179e-15,1.6371993481662387e-14
40,31,Tomi Stubbs,28,7021,2869,4313582,2.7968722918962556e-14,8.949991334068018e-14
793,31,Tanya Zuniga,19,7021,1196,4313582,3.389660038202326e-14,1.0497011731207203e-13
