,g,album_artist,x,k,m,N,p-val,adj_pval(BH)
2081,15,Vannessa Holman,3194,203063,16086,4313582,0.0,0.0
1859,15,Mandy Yang,3503,203063,5506,4313582,0.0,0.0
1226,15,Crysta Greene,1135,203063,6140,4313582,0.0,0.0
599,15,Dwain Mcmillian,1782,203063,6913,4313582,0.0,0.0
76,15,Kenneth Collins,206,203063,206,4313582,0.0,0.0
842,15,Doreen Dotson,844,203063,1065,4313582,0.0,0.0
583,15,Ima Mejia,654,203063,704,4313582,0.0,0.0
202,15,Chere Swenson,1124,203063,2967,4313582,0.0,0.0
330,15,Elma Costello,236,203063,236,4313582,0.0,0.0
341,15,Malcolm Crook,60156,203063,636055,4313582,0.0,0.0
1815,15,Larissa Boggs,165,203063,165,4313582,0.0,0.0
2134,15,Irving Langston,3798,203063,35497,4313582,0.0,0.0
510,15,Pierre Dwyer,701,203063,1388,4313582,0.0,0.0
970,15,Mack Richter,585,203063,1690,4313582,0.0,0.0
663,15,Slyvia Dupre,1401,203063,2887,4313582,0.0,0.0
1352,15,Jennifer Rainey,847,203063,1432,4313582,0.0,0.0
2103,15,Susy Pate,371,203063,507,4313582,0.0,0.0
1368,15,Tessie Hankins,1028,203063,4954,4313582,0.0,0.0
193,15,Kylie Carrasco,1052,203063,2560,4313582,0.0,0.0
2087,15,Cyrus Ramey,10981,203063,128650,4313582,0.0,0.0
533,15,Santiago Cisneros,934,203063,4504,4313582,1.1229e-319,4.657414e-318
1354,15,Josephina Gentry,618,203063,2370,4313582,8.71814756749829e-270,3.451593877859551e-268
1926,15,Ron Overton,351,203063,693,4313582,4.4297913784115837e-268,1.677542735041952e-266
1200,15,Melania Yancey,782,203063,3905,4313582,1.4367619345357586e-257,5.2142485207526906e-256
640,15,Linnea Peters,581,203063,2247,4313582,1.0122030650722372e-251,3.5265154787116743e-250
2299,15,Delia Shockley,2040,203063,19187,4313582,3.64550475984943e-248,1.2212440945495592e-246
1350,15,Hong Reid,300,203063,544,4313582,2.0229025821987628e-244,6.52573388553749e-243
509,15,Aide Battle,178,203063,180,4313582,4.284406643952624e-236,1.3327564953152627e-234
1865,15,Bertha Shipman,579,203063,2512,4313582,2.3506476252385867e-223,7.060048557182101e-222
592,15,Deloris Winters,166,203063,172,4313582,1.9821373504918947e-213,5.754805440928134e-212
1146,15,Lurlene Priest,913,203063,6184,4313582,2.508944326831419e-201,7.049324221516663e-200
1396,15,Carin Bassett,540,203063,2429,4313582,1.1540388630740716e-200,3.1411495304297386e-199
1403,15,Myrna Smallwood,400,203063,1437,4313582,7.785118864643936e-187,2.054799554880263e-185
381,15,Tanesha Paige,635,203063,3514,4313582,2.604709682506588e-185,6.672653333715407e-184
1532,15,Clyde Stevenson,384,203063,1335,4313582,5.3767328891015566e-185,1.3380383846878444e-183
1028,15,Charmain Chan,817,203063,5494,4313582,2.3831768740789594e-182,5.765964048118816e-181
1864,15,Jodi Lawler,133,203063,134,4313582,1.3679241261986537e-178,3.2201673349162903e-177
1643,15,Catina Fuentes,211,203063,424,4313582,2.499664657743482e-160,5.729494518143613e-159
830,15,Shameka Sample,239,203063,604,4313582,4.04102507038309e-152,9.024955990522234e-151
1779,15,Eloy Geiger,113,203063,114,4313582,4.844431007344966e-152,1.0548748518493662e-150
1382,15,Rashida Roth,126,203063,143,4313582,7.630987404494298e-149,1.6211195193450083e-147
259,15,Renate Duckworth,265,203063,780,4313582,1.1032218725566377e-148,2.287872026182932e-147
2294,15,Dominga Seaman,226,203063,552,4313582,6.49612085707049e-148,1.3158421550019527e-146
1705,15,Chun Daniels,392,203063,1776,4313582,2.7305974381168406e-145,5.405341746817655e-144
1867,15,Dirk Grady,631,203063,4193,4313582,6.976963387151564e-144,1.3504300244908917e-142
1978,15,Rolande Roland,256,203063,756,4313582,2.455909141738353e-143,4.650210570552403e-142
328,15,Reynalda Holman,745,203063,5542,4313582,2.5449822764439004e-142,4.716339495282207e-141
763,15,Ashton Hardin,3595,203063,49527,4313582,3.0360317058472777e-139,5.509132532902039e-138
1858,15,Willa Dodge,333,203063,1356,4313582,2.84544960137692e-138,5.057931842447546e-137
1905,15,Frederica Burrell,596,203063,4068,4313582,9.248987318218008e-131,1.6111735908335768e-129
213,15,Lakeesha Fletcher,444,203063,2486,4313582,1.8512698163225338e-128,3.1616784510135823e-127
562,15,Pansy Sloan,427,203063,2421,4313582,1.0578050709998322e-121,1.771823493924719e-120
558,15,Lael Terry,287,203063,1173,4313582,4.0803082910870433e-119,6.70556324818267e-118
201,15,Vivan Jansen,172,203063,405,4313582,1.529512430473042e-116,2.4670469017444804e-115
357,15,Kyla Edwards,425,203063,2502,4313582,1.9817662366678248e-115,3.1383970766139557e-114
230,15,Sasha Dwyer,312,203063,1510,4313582,4.1384955013896626e-108,6.436838538768565e-107
786,15,Lettie Velasquez,409,203063,2501,4313582,1.0008351887431942e-105,1.5293464024479336e-104
591,15,Mahalia Andrade,2227,203063,29818,4313582,1.992030195883635e-97,2.9914798286459417e-96
1605,15,Charisse Schmidt,1927,203063,24974,4313582,1.1377048256933594e-95,1.6795608528456202e-94
1273,15,Barrett Huber,332,203063,1901,4313582,5.032098940011794e-94,7.304930294583789e-93
1556,15,Ethan Lilly,223,203063,908,4313582,1.624311889337534e-93,2.3193043534639215e-92
921,15,Arden Dorman,156,203063,438,4313582,3.0555144974375785e-92,4.292505043980856e-91
3,15,Donnette Sewell,744,203063,7010,4313582,1.8927305768686422e-91,2.616775130877123e-90
1002,15,Joseph Staples,222,203063,931,4313582,2.1217284321442074e-90,2.8875397881212573e-89
639,15,Danna Kenny,753,203063,7206,4313582,1.825062044169634e-89,2.4455831391873098e-88
1736,15,Somer Dillard,179,203063,613,4313582,5.992617503195022e-89,7.908439159519491e-88
678,15,Kiera Flood,1808,203063,23624,4313582,3.3762949565166134e-87,4.389183443471597e-86
454,15,Flor Mcdowell,279,203063,1484,4313582,5.945959003126459e-87,7.616073958416392e-86
2102,15,Jeremiah Wyatt,341,203063,2141,4313582,1.8633287280655288e-85,2.3521149596305444e-84
920,15,Angelita Roe,583,203063,5129,4313582,5.438387748799885e-83,6.766908184578142e-82
1780,15,Christine Kinsey,114,203063,253,4313582,8.00531539326743e-82,9.820605221881593e-81
1262,15,Francoise Hoskins,99,203063,187,4313582,2.1364370561722485e-80,2.584495383230595e-79
154,15,Winfred Pollock,158,203063,549,4313582,8.032641878677496e-78,9.58415215935356e-77
324,15,Rolf Diggs,817,203063,8716,4313582,6.18187209521728e-75,7.276230533694933e-74
67,15,Dora Mcnally,245,203063,1378,4313582,1.2166686962446426e-71,1.4129579125721116e-70
1600,15,Twyla Diamond,428,203063,3474,4313582,1.8950049670802634e-71,2.1717754293775125e-70
1505,15,Thaddeus Putnam,146,203063,513,4313582,2.120502899015886e-71,2.3986467857699178e-70
1842,15,Doreatha Goss,102,203063,247,4313582,7.664079379044029e-69,8.558221973265834e-68
1598,15,Trinh Meredith,146,203063,536,4313582,1.3520097670922971e-68,1.4906335533384694e-67
1941,15,Lang Diaz,153,203063,594,4313582,4.441264933791298e-68,4.835427196665275e-67
1223,15,Efren Sorensen,159,203063,658,4313582,2.2063817821973382e-66,2.372541397893681e-65
1423,15,Marlene Compton,503,203063,4613,4313582,3.4152170336113983e-66,3.6276268735067414e-65
250,15,Alfredia Graves,251,203063,1547,4313582,3.5727474277727887e-65,3.7492325416748185e-64
1221,15,Otis Scales,283,203063,1902,4313582,7.731568412607923e-65,8.016900104025596e-64
1005,15,Earlene Sheehan,104,203063,284,4313582,7.415454031977307e-64,7.598659366884982e-63
1916,15,Ahmed Blanchard,286,203063,2002,4313582,1.1164677110274678e-61,1.1307481119824703e-60
854,15,Erlene Castillo,278,203063,1918,4313582,2.4634145825603615e-61,2.4662460935747986e-60
144,15,Taylor Blue,132,203063,498,4313582,1.0099744999894924e-60,9.99645215330509e-60
467,15,Antony Baron,225,203063,1371,4313582,1.4082591271692755e-59,1.3781951682746506e-58
872,15,Alexander Ly,472,203063,4430,4313582,2.4400686930724867e-59,2.3614442574068175e-58
1041,15,Willene Mathews,244,203063,1580,4313582,2.741091368824562e-59,2.6236160244463667e-58
1305,15,Piper Adcock,354,203063,2920,4313582,7.869095620425187e-58,7.449980744989497e-57
821,15,Chantell Fleming,174,203063,894,4313582,1.8294794665905276e-57,1.713415715484247e-56
1609,15,Wanda Montes,162,203063,785,4313582,2.543692370505958e-57,2.3569745262879676e-56
1750,15,Carrol Frazier,129,203063,531,4313582,1.203960012884868e-54,1.103841232866021e-53
133,15,Toya Compton,114,203063,423,4313582,1.256933080777971e-53,1.1404049097475132e-52
1156,15,Tammera Starr,117,203063,446,4313582,1.3174951864593154e-53,1.1830291828928492e-52
500,15,Cecily Brantley,737,203063,8618,4313582,9.33004528927737e-53,8.292315762204682e-52
243,15,Syreeta Seals,152,203063,765,4313582,1.0202393303727775e-51,8.976045017724133e-51
909,15,Dolly Bragg,1396,203063,19572,4313582,4.101213577809094e-51,3.5721570262717207e-50
1289,15,Nikia Medrano,191,203063,1163,4313582,5.353072874870369e-51,4.616362845556526e-50
1263,15,Deandre Willoughby,246,203063,1797,4313582,5.014387564860569e-50,4.2818936950917214e-49
1527,15,Camila Kay,264,203063,2035,4313582,4.360921797157989e-49,3.687730956625833e-48
1677,15,Aretha Payton,159,203063,875,4313582,1.1933977709065312e-48,9.994706331342199e-48
715,15,Jannette Gross,125,203063,569,4313582,6.697969893723387e-48,5.55612550231721e-47
2200,15,Yee Hahn,653,203063,7613,4313582,2.1137336559091257e-47,1.7368509568838194e-46
477,15,Randall Dubose,378,203063,3592,4313582,9.635394156408862e-47,7.843390944142166e-46
145,15,Foster Rockwell,146,203063,779,4313582,1.4992559769104867e-46,1.209122181378735e-45
2213,15,Noella Dent,137,203063,696,4313582,2.254381684877532e-46,1.8014371078241563e-45
396,15,Kenyatta Hoff,473,203063,4994,4313582,1.7842736251099252e-45,1.4128202977006773e-44
1712,15,Lynne Dudley,93,203063,336,4313582,2.535314218354323e-45,1.98942223800596e-44
2319,15,Carmon Burton,159,203063,942,4313582,2.1022255295061148e-44,1.6348557466069875e-43
1785,15,Genia Mosher,797,203063,10148,4313582,2.3676151064696287e-43,1.8249493431283597e-42
573,15,Ileana Newcomb,223,203063,1693,4313582,7.080536747976755e-43,5.4097785153401346e-42
633,15,Mariah Solomon,216,203063,1619,4313582,1.8258892711804372e-42,1.382912656694053e-41
288,15,Tu Akers,190,203063,1367,4313582,4.2312612621536475e-40,3.1770935856343334e-39
807,15,Sanora Zamora,110,203063,536,4313582,1.6830056494380056e-39,1.2529042056927376e-38
1173,15,Zora Wiggins,102,203063,470,4313582,4.645058182280658e-39,3.4286827769207233e-38
1616,15,Eddy Raymond,96,203063,423,4313582,1.216216225000131e-38,8.901885142648016e-38
1469,15,Tiffaney Chavis,104,203063,507,4313582,1.832013998245454e-37,1.3297368270598256e-36
2286,15,Lindsay Bentley,621,203063,7708,4313582,2.861847138942147e-37,2.0600569074533967e-36
732,15,Titus Whatley,54,203063,136,4313582,1.0797915926178769e-36,7.709003911230908e-36
2300,15,Chanda Hearn,137,203063,850,4313582,2.274497575500159e-36,1.6106401530574295e-35
1134,15,Kathrin Nicholas,284,203063,2730,4313582,7.996462122102159e-35,5.616869764799177e-34
884,15,Kristin Vernon,756,203063,10096,4313582,1.018714582195038e-34,7.098403208735026e-34
437,15,Randolph Walton,143,203063,946,4313582,1.0292747029011434e-34,7.115065604975364e-34
475,15,Earleen Tompkins,129,203063,806,4313582,4.527453487361784e-34,3.1050488090489086e-33
269,15,Madge Charles,221,203063,1948,4313582,9.013927202043302e-33,6.133695775765403e-32
1446,15,Angella Rosenthal,282,203063,2795,4313582,2.2316812977640242e-32,1.506817372366252e-31
1707,15,Karol Elam,91,203063,453,4313582,2.373986742438187e-32,1.5905711174335855e-31
2059,15,Marilu Tucker,1168,203063,17491,4313582,1.1228338608516668e-31,7.465559487036655e-31
1914,15,Willard Tabor,76,203063,342,4313582,1.8218167342970466e-30,1.202123011797521e-29
485,15,Willette Cheney,53,203063,169,4313582,5.865232761498488e-30,3.841065966364799e-29
547,15,Aldo Fagan,274,203063,2785,4313582,8.59241275796966e-30,5.585068292680279e-29
2043,15,Kandy Ritchie,143,203063,1058,4313582,1.7506668880594527e-29,1.1211991613968996e-28
228,15,Suzanne Larson,61,203063,230,4313582,1.7485492755590468e-29,1.1211991613968996e-28
1629,15,Rivka Tipton,108,203063,668,4313582,2.7228371901772687e-29,1.7310884617842343e-28
118,15,Cherlyn Garland,227,203063,2147,4313582,3.0390136438768134e-29,1.9181020897222495e-28
1115,15,Miriam Baca,59,203063,222,4313582,1.1820908823038766e-28,7.407202579040838e-28
2128,15,Woodrow Mcelroy,262,203063,2684,4313582,4.476388854364584e-28,2.784953351536823e-27
727,15,Willetta Haines,266,203063,2755,4313582,9.289046374762585e-28,5.738127228665398e-27
190,15,Kaila Parrott,397,203063,4767,4313582,3.258244562526062e-27,1.9985429675776056e-26
1613,15,Donette Nixon,204,203063,1929,4313582,1.624836776503783e-26,9.896733093250315e-26
2090,15,Margarite Walls,49,203063,170,4313582,5.376541047626513e-26,3.25206059200187e-25
23,15,Korey Battle,231,203063,2338,4313582,1.0638058045180925e-25,6.390171418863852e-25
1820,15,Maggie Kennedy,85,203063,500,4313582,4.5304065344495685e-25,2.6843429193915473e-24
449,15,Madie Rowe,72,203063,372,4313582,4.519802280450456e-25,2.6843429193915473e-24
1488,15,Shay Novak,112,203063,797,4313582,5.501901594136196e-25,3.2379434381706936e-24
1202,15,Monet Reagan,105,203063,721,4313582,8.487016679426706e-25,4.961202367638027e-24
1652,15,Kemberly Ennis,545,203063,7371,4313582,2.0767846063170856e-24,1.2059195947347876e-23
790,15,Taylor Moreno,172,203063,1581,4313582,5.2583457098581915e-24,3.033125240587076e-23
1073,15,Marianela Browning,89,203063,572,4313582,2.316347213782236e-23,1.327327910002847e-22
125,15,Cleora Conrad,59,203063,278,4313582,4.165980760783862e-23,2.3716138840802247e-22
425,15,Ernie Travis,88,203063,571,4313582,7.774574087459668e-23,4.397177941673617e-22
327,15,Chasidy Livingston,74,203063,429,4313582,1.6138861338034522e-22,9.068998855114883e-22
1279,15,Roger Main,43,203063,154,4313582,1.6515743215686227e-22,9.221289962091477e-22
1128,15,Nelda Mcrae,96,203063,678,4313582,5.624498526645607e-22,3.120342813190015e-21
1625,15,Dannie Askew,70,203063,398,4313582,6.332723896659472e-22,3.491014249361012e-21
340,15,Yung Bean,568,203063,7972,4313582,6.917703367841486e-22,3.7895092033898956e-21
551,15,Kazuko Wilson,160,203063,1512,4313582,2.7392621497101584e-21,1.4911858327484673e-20
27,15,Zana Albright,55,203063,265,4313582,3.255504871191113e-21,1.7612079147872422e-20
379,15,Paul Goetz,51,203063,230,4313582,3.3301009355230394e-21,1.790443157308992e-20
2077,15,Vanda Augustine,442,203063,5907,4313582,4.3739543964432135e-21,2.3372480241116803e-20
733,15,Vernita Mosher,52,203063,243,4313582,8.011669868260618e-21,4.254978326374999e-20
694,15,Jade Bourgeois,67,203063,392,4313582,2.200634837650026e-20,1.1616684506625288e-19
1291,15,Jessi Sorenson,298,203063,3656,4313582,1.206578560548448e-19,6.330903170106616e-19
1168,15,Tyisha Ross,194,203063,2076,4313582,2.6878113270026744e-19,1.4018465064786403e-18
922,15,Alleen Bundy,157,203063,1561,4313582,7.517795826486565e-19,3.8976191457558326e-18
2316,15,Yajaira Patton,150,203063,1469,4313582,1.0972626354575896e-18,5.655122813512192e-18
2130,15,Sina Donaldson,1210,203063,20065,4313582,6.965492983207133e-18,3.568790816690243e-17
757,15,Wanetta Kilgore,94,203063,752,4313582,7.30072517498823e-18,3.718673466324415e-17
1811,15,Evangelina Messer,90,203063,703,4313582,7.448969531169188e-18,3.772123524214165e-17
1918,15,Mona Womack,89,203063,700,4313582,1.7207428116651418e-17,8.663392999770743e-17
1804,15,Bella Bryant,87,203063,685,4313582,4.062379111143424e-17,2.0335242562103003e-16
1098,15,Laurette Delgado,45,203063,235,4313582,2.3095095629361386e-16,1.1494759024670724e-15
2167,15,Aisha Baron,44,203063,227,4313582,2.9415785145404077e-16,1.4557470944117586e-15
2264,15,Eula Acosta,44,203063,229,4313582,4.152890352311021e-16,2.0435974558547454e-15
657,15,Jackson Koenig,159,203063,1720,4313582,8.849357691478615e-16,4.3302194097066704e-15
742,15,Federico Huber,31,203063,128,4313582,5.68571652105005e-15,2.7666251898517282e-14
295,15,Tonia Kelly,46,203063,267,4313582,7.699601780180492e-15,3.725751750298449e-14
481,15,Keely Lara,28,203063,106,4313582,8.075991544907681e-15,3.8862920638754643e-14
278,15,Eleni Yarbrough,54,203063,352,4313582,8.601257592383726e-15,4.116316133497926e-14
112,15,Coralee Mcrae,132,203063,1371,4313582,9.813649017164776e-15,4.670867920191541e-14
2222,15,Madlyn Lewis,88,203063,774,4313582,2.1262741263346977e-14,1.0065134587160443e-13
1071,15,Loni Angel,33,203063,153,4313582,3.527039539179057e-14,1.6605683452026803e-13
1295,15,Antionette Chappell,74,203063,602,4313582,3.8587892948005664e-14,1.806992191274889e-13
2251,15,Kiyoko Mckinnon,120,203063,1229,4313582,5.3749474163691937e-14,2.503518288586935e-13
