,g,album_artist,x,k,m,N,p-val,adj_pval(BH)
1253,40,Sherilyn Barton,252,87501,259,4313582,0.0,0.0
274,40,Carolynn Dozier,313,87501,654,4313582,0.0,0.0
305,40,Minh Beverly,2665,87501,11604,4313582,0.0,0.0
132,40,Bee Ward,2921,87501,3127,4313582,0.0,0.0
324,40,Rolf Diggs,887,87501,8716,4313582,0.0,0.0
355,40,Summer Eubanks,4300,87501,5358,4313582,0.0,0.0
559,40,Edmundo Jansen,573,87501,747,4313582,0.0,0.0
596,40,Yevette Tatum,1043,87501,4220,4313582,0.0,0.0
1437,40,Shena Isaac,479,87501,933,4313582,0.0,0.0
59,40,Samantha Rubio,1570,87501,3446,4313582,0.0,0.0
763,40,Ashton Hardin,2433,87501,49527,4313582,0.0,0.0
1929,40,Vernice Castillo,296,87501,311,4313582,0.0,0.0
1426,40,Alethia Milton,1811,87501,28732,4313582,0.0,0.0
1227,40,Gillian Dietz,388,87501,1244,4313582,0.0,0.0
1170,40,Loren Krueger,3223,87501,7975,4313582,0.0,0.0
29,40,Lashandra James,590,87501,787,4313582,0.0,0.0
1075,40,Kristy York,384,87501,864,4313582,0.0,0.0
1328,40,Dorothea Nickerson,1412,87501,1522,4313582,0.0,0.0
544,40,Sharie Brenner,564,87501,4222,4313582,2.6545259876689436e-270,7.53047109133453e-269
263,40,Gwenda Armstrong,368,87501,1533,4313582,3.4612127298106603e-270,9.327968306839729e-269
405,40,Bryan Dickinson,196,87501,285,4313582,7.192702875587054e-260,1.8461270714006773e-258
625,40,Luetta Stern,710,87501,7546,4313582,1.6005966993588915e-244,3.9214619134292847e-243
678,40,Kiera Flood,1348,87501,23624,4313582,3.161738615332743e-240,7.409465711584124e-239
599,40,Dwain Mcmillian,660,87501,6913,4313582,5.862529334987022e-231,1.3166263798158355e-229
1808,40,Macie Mcmahan,142,87501,158,4313582,2.0405890176602875e-222,4.3995099220755805e-221
2071,40,Morris Stovall,938,87501,14807,4313582,3.8247045166297814e-197,7.928906671013278e-196
2053,40,Blanca Medley,219,87501,723,4313582,2.8827932048275736e-186,5.754909397785416e-185
1885,40,Kiara Lofton,322,87501,2035,4313582,8.15296329933793e-178,1.5694454351225513e-176
1185,40,Jeffry Babcock,131,87501,197,4313582,9.273754483831213e-172,1.7236391954431118e-170
670,40,Della Donnelly,544,87501,7235,4313582,2.7733579328547283e-145,4.982799752695662e-144
1463,40,Lisabeth Richard,90,87501,101,4313582,1.3447850847924937e-141,2.3381908409779163e-140
