,g,album_artist,x,k,m,N,p-val,adj_pval(BH)
1075,25,Kristy York,267,3316,864,4313582,0.0,0.0
355,25,Summer Eubanks,143,3316,5358,4313582,8.304701385761696e-166,1.743987291009956e-164
1170,25,Loren Krueger,79,3316,7975,4313582,1.0321448848084023e-59,1.4450028387317633e-58
670,25,Della Donnelly,76,3316,7235,4313582,2.246012957347291e-59,2.3583136052146556e-58
763,25,Ashton Hardin,158,3316,49527,4313582,2.466454129263601e-49,2.071821468581425e-48
625,25,Luetta Stern,47,3316,7546,4313582,8.389750249493122e-28,5.872825174645186e-27
678,25,Kiera Flood,70,3316,23624,4313582,3.155838393647707e-21,1.8456835232533833e-20
1426,25,Alethia Milton,78,3316,28732,4313582,3.5155876633397775e-21,1.8456835232533833e-20
1462,25,Lashunda Alonzo,22,3316,1763,4313582,9.459470425191109e-21,4.414419531755851e-20
1227,25,Gillian Dietz,19,3316,1244,4313582,5.592291791246085e-20,2.3487625523233555e-19
1994,25,Breanne Emerson,30,3316,5231,4313582,1.138019872324374e-17,4.345166785238519e-17
1437,25,Shena Isaac,15,3316,933,4313582,1.0267544240524218e-16,3.5936404841834764e-16
41,25,Marcia Ray,20,3316,2550,4313582,3.691068888405582e-15,1.1924991793310343e-14
1129,25,Caitlyn Yazzie,18,3316,1989,4313582,5.475338668924294e-15,1.6426016006772882e-14
20,25,Jesenia Ambrose,11,3316,718,4313582,9.060262106983786e-13,2.53687338995546e-12
1121,25,Orval Romano,12,3316,1121,4313582,9.628074842856814e-12,2.527369646249914e-11
428,25,Odilia Boykin,16,3316,2483,4313582,2.5601891934198542e-11,6.325173301390228e-11
305,25,Minh Beverly,34,3316,11604,4313582,2.7640163445476162e-11,6.449371470611105e-11
445,25,Kathie Miller,13,3316,1590,4313582,5.6909524492283194e-11,1.2580000150925758e-10
1283,25,Nola Maguire,11,3316,1075,4313582,9.218710624209986e-11,1.935929231084097e-10
884,25,Kristin Vernon,30,3316,10096,4313582,2.3748532148916836e-10,4.749706429783367e-10
524,25,Maryanna Croft,13,3316,1931,4313582,6.850739113394859e-10,1.3078683761935638e-09
599,25,Dwain Mcmillian,22,3316,6913,4313582,1.1039935932900083e-08,2.0159883007904497e-08
59,25,Samantha Rubio,15,3316,3446,4313582,2.23680667060843e-08,3.9144116735647526e-08
340,25,Yung Bean,18,3316,7972,4313582,2.2566984668780897e-05,3.791253424355191e-05
909,25,Dolly Bragg,30,3316,19572,4313582,0.0001986134711567085,0.000320837145714683
747,25,Garret Jacobsen,47,3316,35618,4313582,0.00021117324951908152,0.0003284917214741268
872,25,Alexander Ly,11,3316,4430,4313582,0.00022256303697114715,0.00033384455545672074
2077,25,Vanda Augustine,13,3316,5907,4313582,0.0002697652160352523,0.00039069445080967575
500,25,Cecily Brantley,13,3316,8618,4313582,0.008198558886896436,0.01147798244165501
1785,25,Genia Mosher,14,3316,10148,4313582,0.013994437252477681,0.01896020530980847
111,25,Raleigh Meredith,13,3316,9592,4313582,0.0188594749865011,0.024753060919782695
835,25,Elfrieda Miranda,12,3316,10166,4313582,0.055014131668633004,0.07001798576007837
2136,25,Maisie Castro,11,3316,11005,4313582,0.1475837605434166,0.1823093512595146
2299,25,Delia Shockley,18,3316,19187,4313582,0.16273453187612366,0.1952814382513484
1404,25,Tennille Conway,16,3316,18328,4313582,0.2514450216470497,0.2933525252548913
591,25,Mahalia Andrade,24,3316,29818,4313582,0.358914815445608,0.4074168175328523
2130,25,Sina Donaldson,15,3316,20065,4313582,0.4754423708144361,0.525488936163324
1320,25,Rocio Escobedo,14,3316,20109,4313582,0.5808946103626513,0.6255788111597783
2302,25,Cliff Creech,15,3316,25267,4313582,0.8124063077386747,0.8530266231256085
341,25,Malcolm Crook,430,3316,636055,4313582,0.9981825166117514,0.9999992317413483
2087,25,Cyrus Ramey,55,3316,128650,4313582,0.9999992317413483,0.9999992317413483
