,g,album_artist,x,k,m,N,p-val,adj_pval(BH)
63,28,Fritz Vann,446,10798,7128,4313582,0.0,0.0
1320,28,Rocio Escobedo,522,10798,20109,4313582,0.0,0.0
118,28,Cherlyn Garland,408,10798,2147,4313582,0.0,0.0
341,28,Malcolm Crook,3235,10798,636055,4313582,0.0,0.0
1252,28,Nancy Clay,98,10798,169,4313582,5.8074977212868544e-210,1.1382695533722235e-208
2059,28,Marilu Tucker,321,10798,17491,4313582,4.696209246490594e-163,7.670475102601304e-162
763,28,Ashton Hardin,390,10798,49527,4313582,4.1348620464017806e-83,5.788806864962494e-82
2087,28,Cyrus Ramey,690,10798,128650,4313582,3.0654624932595165e-74,3.755191554242908e-73
533,28,Santiago Cisneros,101,10798,4504,4313582,8.390771915852215e-61,9.136618308372411e-60
920,28,Angelita Roe,97,10798,5129,4313582,4.9530110044470074e-52,4.853950784358067e-51
600,28,Odilia Putnam,30,10798,136,4313582,6.901806533187684e-51,6.148882184112664e-50
872,28,Alexander Ly,86,10798,4430,4313582,2.6839128977486983e-47,2.1918621998281038e-46
3,28,Donnette Sewell,105,10798,7010,4313582,7.697713078357738e-47,5.802891397531217e-46
905,28,Gina Isaacs,39,10798,603,4313582,1.096536305999569e-42,7.675754141996984e-42
42,28,Georgianna Echols,61,10798,2368,4313582,3.4705063992087003e-41,2.267397514149684e-40
396,28,Kenyatta Hoff,78,10798,4994,4313582,1.1817603515179669e-36,7.238282153047548e-36
899,28,Danilo Lopez,96,10798,7843,4313582,5.2709489546110537e-36,3.0385470444228425e-35
2134,28,Irving Langston,227,10798,35497,4313582,1.7534269742715503e-35,9.546435748811774e-35
324,28,Rolf Diggs,100,10798,8716,4313582,3.92610941227983e-35,2.025045907386439e-34
500,28,Cecily Brantley,97,10798,8618,4313582,1.6696101382306783e-33,8.181089677330323e-33
1785,28,Genia Mosher,99,10798,10148,4313582,2.4056531012795967e-29,1.1226381139304786e-28
1115,28,Miriam Baca,15,10798,222,4313582,1.3846467024543221e-18,6.167971674569253e-18
821,28,Chantell Fleming,23,10798,894,4313582,3.561402589334263e-17,1.5174671902380773e-16
1396,28,Carin Bassett,33,10798,2429,4313582,3.4819112180222957e-15,1.4217804140257708e-14
2077,28,Vanda Augustine,48,10798,5907,4313582,1.5957272780224295e-12,6.2552509298479236e-12
7,28,Sharron Camp,55,10798,7487,4313582,2.4552044732802766e-12,9.254232245441042e-12
992,28,Tarsha Morrison,11,10798,251,4313582,3.4651601386028226e-12,1.257724791048432e-11
2213,28,Noella Dent,16,10798,696,4313582,5.777737159371662e-12,2.022208005780082e-11
1589,28,Annetta Hightower,22,10798,1600,4313582,5.406673133166981e-11,1.8270826450012556e-10
549,28,Robt Greenberg,32,10798,3284,4313582,5.6285005504516486e-11,1.8386435131475384e-10
437,28,Randolph Walton,17,10798,946,4313582,8.011036697107185e-11,2.5325212784403356e-10
884,28,Kristin Vernon,61,10798,10096,4313582,4.516332695283745e-10,1.383126887930647e-09
1291,28,Jessi Sorenson,31,10798,3656,4313582,2.9671139053268704e-09,8.811429173394948e-09
807,28,Sanora Zamora,11,10798,536,4313582,1.867607820926782e-08,5.38310489561249e-08
289,28,Jenny Trevino,23,10798,2758,4313582,2.867459089339707e-07,8.028885450151179e-07
247,28,Lavelle Barksdale,22,10798,2751,4313582,9.774843051002024e-07,2.6609294972172173e-06
381,28,Tanesha Paige,25,10798,3514,4313582,1.8639802650358074e-06,4.937028810094842e-06
573,28,Ileana Newcomb,16,10798,1693,4313582,2.3004644201206085e-06,5.932776662416306e-06
1083,28,Edward Carmona,24,10798,3347,4313582,2.468871777241376e-06,6.0487358542413705e-06
2300,28,Chanda Hearn,11,10798,850,4313582,2.412287541547031e-06,6.0487358542413705e-06
467,28,Antony Baron,14,10798,1371,4313582,3.2121809502295443e-06,7.67789592981696e-06
389,28,Tomi Slade,21,10798,2827,4313582,5.102154781206092e-06,1.1905027822814215e-05
678,28,Kiera Flood,95,10798,23624,4313582,5.991484733843728e-06,1.3655011718992683e-05
