,g,album_artist,x,k,m,N,p-val,adj_pval(BH)
341,14,Malcolm Crook,4227,14225,636055,4313582,0.0,0.0
1854,14,Dinah Horner,1488,14225,1631,4313582,0.0,0.0
607,14,Fleta Michaud,197,14225,197,4313582,0.0,0.0
1320,14,Rocio Escobedo,705,14225,20109,4313582,0.0,0.0
2087,14,Cyrus Ramey,913,14225,128650,4313582,1.5552564134959924e-98,4.510243599138378e-97
454,14,Flor Mcdowell,97,14225,1484,4313582,1.228078789133022e-90,2.9678570737381366e-89
763,14,Ashton Hardin,360,14225,49527,4313582,2.0138213145217326e-41,4.17148700865216e-40
1226,14,Crysta Greene,102,14225,6140,4313582,3.2790778810162384e-39,5.943328659341932e-38
1265,14,Fernande Crosby,35,14225,427,4313582,3.613945613342121e-38,5.404693026632251e-37
920,14,Angelita Roe,92,14225,5129,4313582,3.72737450112569e-38,5.404693026632251e-37
872,14,Alexander Ly,78,14225,4430,4313582,3.3932711912628345e-32,4.472948388482827e-31
2309,14,Jared Kinsey,35,14225,647,4313582,9.498414571076541e-32,1.147725094005082e-30
1368,14,Tessie Hankins,74,14225,4954,4313582,2.5153359551198588e-26,2.805567026864458e-25
396,14,Kenyatta Hoff,69,14225,4994,4313582,7.630070294151459e-23,7.902572804656868e-22
1192,14,Brandon Devine,14,14225,103,4313582,1.831576479212946e-20,1.7705239299058479e-19
500,14,Cecily Brantley,87,14225,8618,4313582,2.141011159108265e-19,1.9402913629418652e-18
324,14,Rolf Diggs,87,14225,8716,4313582,4.238673380602254e-19,3.615339059925452e-18
2192,14,Thresa Tracy,55,14225,4238,4313582,1.6776058818184403e-17,1.3514047381315214e-16
1724,14,Jeannette Youngblood,40,14225,2493,4313582,2.531453226268726e-16,1.9318985147840276e-15
3,14,Donnette Sewell,71,14225,7010,4313582,2.6964842586670574e-16,1.9549510875336167e-15
2134,14,Irving Langston,209,14225,35497,4313582,4.609798847050543e-15,3.1829563467729936e-14
