,g,album_artist,x,k,m,N,p-val,adj_pval(BH)
1320,36,Rocio Escobedo,113,2920,20109,4313582,1.3875980672765445e-64,9.574426664208157e-63
362,36,Bibi Galindo,41,2920,3572,4313582,5.304676953400135e-37,1.8301135489230465e-35
388,36,Frank Hawk,41,2920,4013,4313582,5.431082162148216e-35,1.2491488972940897e-33
1201,36,Erik Wilcox,17,2920,155,4313582,1.1558977892335364e-34,1.9939236864278503e-33
1135,36,Luanna Flood,42,2920,4537,4313582,4.7813448068381014e-34,6.598255833436579e-33
1370,36,Freeman Burkhart,31,2920,2280,4313582,6.434363412037156e-31,7.39951792384273e-30
613,36,Malia Stover,35,2920,3945,4313582,3.3040911260928964e-28,3.256889824291569e-27
419,36,Carson Mayer,32,2920,3115,4313582,5.388616720711963e-28,4.647681921614068e-27
65,36,Shaunte Easley,34,2920,4364,4313582,1.203791294205508e-25,9.229066588908895e-25
1716,36,Amee Lee,34,2920,4825,4313582,3.0383608307469737e-24,2.096468973215412e-23
997,36,Ashleigh Mccain,29,2920,3303,4313582,1.038739402494945e-23,6.515728979286473e-23
1412,36,Burma Nance,12,2920,154,4313582,1.4603776459906884e-23,8.397171464446459e-23
690,36,Tracey Lackey,29,2920,3410,4313582,2.532776316385721e-23,1.344319737158575e-22
1789,36,Tamesha Blanco,26,2920,2704,4313582,1.5542853420769507e-22,7.660406328807827e-22
17,36,Gisela Barnard,30,2920,4253,4313582,1.036416619500954e-21,4.7675164497043885e-21
671,36,Erminia Helms,28,2920,3607,4313582,1.516510316968357e-21,6.5399507419260394e-21
1093,36,Yoko Snyder,24,2920,2793,4313582,7.212160497498327e-20,2.927288672514027e-19
2142,36,Myriam Glover,24,2920,3053,4313582,5.6981601475622605e-19,2.1842947232322e-18
392,36,Kaye Randall,23,2920,2782,4313582,8.897585488023392e-19,3.2312284140716528e-18
1502,36,Heather Huddleston,26,2920,3997,4313582,2.6917426979851886e-18,9.286512308048901e-18
1794,36,Kandis Funk,24,2920,3332,4313582,4.273294834415366e-18,1.404082588450763e-17
124,36,Lindsey Stanford,24,2920,3383,4313582,6.053701986374358e-18,1.898661077544685e-17
15,36,Louanne Finn,23,2920,3059,4313582,7.331117058286871e-18,2.1076961542574754e-17
1599,36,Syble Shuler,23,2920,3059,4313582,7.331117058286871e-18,2.1076961542574754e-17
1722,36,Tod Mcdowell,33,2920,7266,4313582,7.865714046960356e-18,2.170937076961058e-17
2302,36,Cliff Creech,62,2920,25267,4313582,8.314483806244245e-18,2.2065360870417417e-17
1888,36,Brigida Ambrose,21,2920,2712,4313582,8.553787937807505e-17,2.1859680285508067e-16
1865,36,Bertha Shipman,20,2920,2512,4313582,2.358264274353243e-16,5.611042583805992e-16
1688,36,Marjory Robinson,21,2920,2846,4313582,2.277225341451843e-16,5.611042583805992e-16
1950,36,Darlena Cardwell,23,2920,3644,4313582,3.405282606423627e-16,7.832149994774342e-16
702,36,Liana Barrett,24,2920,4347,4313582,1.751402161826042e-15,3.89828223116119e-15
40,36,Tomi Stubbs,20,2920,2869,4313582,3.089498981530836e-15,6.661732178925865e-15
1084,36,Otto Goldsmith,20,2920,2987,4313582,6.698504395457744e-15,1.40059637359571e-14
1849,36,Kaye Combs,20,2920,3005,4313582,7.515494108987692e-15,1.5252032162357373e-14
350,36,Arianne Fountain,22,2920,4090,4313582,3.631949534130953e-14,7.16012908157245e-14
1884,36,Ilene Scott,19,2920,3062,4313582,1.1094275947347242e-13,2.1264028899082214e-13
1700,36,Juli Mcmahan,22,2920,4357,4313582,1.3156328837193124e-13,2.453477539908988e-13
782,36,Hana Crouch,20,2920,3573,4313582,2.0049262912994376e-13,3.640524055254242e-13
598,36,Judie Friedman,19,2920,3372,4313582,6.300606123047539e-13,1.1147226217699492e-12
1729,36,Suzette Pace,18,2920,3003,4313582,7.800811860761835e-13,1.3456400459814164e-12
857,36,Jenelle Pierce,13,2920,1430,4313582,2.7201580607167324e-12,4.577826980230599e-12
729,36,Phuong Gilbert,16,2920,2743,4313582,1.6803269860704426e-11,2.7605371914014413e-11
536,36,Benjamin Welch,19,2920,4108,4313582,2.065269005271274e-11,3.3140363107841376e-11
414,36,Magdalen Tuttle,16,2920,3067,4313582,9.18349692521267e-11,1.4401392905447143e-10
500,36,Cecily Brantley,26,2920,8618,4313582,1.4702587262238675e-10,2.2543967135432635e-10
614,36,Vernia Sousa,15,2920,2772,4313582,1.818305350381475e-10,2.7274580255722123e-10
1922,36,Refugia Weller,12,2920,1763,4313582,4.997639332541227e-10,7.336959871177546e-10
396,36,Kenyatta Hoff,18,2920,4994,4313582,3.5470398451498403e-09,5.098869777402895e-09
3,36,Donnette Sewell,21,2920,7010,4313582,6.8433055466918395e-09,9.636491484117079e-09
1571,36,Lorrie Shipley,14,2920,3374,4313582,2.0756881699102845e-08,2.8644496744761925e-08
828,36,Gema Curry,14,2920,3444,4313582,2.7050547709802823e-08,3.659779984267441e-08
209,36,Karma Nichols,13,2920,3272,4313582,9.618320446051215e-08,1.276277136110642e-07
872,36,Alexander Ly,15,2920,4430,4313582,1.1798085059088749e-07,1.535977111466271e-07
341,36,Malcolm Crook,529,2920,636055,4313582,2.545298078483288e-07,3.252325322506423e-07
599,36,Dwain Mcmillian,18,2920,6913,4313582,5.127132892456625e-07,6.432221265081948e-07
2087,36,Cyrus Ramey,134,2920,128650,4313582,7.839430436391402e-07,9.659298216267978e-07
244,36,Latarsha Carnes,13,2920,4302,4313582,2.3541819020179055e-06,2.849799144547991e-06
1610,36,Sonja Killian,19,2920,9478,4313582,1.2892353756697976e-05,1.5337455331244144e-05
492,36,Mariko Hayes,41,2920,30122,4313582,1.685462469374012e-05,1.9711340743526583e-05
1785,36,Genia Mosher,18,2920,10148,4313582,9.937609551609195e-05,0.00011428250984350574
324,36,Rolf Diggs,16,2920,8716,4313582,0.0001403453667343977,0.0001587513164700564
2200,36,Yee Hahn,13,2920,7613,4313582,0.0009113044487141031,0.0010141936606656954
64,36,Nu Vera,11,2920,6020,4313582,0.0010540084346735454,0.0011543901903567403
909,36,Dolly Bragg,15,2920,19572,4313582,0.2584014765467995,0.27858909190201825
678,36,Kiera Flood,17,2920,23624,4313582,0.3396027758981889,0.36050140826115434
1426,36,Alethia Milton,19,2920,28732,4313582,0.4804395100562673,0.5022776696042794
591,36,Mahalia Andrade,17,2920,29818,4313582,0.7177033793536252,0.7391273608268677
763,36,Ashton Hardin,17,2920,49527,4313582,0.9987901505884276,0.9987901505884276
2134,36,Irving Langston,12,2920,35497,4313582,0.9948313895362015,0.9987901505884276
