,g,album_artist,x,k,m,N,p-val,adj_pval(BH)
2259,47,Kacy Bundy,424,19499,492,4313582,0.0,0.0
788,47,Vernell Hankins,1103,19499,1248,4313582,0.0,0.0
1170,47,Loren Krueger,458,19499,7975,4313582,0.0,0.0
54,47,Usha Miller,364,19499,405,4313582,0.0,0.0
2078,47,Roselia Irvin,232,19499,242,4313582,0.0,0.0
903,47,Willene Raymond,1490,19499,1596,4313582,0.0,0.0
1563,47,Estefana Crook,884,19499,977,4313582,0.0,0.0
305,47,Minh Beverly,1457,19499,11604,4313582,0.0,0.0
1644,47,Maurita Ouellette,352,19499,397,4313582,0.0,0.0
1680,47,Cherrie Bolton,459,19499,487,4313582,0.0,0.0
1885,47,Kiara Lofton,258,19499,2035,4313582,6.420484244097507e-277,1.0447878906304126e-275
945,47,Dara Toney,111,19499,115,4313582,4.247630622932676e-258,6.336049012541242e-257
1437,47,Shena Isaac,130,19499,933,4313582,1.1145833478290245e-146,1.5346955327799645e-145
625,47,Luetta Stern,251,19499,7546,4313582,2.0618778264064955e-128,2.636258078048305e-127
1238,47,Nery Brinkley,128,19499,1257,4313582,2.0360922185061486e-126,2.429736714084004e-125
2071,47,Morris Stovall,291,19499,14807,4313582,1.2724685915379816e-92,1.423574236783117e-91
1246,47,Winnie Matson,52,19499,157,4313582,8.297390898578113e-83,8.73666453438519e-82
668,47,Creola Roberts,88,19499,1175,4313582,4.477411645326558e-76,4.452537136185854e-75
1982,47,Colin Hunt,98,19499,1610,4313582,9.916269567748897e-76,9.342169750668697e-75
36,47,Bibi Daugherty,107,19499,2136,4313582,9.531784749413104e-74,8.530947350724728e-73
137,47,Leota Odonnell,109,19499,2390,4313582,6.8012913692250334e-71,5.797291214720385e-70
678,47,Kiera Flood,334,19499,23624,4313582,1.634969423399234e-70,1.3302705763111948e-69
1227,47,Gillian Dietz,81,19499,1244,4313582,2.06305127110994e-65,1.6055920762116492e-64
1,47,Yukiko Stamper,94,19499,2001,4313582,1.1748379815958821e-62,8.762333279402621e-62
934,47,Cris Jernigan,79,19499,1330,4313582,8.427740690323488e-61,6.034262334271617e-60
889,47,Youlanda Herbert,69,19499,977,4313582,1.4801313981035722e-58,1.019013539463613e-57
335,47,Otilia Lamar,51,19499,389,4313582,4.08574010151428e-58,2.708694363596504e-57
932,47,Blondell Carney,74,19499,1270,4313582,1.543359925003742e-56,9.866479520559635e-56
1897,47,Soraya Downey,71,19499,1233,4313582,5.2004145548164347e-54,3.209911052800489e-53
719,47,Nia Maxwell,78,19499,1766,4313582,1.654637205889144e-50,9.872668661805227e-50
2305,47,Alessandra Suggs,66,19499,1239,4313582,2.9440453155305074e-48,1.699948746709551e-47
2233,47,Lera Ortega,59,19499,983,4313582,2.1183014261779777e-46,1.1849248602683062e-45
1549,47,Hsiu Layne,119,19499,5112,4313582,2.3883101507469547e-46,1.295477324193045e-45
1409,47,Carolee Beasley,62,19499,1214,4313582,2.0384204044464284e-44,1.0731683893997373e-43
2053,47,Blanca Medley,50,19499,723,4313582,8.58849140779263e-43,4.3923998914139446e-42
763,47,Ashton Hardin,449,19499,49527,4313582,3.3812650623699365e-41,1.6358012058492395e-40
670,47,Della Donnelly,134,19499,7235,4313582,3.3648499778932874e-41,1.6358012058492395e-40
276,47,Antionette Larsen,48,19499,736,4313582,5.4960944155359536e-40,2.5889497378445677e-39
1124,47,Jill Bingham,38,19499,388,4313582,4.613805583183812e-39,2.1176184599741087e-38
158,47,Catina Lovett,108,19499,5100,4313582,1.1808207508640272e-38,5.284172860116522e-38
