,g,album_artist,x,k,m,N,p-val,adj_pval(BH)
2318,45,Rickey Seay,320,34636,1400,4313582,0.0,0.0
1284,45,Milissa Toney,320,34636,1400,4313582,0.0,0.0
1310,45,Anjelica Simpson,320,34636,1400,4313582,0.0,0.0
1981,45,Shona Browning,320,34636,1400,4313582,0.0,0.0
1972,45,Jonas England,320,34636,1400,4313582,0.0,0.0
1386,45,Zena Spivey,320,34636,1400,4313582,0.0,0.0
1917,45,Bernarda Aguirre,320,34636,1400,4313582,0.0,0.0
593,45,Essie Steward,320,34636,1400,4313582,0.0,0.0
1390,45,Tyron Golden,320,34636,1400,4313582,0.0,0.0
561,45,Lang Dudley,320,34636,1400,4313582,0.0,0.0
1989,45,Walter Goldsmith,320,34636,1400,4313582,0.0,0.0
1476,45,Ludivina Minor,320,34636,1400,4313582,0.0,0.0
1522,45,Cathleen Quinn,320,34636,1400,4313582,0.0,0.0
1553,45,Tennille Le,320,34636,1400,4313582,0.0,0.0
1554,45,Angeles Suarez,320,34636,1400,4313582,0.0,0.0
294,45,Ina Mohr,320,34636,1400,4313582,0.0,0.0
1870,45,Timmy Lemons,320,34636,1400,4313582,0.0,0.0
1579,45,Kenyetta Sheridan,320,34636,1400,4313582,0.0,0.0
395,45,Doyle Mccord,320,34636,1400,4313582,0.0,0.0
1735,45,Arminda Newman,320,34636,1400,4313582,0.0,0.0
1831,45,Lashunda Stjohn,320,34636,1400,4313582,0.0,0.0
1484,45,Alysia Fenton,320,34636,1400,4313582,0.0,0.0
1781,45,Carmel Sewell,320,34636,1400,4313582,0.0,0.0
1275,45,Keri Lackey,320,34636,1400,4313582,0.0,0.0
680,45,Casie Hairston,320,34636,1400,4313582,0.0,0.0
836,45,Shawnna Latham,320,34636,1400,4313582,0.0,0.0
1122,45,Kasi Overton,320,34636,1400,4313582,0.0,0.0
800,45,Frederic Goodson,320,34636,1400,4313582,0.0,0.0
796,45,Micha Burden,320,34636,1400,4313582,0.0,0.0
30,45,Derick Richey,320,34636,1400,4313582,0.0,0.0
2223,45,Isaias Zeigler,320,34636,1400,4313582,0.0,0.0
1188,45,Pennie Boston,320,34636,1400,4313582,0.0,0.0
777,45,Kareen Bassett,616,34636,1259,4313582,0.0,0.0
2011,45,Juliana Suggs,320,34636,1400,4313582,0.0,0.0
2198,45,Bao Bellamy,320,34636,1400,4313582,0.0,0.0
2214,45,Eartha Pham,320,34636,1400,4313582,0.0,0.0
1198,45,Etta Marquez,320,34636,1400,4313582,0.0,0.0
