,artist,x,k,m,N,p-val,adj_pval(BH)
5,Cristy Irvin,382,1672335,529,4313582,2.1681375604343003e-55,2.6556477811236694e-54
1300,Yessenia Joyce,203,1672335,232,4313582,1.363740058602649e-54,1.660554071357343e-53
2118,Chase Hearn,488,1672335,727,4313582,2.2650015293570156e-54,2.7418439565900716e-53
581,Isa Farr,2277,1672335,4552,4313582,7.561706168710234e-54,9.10042544722685e-53
1695,Natalya Sands,920,1672335,1591,4313582,1.3280084085662346e-53,1.5890042807700031e-52
1844,Terra Esposito,479,1672335,714,4313582,2.662565454965567e-53,3.167534765390071e-52
1664,Brittni Quick,1528,1672335,2892,4313582,2.7549420348654898e-53,3.2587028640980364e-52
579,Deana Chung,1864,1672335,3636,4313582,5.537779800395934e-53,6.5131841970565815e-52
1904,Deedra Zepeda,1093,1672335,1960,4313582,1.2645156938576515e-52,1.4788403877318298e-51
1795,Dotty Sorenson,2354,1672335,4745,4313582,3.366305409984082e-52,3.9147484262174434e-51
444,Kirstin Valle,127,1672335,129,4313582,1.6769324386342407e-51,1.9392458927222782e-50
948,Marybeth Albert,529,1672335,817,4313582,2.5257011430518528e-51,2.9045563145096307e-50
1160,Flora Ashby,951,1672335,1671,4313582,3.710668491836907e-51,4.2436926950841973e-50
2210,Jessie Ramirez,169,1672335,187,4313582,1.555126378483069e-50,1.7687426392637106e-49
865,Carol Feldman,904,1672335,1577,4313582,1.6183185510054463e-50,1.830557049497964e-49
1845,Treena Battle,830,1672335,1424,4313582,1.8530647531565868e-50,2.0846978473011602e-49
1233,Adeline Switzer,2442,1672335,4967,4313582,2.3428844069969325e-50,2.6214976878290003e-49
1828,Soo Solomon,702,1672335,1165,4313582,4.769009635435796e-50,5.307446207178547e-49
1804,Bella Bryant,457,1672335,685,4313582,6.126871026456091e-50,6.782151350141234e-49
876,Madelene Currie,379,1672335,544,4313582,1.0093065520386708e-48,1.1113109376170472e-47
1746,Maryland Rutledge,245,1672335,309,4313582,1.0918734545500682e-48,1.1958614026024557e-47
1916,Ahmed Blanchard,1098,1672335,2002,4313582,2.613610152031519e-48,2.8474594814238126e-47
1315,Phylis Cunningham,357,1672335,507,4313582,9.920166053926045e-48,1.075117472860048e-46
304,Claudie Willard,692,1672335,1158,4313582,1.4039868638419282e-47,1.5136733375795787e-46
716,Rosie Parrott,511,1672335,798,4313582,1.439331079885949e-47,1.543738515732598e-46
1076,Roxana Stark,758,1672335,1294,4313582,2.258059328966032e-47,2.4093725829689107e-46
750,Jimmie Trejo,633,1672335,1043,4313582,8.718379900881802e-47,9.254895587089912e-46
2156,Douglass Segura,355,1672335,508,4313582,2.884804476239259e-46,3.046706768273095e-45
179,Monte Ernst,1031,1672335,1887,4313582,1.5069195250658053e-44,1.583412901972699e-43
1451,Reanna Avila,190,1672335,229,4313582,8.014016398527943e-44,8.378289871188304e-43
381,Tanesha Paige,1763,1672335,3514,4313582,4.139007241505977e-43,4.30539949242079e-42
1466,Josefa Holder,1835,1672335,3679,4313582,7.123578150368847e-43,7.336222274260454e-42
1330,Jed Arroyo,2499,1672335,5195,4313582,7.10207961722274e-43,7.336222274260454e-42
475,Earleen Tompkins,503,1672335,806,4313582,2.7636836018807452e-42,2.8320916118282884e-41
1280,Leia Mcbride,820,1672335,1456,4313582,3.974707355762379e-42,4.05302671252617e-41
625,Luetta Stern,3500,1672335,7546,4313582,1.247195549057211e-41,1.265536660072758e-40
572,Darwin Blackburn,225,1672335,291,4313582,1.2831109692980764e-41,1.2956291250961066e-40
648,Aaron High,993,1672335,1830,4313582,2.315293123669675e-41,2.32653241067778e-40
1411,Audry Strange,166,1672335,196,4313582,5.365962583202095e-41,5.365962583202095e-40
60,Yung Shah,1103,1672335,2072,4313582,7.004251099893757e-41,6.970576815759652e-40
1436,Camilla Cloud,761,1672335,1344,4313582,2.461459504429084e-40,2.437904868023064e-39
1022,Alva Swanson,334,1672335,491,4313582,8.845712447779097e-40,8.719345127096537e-39
369,Lanelle Mcdonald,3270,1672335,7038,4313582,9.74614219923547e-40,9.561381209676504e-39
761,Gena Mcclure,131,1672335,145,4313582,9.998079124251298e-40,9.762275371320842e-39
2275,Nellie Piper,6961,1672335,15867,4313582,1.0982702444272882e-39,1.067333054443421e-38
1840,Evalyn Conrad,2417,1672335,5051,4313582,1.1963333532079973e-39,1.1572009538039974e-38
29,Lashandra James,486,1672335,787,4313582,3.3521562836540204e-39,3.2274248870529406e-38
1558,Page Wetzel,421,1672335,661,4313582,9.028339908347423e-39,8.652159078832948e-38
50,Tasha Sizemore,762,1672335,1357,4313582,1.0248599491348194e-38,9.776313800502656e-38
825,Karren Mcnamara,1104,1672335,2093,4313582,1.0540941532350124e-38,1.0009059161451723e-37
1452,Delores Clement,1426,1672335,2811,4313582,3.576905664829714e-38,3.3809108338801407e-37
440,Roma Holbrook,243,1672335,331,4313582,4.600166892185928e-38,4.32833884855676e-37
1871,Bree Valencia,728,1672335,1290,4313582,4.87629688635373e-38,4.567391201245348e-37
129,Blanca Smart,1184,1672335,2275,4313582,5.204936418502424e-38,4.853251525360369e-37
1352,Jennifer Rainey,795,1672335,1432,4313582,5.640235565143633e-38,5.235554986478619e-37
1384,Nannette Nobles,375,1672335,576,4313582,8.056397631189775e-38,7.444974596679836e-37
2222,Madlyn Lewis,476,1672335,774,4313582,8.71707849407683e-38,8.019712214550685e-37
2119,Sherry Ambrose,1082,1672335,2059,4313582,4.1636810298201616e-37,3.8136370494370506e-36
641,Christa Cowan,380,1672335,592,4313582,2.7388884937749753e-36,2.497576732208898e-35
849,Werner Zuniga,1268,1672335,2479,4313582,3.594277541392385e-36,3.2632256625799284e-35
1637,Alexander Fulton,398,1672335,628,4313582,4.558549477832927e-36,4.120610226687405e-35
351,Bulah Dominguez,111,1672335,121,4313582,1.1680973101853129e-35,1.0512875791667816e-34
1269,Al Kincaid,1595,1672335,3224,4313582,2.7143261368684145e-35,2.4323182265444236e-34
1335,Lakendra Schuster,97,1672335,102,4313582,2.8723835462236685e-35,2.5628594571909453e-34
2085,Carlene Hamby,487,1672335,810,4313582,4.6072641803711704e-35,4.093148864106577e-34
814,Delpha Gregg,2523,1672335,5366,4313582,4.742742397047102e-35,4.1955028896955135e-34
203,Sha Mclain,375,1672335,589,4313582,9.962027932293452e-35,8.775062902062742e-34
226,Kirstin Ashton,298,1672335,442,4313582,1.2342701008572787e-34,1.082601317277359e-33
1440,Teresia Duckworth,451,1672335,741,4313582,2.181003919491415e-34,1.9049274739861728e-33
466,Leoma Groves,112,1672335,124,4313582,2.5703732665043504e-34,2.2355767485983214e-33
513,Francine Rose,333,1672335,510,4313582,3.317467275868942e-34,2.8732875569241465e-33
1555,Kia Sampson,1845,1672335,3812,4313582,6.339145554514924e-34,5.467513040769122e-33
323,Hector Newsome,228,1672335,317,4313582,1.4183479453340152e-33,1.2182490650794238e-32
1365,Nathalie Diamond,732,1672335,1331,4313582,2.0245307797150383e-33,1.7317267413264998e-32
2266,Mamie Bloom,142,1672335,172,4313582,6.760763960063359e-33,5.759169299313232e-32
292,Cira Villarreal,313,1672335,477,4313582,6.993228867220797e-33,5.932780227519283e-32
705,Edna Wills,297,1672335,447,4313582,9.037480764046436e-33,7.63574905370454e-32
1320,Rocio Escobedo,8618,1672335,20109,4313582,9.190593542512796e-33,7.733548224797352e-32
431,Kecia Maxwell,349,1672335,547,4313582,9.650605930913509e-33,8.087754768012537e-32
1875,Debrah Penn,383,1672335,615,4313582,1.8722954939611886e-32,1.5627627711692178e-31
819,Fumiko Girard,553,1672335,963,4313582,5.06323726515467e-32,4.209197244526172e-31
1633,Clint Middleton,978,1672335,1879,4313582,8.775514769114627e-32,7.266126228826911e-31
1175,Millicent Napier,682,1672335,1237,4313582,1.0590141203903015e-31,8.733702108398103e-31
1464,Loraine Meredith,1134,1672335,2226,4313582,1.0898463155768608e-31,8.952309020809927e-31
1564,Anja Patrick,180,1672335,238,4313582,1.4101370268177568e-31,1.1537484764872556e-30
252,Cris Meier,149,1672335,186,4313582,1.6994613326019894e-31,1.384994078144141e-30
177,Dessie Redding,935,1672335,1788,4313582,2.1879378022060168e-31,1.776090686496649e-30
697,Jacquie Cuevas,429,1672335,713,4313582,3.013414973826288e-31,2.4366285139923502e-30
2235,Birdie Sisk,722,1672335,1327,4313582,4.06682137690678e-31,3.275610992294566e-30
582,Jacquelynn Bryant,894,1672335,1701,4313582,4.708589347098472e-31,3.777821685462727e-30
2126,Tyesha Bradley,319,1672335,496,4313582,4.7489485054923505e-31,3.7954916626907974e-30
2226,Preston Pollock,123,1672335,146,4313582,1.5029062268186313e-30,1.196544572890218e-29
588,Adah Sanders,754,1672335,1401,4313582,1.762758398775602e-30,1.3980497645461672e-29
784,Raguel Rouse,1066,1672335,2087,4313582,1.8754075608389276e-30,1.4817151339452596e-29
1061,Ocie Zapata,712,1672335,1311,4313582,2.0792608309573233e-30,1.6365284867230643e-29
199,Madalyn Pendleton,565,1672335,999,4313582,2.5015012144614864e-30,1.96140436133912e-29
1181,Ronald Shockley,533,1672335,933,4313582,3.53259673914818e-30,2.759424622655371e-29
734,Micheline Battle,1767,1672335,3684,4313582,3.76995388019157e-30,2.933761102254342e-29
484,Joi Brannon,404,1672335,670,4313582,7.919368629426989e-30,6.139735229555755e-29
409,Elma Smith,429,1672335,722,4313582,1.388560070370711e-29,1.0725072185326014e-28
2273,Mirna Stewart,1184,1672335,2362,4313582,1.8810392436777342e-29,1.4474911652092601e-28
1169,Leila Askew,123,1672335,148,4313582,2.2463060567190214e-29,1.7221679768179165e-28
16,Venus Hopkins,128,1672335,156,4313582,2.3028604207730736e-29,1.7590114653137502e-28
496,Vernice Dove,496,1672335,862,4313582,3.204425832127634e-29,2.438662306067721e-28
1028,Charmain Chan,2535,1672335,5494,4313582,4.461461020329059e-29,3.3749091499192437e-28
777,Kareen Bassett,683,1672335,1259,4313582,4.4672710486853755e-29,3.3749091499192437e-28
1066,Ramon Reed,300,1672335,468,4313582,5.744102710776092e-29,4.323742767747822e-28
1896,Ellan Jimenez,563,1672335,1004,4313582,5.810162487665208e-29,4.357621865748906e-28
1203,Jamee Everett,394,1672335,655,4313582,7.657556633570655e-29,5.722434018588901e-28
864,Ta Reeder,305,1672335,479,4313582,1.1396698417650375e-28,8.486030836164127e-28
9,Hilton Bond,252,1672335,378,4313582,1.7571576293475333e-28,1.3036975959675247e-27
529,Lynnette Norris,422,1672335,714,4313582,1.8517640352587184e-28,1.3689826974948383e-27
221,Kieth Rangel,317,1672335,504,4313582,2.513307752215939e-28,1.8514402302800686e-27
595,Emery Lusk,882,1672335,1702,4313582,4.464140529696157e-28,3.2768691122237746e-27
1425,Raeann Knox,135,1672335,170,4313582,4.908164758442577e-28,3.590071042394394e-27
643,Solange Calderon,492,1672335,862,4313582,6.70298580990916e-28,4.885626981166183e-27
1013,Jeffery Campos,943,1672335,1839,4313582,6.816376958676435e-28,4.950842212091305e-27
365,Annmarie Mckay,581,1672335,1050,4313582,7.641315125777216e-28,5.530602206419175e-27
778,Nelson Peters,1704,1672335,3572,4313582,8.701926192021781e-28,6.27630216637111e-27
2249,Aron Cotton,424,1672335,722,4313582,8.971734694280395e-28,6.448434311514033e-27
83,Velvet Dodge,1249,1672335,2532,4313582,1.8217556320196183e-27,1.304856110131699e-26
652,Frederica Davenport,293,1672335,461,4313582,1.962610495708353e-27,1.400897836591824e-26
1307,Rachell Dye,750,1672335,1418,4313582,2.0688220991215213e-27,1.4716363385503605e-26
615,Sharmaine Dutton,692,1672335,1292,4313582,2.1940794479313666e-27,1.5553919374034004e-26
1037,Tony Aguilera,104,1672335,122,4313582,4.210905336232132e-27,2.974939947440448e-26
193,Kylie Carrasco,1258,1672335,2560,4313582,7.58965715895554e-27,5.34373820375441e-26
808,Breanne Blackwell,762,1672335,1453,4313582,2.0096553829509162e-26,1.410164963629965e-25
1327,Zulma Owen,164,1672335,224,4313582,3.247811449213502e-26,2.2712735472540366e-25
494,Susann Harley,209,1672335,306,4313582,4.3014793838581264e-26,2.998000782688997e-25
1782,Neely Bright,662,1672335,1241,4313582,1.1033674634519772e-25,7.664331038072459e-25
884,Kristin Vernon,4426,1672335,10096,4313582,1.1630983917989218e-25,8.052219635530998e-25
1643,Catina Fuentes,270,1672335,424,4313582,1.2293393413956256e-25,8.482441455629816e-25
1385,Marilu Tomlinson,434,1672335,758,4313582,3.107432348069972e-25,2.1370049702673894e-24
1443,Angelique Rockwell,445,1672335,781,4313582,3.1620049375058847e-25,2.167334510144762e-24
460,Letisha Williamson,147,1672335,197,4313582,3.677315113138763e-25,2.5122251763027193e-24
2319,Carmon Burton,521,1672335,942,4313582,4.008350425449836e-25,2.7293701910135398e-24
1273,Barrett Huber,957,1672335,1901,4313582,6.1311586548652505e-25,4.1611470214987115e-24
141,Adelle Rosado,1058,1672335,2129,4313582,6.480754537189869e-25,4.384039833981382e-24
1723,Skye Sweeney,976,1672335,1944,4313582,6.512735777119075e-25,4.3913234718685615e-24
1913,Sherril Irwin,7924,1672335,18684,4313582,1.0615200065490277e-24,7.134241602456129e-24
799,Alverta Hebert,280,1672335,448,4313582,1.1794829485669483e-24,7.901390626322275e-24
43,Lyndia Spangler,125,1672335,161,4313582,1.844019378136606e-24,1.2313290686267015e-23
871,Lisabeth Brunner,166,1672335,233,4313582,2.5842531294032388e-24,1.7200655877378472e-23
411,Geoffrey Trotter,97,1672335,116,4313582,4.3548624396664054e-24,2.8892837340094417e-23
1836,Ardith Killian,324,1672335,539,4313582,5.0041616727706815e-24,3.3094615535576074e-23
1601,Rudolf Berger,215,1672335,325,4313582,5.848167418505287e-24,3.8553205593331034e-23
721,Felecia Kirkland,643,1672335,1216,4313582,9.281548119295457e-24,6.099303049822729e-23
1128,Nelda Mcrae,391,1672335,678,4313582,9.98077160336921e-24,6.53803709461211e-23
880,Romelia Bernal,259,1672335,411,4313582,1.0333271838376735e-23,6.747593913387963e-23
710,Orville Dewitt,197,1672335,292,4313582,1.0550651480118158e-23,6.867876906869366e-23
1229,Marylyn Lund,369,1672335,633,4313582,1.2006198579309762e-23,7.790856131401632e-23
1968,Vannesa Roach,388,1672335,673,4313582,1.577814729647301e-23,1.0206489032405979e-22
913,Shenna Gunn,531,1672335,976,4313582,1.9790576727427235e-23,1.2762147609275507e-22
1021,Albina Gale,114,1672335,145,4313582,2.3827134000970164e-23,1.5317443286337962e-22
2018,Celestina Sparks,327,1672335,549,4313582,2.6791590677941876e-23,1.716984294221043e-22
756,Katrice Kirby,1566,1672335,3319,4313582,2.9093708264392046e-23,1.8587646946694918e-22
2227,Francisca Lyon,207,1672335,313,4313582,4.0015731135002706e-23,2.5486942599832493e-22
7,Sharron Camp,3318,1672335,7487,4313582,5.667857176106606e-23,3.5989154461781214e-22
1428,Belia Redding,464,1672335,837,4313582,7.161940461038065e-23,4.5337054294644625e-22
1197,Emogene Fitzgerald,1368,1672335,2866,4313582,8.123653785750849e-23,5.126818090397639e-22
927,Christa Odom,177,1672335,258,4313582,9.024321378043782e-23,5.677916490136969e-22
1984,Adeline Hoffman,532,1672335,984,4313582,1.1129314915638682e-22,6.9811157198097195e-22
242,Torie Shelton,1320,1672335,2757,4313582,1.1170178491083197e-22,6.985579902278615e-22
1287,Maren Lacy,2941,1672335,6588,4313582,1.1581533902500866e-22,7.221016619932769e-22
992,Tarsha Morrison,173,1672335,251,4313582,1.1804144020594596e-22,7.337711147937181e-22
1070,Elma Foss,119,1672335,155,4313582,1.2278967487684686e-22,7.610018772307575e-22
1085,Addie Self,363,1672335,627,4313582,1.4054995313912208e-22,8.684728447700976e-22
1055,Brynn Freeman,452,1672335,815,4313582,2.206992085771385e-22,1.359664767127014e-21
2049,Emerita Faulk,332,1672335,565,4313582,2.902953555525191e-22,1.7831198397439598e-21
47,Mack Chester,348,1672335,598,4313582,3.0157509035137755e-22,1.8469243699034068e-21
1918,Mona Womack,397,1672335,700,4313582,3.137926041481355e-22,1.9160787332939248e-21
1054,Corinna Babcock,92,1672335,112,4313582,7.710365591376257e-22,4.694251992396721e-21
1910,Myrtie Salazar,290,1672335,482,4313582,8.258798313705522e-22,4.998746347769132e-21
287,Hilario Carlton,2785,1672335,6233,4313582,8.249028618200018e-22,4.998746347769132e-21
339,Anderson Nesbitt,149,1672335,210,4313582,9.16882272674531e-22,5.533371149959997e-21
2172,Marion Flint,591,1672335,1120,4313582,9.847664857375009e-22,5.9257750740599615e-21
1255,Arminda Shah,383,1672335,674,4313582,1.0136594256830771e-21,6.081956554098463e-21
645,Melissa Jernigan,708,1672335,1384,4313582,4.054157414080569e-21,2.425464117672479e-20
1878,Phylis Hyde,226,1672335,358,4313582,4.1977868683441154e-21,2.5041552788104665e-20
104,Fallon Hobbs,170,1672335,251,4313582,4.99359279797352e-21,2.970326750518732e-20
2022,Nanette Dorsey,706,1672335,1381,4313582,5.654489715126662e-21,3.353809086049338e-20
332,Armanda Hicks,109,1672335,142,4313582,6.48671911306825e-21,3.836431018300365e-20
1661,Tomeka Feliciano,207,1672335,322,4313582,7.125254666449396e-21,4.202073264829131e-20
1887,Cliff Boggs,1555,1672335,3334,4313582,1.0464897183425879e-20,6.154073059571468e-20
2107,Latricia Baer,205,1672335,319,4313582,1.149430194115277e-20,6.740284707701482e-20
1296,Gaylene Pina,105,1672335,136,4313582,1.4204420731042088e-20,8.305974834253425e-20
1103,Aisha Cook,137,1672335,192,4313582,1.4960469425359e-20,8.723428650843135e-20
1509,Delia Greenwood,365,1672335,644,4313582,1.539717957537771e-20,8.952854416020186e-20
522,Paulita Hollingsworth,293,1672335,495,4313582,1.5561085320427177e-20,9.022814177390549e-20
1371,Miss Hogue,325,1672335,562,4313582,2.5118435688544322e-20,1.452378823332032e-19
2281,Claudia Turner,683,1672335,1337,4313582,2.9439029544543896e-20,1.6974593637104699e-19
1250,Floy Ashley,793,1672335,1588,4313582,7.480776168377529e-20,4.3014462968170796e-19
1306,Johna Kane,253,1672335,418,4313582,8.968421505421135e-20,5.142557483717937e-19
1332,Sheryll Esquivel,523,1672335,989,4313582,1.0399661423045951e-19,5.946767719808044e-19
741,Ahmed Fairchild,440,1672335,810,4313582,1.33908923904767e-19,7.6361287185363e-19
2016,Romana Lopes,184,1672335,283,4313582,1.4195513105575186e-19,8.072723112236438e-19
2080,Caryl Shook,549,1672335,1051,4313582,3.8208336533878366e-19,2.1668837431541975e-18
131,Yanira Reyna,308,1672335,534,4313582,3.848595007774175e-19,2.176664389642771e-18
1646,Muoi Belcher,293,1672335,504,4313582,5.699532867031593e-19,3.2147228977535147e-18
550,Adalberto Seymour,223,1672335,362,4313582,5.770590707974934e-19,3.2459572732359003e-18
2045,Eldridge Ambrose,279,1672335,477,4313582,1.1696172349064991e-18,6.561267415329141e-18
2043,Kandy Ritchie,550,1672335,1058,4313582,1.2674415307028892e-18,7.090821536635083e-18
1366,Marylou Branch,190,1672335,299,4313582,1.5899014917813959e-18,8.870878943362505e-18
467,Antony Baron,690,1672335,1371,4313582,1.6742640002509258e-18,9.316469033654345e-18
480,Cletus Burns,109,1672335,148,4313582,1.7015263063657368e-18,9.442786740421113e-18
2220,Ilana Thompson,176,1672335,272,4313582,1.7100043367544632e-18,9.464462505566147e-18
1182,Michal Frye,176,1672335,273,4313582,2.993417013589897e-18,1.652366191501623e-17
2006,Tarah Whitaker,456,1672335,856,4313582,3.5107992613493e-18,1.9328070401577265e-17
1924,Valencia Rose,580,1672335,1129,4313582,3.8481092566868065e-18,2.1128875759527026e-17
936,Clemencia Pickering,428,1672335,796,4313582,4.294852847883218e-18,2.3519432262217625e-17
463,Lawerence Gaskins,191,1672335,303,4313582,4.632481023003399e-18,2.5301413502947325e-17
2056,Claretha Mcintosh,855,1672335,1753,4313582,7.859572149896943e-18,4.281398513233335e-17
543,Stephaine Munson,264,1672335,451,4313582,7.950701682762306e-18,4.319672567799993e-17
1976,Matilda Capps,122,1672335,174,4313582,1.5168476036364075e-17,8.219566857401476e-17
1360,Lilly Croft,248,1672335,420,4313582,1.6358713471207222e-17,8.841393442662911e-17
317,Pasty Tran,658,1672335,1310,4313582,1.6934722890565033e-17,9.128874058195212e-17
559,Edmundo Jansen,403,1672335,747,4313582,1.8200683704969304e-17,9.785822147866613e-17
1488,Shay Novak,426,1672335,797,4313582,1.9398431064196116e-17,1.0402785570695844e-16
353,Jazmine Fowler,157,1672335,240,4313582,2.2164854851810504e-17,1.185562003701492e-16
1090,Eneida Shea,205,1672335,334,4313582,2.3782305214202732e-17,1.2687982420979294e-16
1777,Janella Bernier,121,1672335,173,4313582,2.7735598157926064e-17,1.4759045806402814e-16
1858,Willa Dodge,677,1672335,1356,4313582,3.292418779763333e-17,1.7475145831051535e-16
1297,Morgan Landers,148,1672335,224,4313582,4.389132802885192e-17,2.3236585427039253e-16
272,Thalia Stoddard,117,1672335,167,4313582,7.149829965398602e-17,3.775547966422221e-16
1247,Lillie Glass,459,1672335,874,4313582,7.477506114372402e-17,3.938533754898441e-16
1442,Denna Horn,108,1672335,151,4313582,8.802304888785392e-17,4.624561197915168e-16
2125,Izola Kerr,367,1672335,675,4313582,9.280176726034846e-17,4.863282486808135e-16
1075,Kristy York,453,1672335,864,4313582,1.6915167388720963e-16,8.842019316831412e-16
391,Susanna Valentine,224,1672335,377,4313582,1.9366307280446653e-16,1.0097797498872689e-15
1373,Percy Rowland,1782,1672335,3951,4313582,2.2743838305743446e-16,1.1829081731881643e-15
2293,Cecille Slade,935,1672335,1957,4313582,2.439784123100418e-16,1.265752665367886e-15
1713,Theresa Mclean,808,1672335,1665,4313582,2.632317188451891e-16,1.3622241450238537e-15
2159,Demetria Tuttle,209,1672335,348,4313582,3.571973246962194e-16,1.843886439204923e-15
970,Mack Richter,818,1672335,1690,4313582,3.778956042396378e-16,1.94588035018918e-15
860,Trula Hatfield,362,1672335,669,4313582,3.8156953355155587e-16,1.9599229142722596e-15
934,Cris Jernigan,660,1672335,1330,4313582,4.043274730236118e-16,2.071677893957615e-15
1100,Fernande Currie,165,1672335,261,4313582,4.709813183145359e-16,2.4072378491631835e-15
2194,Brenda Harmon,251,1672335,435,4313582,5.30856444927488e-16,2.7065833522165028e-15
2026,Paige Feldman,233,1672335,398,4313582,5.611580422231254e-16,2.854047045213439e-15
400,Cordie Goodrich,353,1672335,652,4313582,7.708936378167138e-16,3.911151544805386e-15
991,Gilma Carlton,149,1672335,231,4313582,8.473836794996138e-16,4.2887144659271405e-15
887,Mona Salas,1555,1672335,3423,4313582,9.505833382414255e-16,4.799286610145734e-15
1490,Carmelia Lehman,191,1672335,314,4313582,9.737808439730647e-16,4.904443666725654e-15
1357,Julie Laws,3384,1672335,7842,4313582,1.0336956883997588e-15,5.193568143173546e-15
764,Josefine Bermudez,110,1672335,158,4313582,1.1232817575946294e-15,5.63000784072853e-15
1361,Dalila Spicer,899,1672335,1884,4313582,1.2822919612737648e-15,6.411459806368824e-15
451,Heather Rodriguez,438,1672335,839,4313582,1.2881455561247232e-15,6.42520795464621e-15
1765,Mireya Strong,189,1672335,311,4313582,1.545986529409649e-15,7.692769509322051e-15
1186,Gussie Streeter,217,1672335,368,4313582,1.7356095801925328e-15,8.615615901675163e-15
1952,Petrina Diggs,247,1672335,430,4313582,1.8327919569909895e-15,9.076266389883608e-15
2267,Mack Wilkes,86,1672335,116,4313582,2.401887746529578e-15,1.1866128007914623e-14
986,Art Moreland,187,1672335,308,4313582,2.4536773849569248e-15,1.2093124254430556e-14
336,Charissa Wynn,353,1672335,656,4313582,2.4757839045451293e-15,1.217309425750218e-14
401,Arianne Bray,100,1672335,141,4313582,2.6923550035564464e-15,1.3206575491378778e-14
881,Lean Tovar,119,1672335,176,4313582,2.857347787224465e-15,1.3982765767268657e-14
1784,Marylynn Marino,96,1672335,134,4313582,3.12824981929195e-15,1.5272351712109283e-14
830,Shameka Sample,328,1672335,604,4313582,4.308720102102522e-15,2.0986001438475815e-14
1995,Gita Calhoun,110,1672335,160,4313582,4.6251142352440885e-15,2.2474146636045222e-14
178,Dalia Crockett,344,1672335,639,4313582,5.016609879016544e-15,2.4319396837386992e-14
1977,Tran Looney,145,1672335,227,4313582,6.666136963624428e-15,3.224042877266955e-14
1453,Wilma Pruitt,1196,1672335,2590,4313582,7.471020584624031e-15,3.604898044329078e-14
194,Edris Calloway,474,1672335,926,4313582,7.632385532160338e-15,3.674194895714395e-14
1254,Sumiko Main,162,1672335,261,4313582,9.394943959966673e-15,4.512188862443391e-14
2205,Rosaura Manuel,177,1672335,291,4313582,9.933664323360546e-15,4.7598808216102614e-14
1642,Jarrett Torrez,143,1672335,224,4313582,1.0767193975195607e-14,5.147365249111987e-14
1224,Christy Webster,573,1672335,1150,4313582,1.1748908054376206e-14,5.603741860036578e-14
2137,Dana Kirk,562,1672335,1126,4313582,1.3934859465526152e-14,6.631071056008996e-14
651,Clint Norton,189,1672335,316,4313582,1.4245317396328272e-14,6.763258488623744e-14
944,Chang Carson,175,1672335,288,4313582,1.578005577218954e-14,7.474763260510835e-14
901,Zada Boyer,172,1672335,282,4313582,1.5861138826665447e-14,7.496017664656958e-14
10,Carri Smart,392,1672335,748,4313582,1.685309997356586e-14,7.946678119654061e-14
953,Jesus Williams,505,1672335,999,4313582,1.788733402043205e-14,8.415177595975987e-14
85,Melida Arellano,409,1672335,786,4313582,1.9688880688453303e-14,9.24171950682502e-14
679,Mohammad Larson,96,1672335,137,4313582,3.125233415542696e-14,1.4636274140663758e-13
964,Barney Woodruff,1027,1672335,2204,4313582,3.381935842234101e-14,1.5802725041590495e-13
316,Demetria Pagan,207,1672335,355,4313582,3.570560438520569e-14,1.6646531774183735e-13
311,Kirsten Peacock,512,1672335,1018,4313582,3.641608344375046e-14,1.6939616343497405e-13
1938,Antwan Zapata,201,1672335,343,4313582,4.0778891039633106e-14,1.8926525661892495e-13
1474,Randell Lutz,146,1672335,233,4313582,5.589624445919526e-14,2.5884838038150825e-13
152,Janetta Hargrove,297,1672335,546,4313582,5.717579757431902e-14,2.641828146849115e-13
229,Lola Gallardo,175,1672335,291,4313582,6.070270434537013e-14,2.7985433851874426e-13
1508,Marlene Latham,112,1672335,168,4313582,7.729197159303555e-14,3.5554306932796355e-13
2161,Valeria Crowder,896,1672335,1904,4313582,8.338913192159624e-14,3.827394746734018e-13
1260,Glynda Erwin,148,1672335,238,4313582,9.510551979263646e-14,4.355496149795519e-13
347,Marlene Hood,155,1672335,252,4313582,1.0068716998127554e-13,4.600936906429148e-13
1786,Sharron Davila,637,1672335,1307,4313582,1.0743315096369013e-13,4.89838375539292e-13
1754,Lidia Montanez,1471,1672335,3265,4313582,1.1475611952559203e-13,5.220772910285176e-13
1975,Ethel Thurman,585,1672335,1189,4313582,1.2030786685343058e-13,5.46134395584652e-13
633,Mariah Solomon,772,1672335,1619,4313582,1.344607111170909e-13,6.090452341627531e-13
859,Dorathy Caballero,553,1672335,1117,4313582,1.3696377548574673e-13,6.190284175884186e-13
19,Arlyne Landis,211,1672335,367,4313582,1.4983423377825093e-13,6.757230150783866e-13
1620,Salvador Trujillo,166,1672335,275,4313582,1.5786638146209697e-13,7.103987165794364e-13
802,Dinah Mcclendon,202,1672335,349,4313582,1.9187369088255274e-13,8.615586553728506e-13
661,Charlyn Banks,243,1672335,435,4313582,2.0917737470335631e-13,9.351990618486988e-13
176,Ping Bermudez,243,1672335,435,4313582,2.0917737470335631e-13,9.351990618486988e-13
627,Leigha Jarrell,840,1672335,1780,4313582,2.197054829047257e-13,9.801516155447892e-13
1194,Astrid Nielson,273,1672335,499,4313582,2.2252948859465913e-13,9.906151427762245e-13
380,Mattie Nguyen,121,1672335,187,4313582,2.332928797042168e-13,1.036300989244053e-12
883,Lore Crane,84,1672335,118,4313582,2.4674028649356053e-13,1.0936882077980093e-12
