,artist,x,k,m,N,p-val,adj_pval(BH)
510,Pierre Dwyer,670,1672335,1388,4313582,2.761250236919494e-13,1.2213222201759299e-12
1670,Douglas Burch,80,1672335,111,4313582,2.8069296436274574e-13,1.2388793949485794e-12
2173,Wendolyn Boyce,184,1672335,313,4313582,2.9060915773986727e-13,1.2799169287692027e-12
660,Latisha Tang,204,1672335,355,4313582,3.8791117599052165e-13,1.7048325569010188e-12
1165,Augustine Aguirre,1986,1672335,4515,4313582,3.9128987031738863e-13,1.7160382024512595e-12
847,Niki Addison,271,1672335,497,4313582,4.491046744110867e-13,1.9654263763867852e-12
485,Willette Cheney,111,1672335,169,4313582,4.561072165143541e-13,1.991860629081673e-12
2055,Jettie Dodge,179,1672335,305,4313582,7.235606570743551e-13,3.153201179250348e-12
969,Fabian Samuels,235,1672335,422,4313582,7.758779784032803e-13,3.3740912086025004e-12
832,Shirley Crow,960,1672335,2070,4313582,8.311868409756245e-13,3.6070372344225213e-12
1416,Patsy Crouch,359,1672335,691,4313582,8.765541951736389e-13,3.795956451902579e-12
1458,Holley Oconnor,198,1672335,345,4313582,9.758697200329012e-13,4.217224051081639e-12
1583,Novella Shannon,156,1672335,259,4313582,1.0083969589384815e-12,4.348711885422201e-12
1500,Leeann Talbot,89,1672335,129,4313582,1.0135057430488866e-12,4.361656732039907e-12
1940,Ellsworth Mercado,124,1672335,196,4313582,1.3346644330704707e-12,5.731857627501814e-12
521,Philomena Barnes,129,1672335,206,4313582,1.4802826698170508e-12,6.344068584930218e-12
1331,Rema Hancock,101,1672335,152,4313582,1.5221305998007965e-12,6.509938722288531e-12
2099,Kristie Bailey,140,1672335,228,4313582,1.6538795783761922e-12,7.058826241729315e-12
425,Ernie Travis,303,1672335,571,4313582,1.8081667100798045e-12,7.70145080219176e-12
2240,Therese Gant,187,1672335,324,4313582,1.9430816113480552e-12,8.259094323389065e-12
2090,Margarite Walls,110,1672335,170,4313582,2.5049499045149268e-12,1.0625504717921924e-11
929,Torie Benton,431,1672335,856,4313582,2.6018806684492556e-12,1.101409608116556e-11
1514,Margareta Conrad,135,1672335,220,4313582,4.208727894852449e-12,1.7779728045601165e-11
1656,Jeanmarie Roper,502,1672335,1019,4313582,4.387126568830632e-12,1.8495625249448898e-11
1312,Josef Westbrook,111,1672335,173,4313582,4.574914318188327e-12,1.9248115119206984e-11
700,Freida Quick,78,1672335,111,4313582,4.702571864147357e-12,1.974507861822521e-11
393,Russ Prescott,113,1672335,177,4313582,4.897232244968032e-12,2.052079098599965e-11
156,Paz Parson,221,1672335,398,4313582,5.0554358341946094e-12,2.1140913488450185e-11
2032,Keeley Cortes,450,1672335,902,4313582,5.13232332050611e-12,2.1419171922273482e-11
1812,Leesa Street,327,1672335,628,4313582,5.766598734190076e-12,2.4017825713829894e-11
2231,Blanch Knutson,580,1672335,1199,4313582,6.074122411424324e-12,2.5247858216161343e-11
1136,Janean Kyle,491,1672335,996,4313582,6.455390134802176e-12,2.6778872903888785e-11
217,Evita Woodard,231,1672335,421,4313582,8.785610501197191e-12,3.637242747495637e-11
1268,Jacinto Dougherty,100,1672335,153,4313582,8.853955356073788e-12,3.65822107526402e-11
1162,Andreas Berg,1294,1672335,2886,4313582,1.3814915104260524e-11,5.696588499167188e-11
1262,Francoise Hoskins,117,1672335,187,4313582,1.5484203732480476e-11,6.372226983346836e-11
1874,Lesli Groves,122,1672335,197,4313582,1.652987479003088e-11,6.789055717334112e-11
1319,Emerald Guillory,156,1672335,266,4313582,1.9767920796612296e-11,8.102890306730189e-11
886,Alfonso Suarez,351,1672335,687,4313582,2.364119319592241e-11,9.671397216513714e-11
861,Toney Wallis,87,1672335,130,4313582,2.429131929819861e-11,9.917757583288189e-11
2212,Glennie Houser,88,1672335,132,4313582,2.619126646629035e-11,1.0672425508901777e-10
1613,Donette Nixon,889,1672335,1929,4313582,2.700746231786774e-11,1.0983388408248767e-10
2282,Anette Redman,81,1672335,119,4313582,2.7890451652104387e-11,1.1320242141148251e-10
2170,Brittany Stewart,495,1672335,1015,4313582,4.1611290202475293e-11,1.6856236931335393e-10
754,Ayanna Nichols,134,1672335,223,4313582,4.200262342681571e-11,1.6981529393263382e-10
731,Joette Blalock,578,1672335,1206,4313582,4.409200491717966e-11,1.779151075605495e-10
1527,Camila Kay,932,1672335,2035,4313582,4.7656805917331374e-11,1.919252689666847e-10
1748,Royce Barton,212,1672335,386,4313582,5.0792246986409356e-11,2.041552451686745e-10
464,Cristen Childers,74,1672335,107,4313582,5.3135466357606e-11,2.1315971969039616e-10
709,Deborah Short,236,1672335,438,4313582,5.872918278527474e-11,2.3514392333756036e-10
1704,Mason Mcmahon,494,1672335,1016,4313582,7.569531857228405e-11,3.0248901437186863e-10
366,Renda Bynum,71,1672335,102,4313582,7.596867476186593e-11,3.0299644847218205e-10
766,Dulce Rivera,581,1672335,1217,4313582,8.621590740402074e-11,3.432056313967749e-10
390,Garnett Spicer,205,1672335,373,4313582,9.381742438317719e-11,3.7274869188709556e-10
1381,Shena Bullock,80,1672335,119,4313582,9.650695435064165e-11,3.8269999139047555e-10
1418,Dorris Delarosa,155,1672335,268,4313582,9.86856058527901e-11,3.905912124575058e-10
624,Arthur Guerrero,190,1672335,342,4313582,1.2551812565275655e-10,4.958445040099351e-10
1530,Duncan Zepeda,2131,1672335,4937,4313582,1.3257255973818309e-10,5.227146641105504e-10
1934,Adam Shipman,141,1672335,240,4313582,1.3643681047276234e-10,5.369281324688555e-10
823,Vilma Rollins,71,1672335,103,4313582,1.5633318388443684e-10,6.140601340432339e-10
1391,Buster Knox,529,1672335,1101,4313582,1.691276598943253e-10,6.630573029947982e-10
1172,Jacquelynn Felix,118,1672335,194,4313582,1.777879324456443e-10,6.956919095699124e-10
1125,Bernardina Barlow,196,1672335,356,4313582,1.8850380677146329e-10,7.362318490885452e-10
939,Clark Akins,333,1672335,656,4313582,1.9059780779445432e-10,7.430084032665168e-10
1529,Miguel Driver,310,1672335,605,4313582,2.0229209957610662e-10,7.871139964709412e-10
1853,Nadine Hanks,183,1672335,329,4313582,2.3068238003058028e-10,8.95895922445218e-10
804,Michele Bullock,147,1672335,254,4313582,2.6393237739778036e-10,1.023108653957688e-09
868,Magnolia Hollingsworth,179,1672335,321,4313582,2.695626799238329e-10,1.0429808363408115e-09
1993,Florentino Nowak,339,1672335,671,4313582,2.7056738602425966e-10,1.0449150915489133e-09
105,Petra Latham,198,1672335,362,4313582,3.256274380799551e-10,1.255211912151782e-09
1903,Ahmad Bond,161,1672335,284,4313582,3.6560417690711536e-10,1.4066926509251463e-09
644,Wen Roy,676,1672335,1448,4313582,3.885363250894247e-10,1.4921524915308146e-09
1507,Rocco Blevins,125,1672335,210,4313582,4.1192978978337467e-10,1.579064194169603e-09
787,Ezra Fritz,9969,1672335,24509,4313582,4.3748792185931083e-10,1.6739371501825758e-09
1914,Willard Tabor,188,1672335,342,4313582,4.999907238805497e-10,1.9095586686950885e-09
840,Ulrike Law,226,1672335,424,4313582,5.26556303577994e-10,2.0073140854630707e-09
363,Tawanna Tillman,157,1672335,277,4313582,5.989242016911784e-10,2.278994664523418e-09
769,Chery Agee,1023,1672335,2273,4313582,6.119536329070142e-10,2.324300954344072e-09
1166,Vincent Griffith,190,1672335,347,4313582,6.296917788019378e-10,2.387293007545808e-09
1107,Mellissa Shaver,153,1672335,269,4313582,6.835183282754486e-10,2.5866232898175114e-09
1532,Clyde Stevenson,626,1672335,1335,4313582,6.854229596706269e-10,2.589097676128098e-09
1019,Joeann Mcclelland,263,1672335,506,4313582,6.893170507389078e-10,2.5990642896712915e-09
1345,Cristopher Whitten,104,1672335,169,4313582,7.161715427890405e-10,2.6954092610423885e-09
1346,Devora Cook,136,1672335,234,4313582,7.6137017403894e-10,2.8603198915800465e-09
866,Dung Sands,710,1672335,1533,4313582,8.03476716720501e-10,3.013037687701879e-09
2297,Saundra Gerber,183,1672335,333,4313582,8.496617955740639e-10,3.1804700123658455e-09
1305,Piper Adcock,1291,1672335,2920,4313582,9.032554025188775e-10,3.374979572588586e-09
1632,Felipe Palacios,77,1672335,117,4313582,9.733147680521522e-10,3.6302010267891078e-09
48,Laquita Hamby,69,1672335,102,4313582,1.009694030908869e-09,3.759112669031221e-09
1518,Caridad Engle,186,1672335,341,4313582,1.3981941314475873e-09,5.196161314356384e-09
1785,Genia Mosher,4226,1672335,10148,4313582,1.4567871116787612e-09,5.404210253001857e-09
1077,Irene Merritt,2058,1672335,4791,4313582,1.5019188146847295e-09,5.5616671670794104e-09
68,Jared Katz,76,1672335,116,4313582,1.6830430312990084e-09,6.221248347837406e-09
898,Norbert Pena,105,1672335,173,4313582,1.8507553082946591e-09,6.828990174990988e-09
955,Ramiro Price,376,1672335,764,4313582,1.9081901869207437e-09,7.028387343284589e-09
382,Carlyn Schaefer,127,1672335,218,4313582,2.08542123703129e-09,7.667534565994263e-09
2166,Mertie Reese,221,1672335,420,4313582,3.475158247457779e-09,1.2754570163541848e-08
1602,Glynis Osborne,131,1672335,228,4313582,4.095081045970231e-09,1.5003217283466155e-08
20,Jesenia Ambrose,354,1672335,718,4313582,4.153772595117527e-09,1.519135913762064e-08
534,Clarice Barron,142,1672335,251,4313582,4.1822269151158375e-09,1.5268447467883217e-08
1675,Kasha Crook,206,1672335,388,4313582,4.248109240831649e-09,1.545445716787612e-08
285,Wiley Lockwood,217,1672335,412,4313582,4.246233915936462e-09,1.545445716787612e-08
1431,Reba Ryan,192,1672335,358,4313582,4.738580671418996e-09,1.7208529806732146e-08
1256,Jocelyn Daley,146,1672335,260,4313582,5.167550023938089e-09,1.8733500086780815e-08
1666,Trinidad Piper,210,1672335,398,4313582,6.023352813622207e-09,2.179779776957687e-08
695,Latonia Pate,103,1672335,172,4313582,7.28999024512297e-09,2.6335566854109162e-08
486,Soo Chu,308,1672335,617,4313582,7.815080148615562e-09,2.8183302974972495e-08
1768,Araceli Anders,1129,1672335,2552,4313582,7.87754096128412e-09,2.835914746062283e-08
508,Trudy Hendrickson,225,1672335,432,4313582,8.045789539541798e-09,2.8914556157728336e-08
658,Dominick Shockley,1932,1672335,4506,4313582,8.267333242883454e-09,2.9659237110517766e-08
1052,Hyacinth Parrish,130,1672335,228,4313582,8.931099307609227e-09,3.1985078835209515e-08
990,Luann Colvin,251,1672335,490,4313582,9.062649714363835e-09,3.24001466472075e-08
1127,Galina Wilcox,259,1672335,508,4313582,9.488241150849445e-09,3.386320548665233e-08
1551,Rick Guidry,113,1672335,193,4313582,9.533106821797003e-09,3.396476957163476e-08
2174,Elda Swift,145,1672335,260,4313582,1.067379694659205e-08,3.796350460385832e-08
1053,Jacelyn Jones,187,1672335,351,4313582,1.418721589176229e-08,5.0373133612260617e-08
1744,Desiree Hummel,181,1672335,338,4313582,1.424070110929644e-08,5.0476457699047316e-08
13,Lynna Rockwell,110,1672335,188,4313582,1.5268522116292375e-08,5.402707825764995e-08
2263,Delana Camp,959,1672335,2150,4313582,1.5596303424349914e-08,5.509274417816437e-08
24,Ned Brunner,189,1672335,356,4313582,1.7024100473540935e-08,6.003388071589392e-08
1286,Neoma Coker,121,1672335,211,4313582,1.707929214199508e-08,6.012607947947246e-08
676,Dakota Stephens,89,1672335,146,4313582,1.948733205226789e-08,6.83708090647365e-08
435,Kimberlie Peacock,90,1672335,148,4313582,1.948596101039745e-08,6.83708090647365e-08
358,Lakita Vinson,179,1672335,335,4313582,2.0881040874521247e-08,7.313664062649575e-08
412,Shela Wilder,1486,1672335,3430,4313582,2.3720999524940494e-08,8.294335982538314e-08
1762,Treena Kern,674,1672335,1475,4313582,2.6808960884034893e-08,9.358271337260072e-08
961,Melodie Dunlap,159,1672335,293,4313582,2.9509570713354584e-08,1.0283638278896294e-07
692,Scottie Gatlin,88,1672335,145,4313582,3.119411484239234e-08,1.0852406340126411e-07
148,Karole Culver,139,1672335,251,4313582,3.703050596458116e-08,1.2861266333336076e-07
1593,Anika Slade,606,1672335,1317,4313582,3.810183401749378e-08,1.3211188679432518e-07
1393,Reta Rowland,153,1672335,281,4313582,3.8639704495247345e-08,1.337528232527793e-07
2258,Timmy Burdick,118,1672335,207,4313582,3.9599752597613605e-08,1.3661914646176693e-07
157,Kirk Ervin,118,1672335,207,4313582,3.9599752597613605e-08,1.3661914646176693e-07
149,Albertina Temple,114,1672335,199,4313582,4.476332338768375e-08,1.541765048460988e-07
527,Deanna Stapleton,206,1672335,397,4313582,4.5842745296133303e-08,1.5763203116776734e-07
1954,Marie Manley,77,1672335,124,4313582,4.793891425511537e-08,1.6456642206979902e-07
1547,Easter Norris,79,1672335,128,4313582,4.9006635463500296e-08,1.6795320432027422e-07
1461,Jerrod Rollins,86,1672335,142,4313582,4.9915974941708295e-08,1.7050506291969664e-07
1264,Simona Tackett,86,1672335,142,4313582,4.9915974941708295e-08,1.7050506291969664e-07
1321,Sammy Hughes,223,1672335,435,4313582,5.018836908879004e-08,1.7115308733738942e-07
2229,Meagan Haney,129,1672335,231,4313582,5.491423725578681e-08,1.8696130118335313e-07
2283,Elicia Toth,67,1672335,105,4313582,6.476484122149013e-08,2.201366524277251e-07
1457,Ward Adamson,114,1672335,200,4313582,6.511779832445729e-08,2.2097351234692885e-07
299,Palmer Crosby,172,1672335,324,4313582,6.846086173811659e-08,2.3193778035663064e-07
18,Brendon Glenn,166,1672335,311,4313582,6.918157767929203e-08,2.3399651273878185e-07
1780,Christine Kinsey,139,1672335,253,4313582,7.115456880339209e-08,2.40277255176218e-07
2144,Albertina Fairchild,192,1672335,368,4313582,7.312306199960146e-08,2.465223751452362e-07
1550,Antonia Worrell,175,1672335,331,4313582,7.781425561161169e-08,2.6191139693664424e-07
619,Wilford Taylor,77,1672335,125,4313582,7.902651391543324e-08,2.6555987630673184e-07
2289,Zachery Palmer,80,1672335,131,4313582,8.019817304651382e-08,2.6906032124195073e-07
1132,Ladonna Gifford,1158,1672335,2650,4313582,1.0235521157736118e-07,3.428402717882486e-07
1640,Taina Garner,195,1672335,376,4313582,1.043356816851352e-07,3.489093070892243e-07
1251,Zula Daly,282,1672335,571,4313582,1.0652664939102128e-07,3.556615552248614e-07
602,Senaida Bassett,299,1672335,610,4313582,1.1400637851023534e-07,3.8002126170078446e-07
1422,Kelsie Mccarthy,76,1672335,124,4313582,1.2812693290703947e-07,4.2640313684497063e-07
1988,Thanh Francis,205,1672335,399,4313582,1.2956520823359665e-07,4.3049756186764855e-07
632,Joi Cho,281,1672335,570,4313582,1.3699930027419674e-07,4.544688326403642e-07
1902,Darryl Hemphill,299,1672335,611,4313582,1.3793607938298245e-07,4.5684429491643784e-07
432,Ashlea Dunlap,101,1672335,175,4313582,1.3941912734781756e-07,4.6101852014374177e-07
308,Haley Fitzgerald,2896,1672335,6936,4313582,1.7356312579456278e-07,5.724873067860815e-07
578,Stacie Spann,204,1672335,398,4313582,1.736821394500769e-07,5.724873067860815e-07
1960,Mazie Gibbons,173,1672335,330,4313582,1.931523072509607e-07,6.356522671057054e-07
1756,Rosamaria Ledbetter,70,1672335,113,4313582,2.0015841734182003e-07,6.576633712659801e-07
1347,Shirely Coleman,75,1672335,123,4313582,2.0677286623011652e-07,6.783198622762934e-07
1340,Monica Ewing,195,1672335,379,4313582,2.1935279260856824e-07,7.1844981123376e-07
1278,Alonso Crowe,96,1672335,166,4313582,2.354111324171399e-07,7.698278737811684e-07
1011,Gregg Ricks,178,1672335,342,4313582,2.5175965765056974e-07,8.219913112565921e-07
1851,Merlyn Gil,507,1672335,1098,4313582,2.5615630838884227e-07,8.350292257715016e-07
2260,Santina Cates,91,1672335,156,4313582,2.6550531788179116e-07,8.641446666907353e-07
1014,Adrienne Chandler,102,1672335,179,4313582,2.905071721851574e-07,9.440342957979212e-07
1906,Leanora Dill,7105,1672335,17499,4313582,3.144210647739265e-07,1.0201435800658745e-06
489,Johnetta Clifford,69,1672335,112,4313582,3.2691004291611516e-07,1.0590043643761477e-06
21,Darin Carnes,862,1672335,1947,4313582,3.2947340731611574e-07,1.065640551788062e-06
984,Edgardo Kennedy,71,1672335,116,4313582,3.3097707030611514e-07,1.0688339087888587e-06
1980,Shaniqua Levesque,73,1672335,120,4313582,3.3235973942094864e-07,1.0716271971983856e-06
569,Nikita Witherspoon,117,1672335,211,4313582,3.4161376175685373e-07,1.0997519235407266e-06
2218,Laila Champion,156,1672335,295,4313582,3.4736265676173494e-07,1.1165228253055766e-06
396,Kenyatta Hoff,2107,1672335,4994,4313582,3.5872423987769787e-07,1.1512545372819142e-06
686,Merrill Preston,100,1672335,176,4313582,4.4906448583398577e-07,1.438952764204877e-06
1826,Peggie Gage,108,1672335,193,4313582,4.850302098342936e-07,1.5517968073523768e-06
2148,Exie Gunn,404,1672335,861,4313582,4.873885309999719e-07,1.5569355851387991e-06
752,Niki Dorman,74,1672335,123,4313582,5.279691419439705e-07,1.6813786520369522e-06
940,Dorsey Christian,74,1672335,123,4313582,5.279691419439705e-07,1.6813786520369522e-06
1611,Javier Kim,70,1672335,115,4313582,5.341586272352688e-07,1.6984767409785044e-06
507,Jesica Pendleton,1775,1672335,4182,4313582,5.551959726617125e-07,1.762662060444394e-06
406,Vernie Matos,220,1672335,439,4313582,5.689605835124772e-07,1.8035963367087716e-06
1576,Cherry Squires,103,1672335,183,4313582,5.826991420070521e-07,1.8443229724076418e-06
164,Kaitlyn Acker,309,1672335,642,4313582,6.003624170462618e-07,1.8973285546347509e-06
2180,Arianna Clements,278,1672335,571,4313582,6.1385299501361e-07,1.937005639753312e-06
1889,Felicita Lester,89,1672335,154,4313582,6.214415639086028e-07,1.9579665712188857e-06
1427,Peggie Gamble,115,1672335,209,4313582,7.193745316167841e-07,2.26307793380964e-06
1876,Kandra Patterson,114,1672335,207,4313582,7.503285365875518e-07,2.3568741589320673e-06
1949,Delbert Battle,80,1672335,136,4313582,7.596567655151145e-07,2.382559855479223e-06
1359,Leo Kelsey,206,1672335,409,4313582,7.808290753677272e-07,2.4452589803497657e-06
2068,Lera Biggs,229,1672335,461,4313582,8.145665714689691e-07,2.547058614714148e-06
640,Linnea Peters,982,1672335,2247,4313582,8.282162610848681e-07,2.585833575332846e-06
438,Jefferson Ward,314,1672335,656,4313582,9.179090601518103e-07,2.861553847160011e-06
25,Cierra Eaton,123,1672335,227,4313582,9.519651603567207e-07,2.9632599728397173e-06
477,Randall Dubose,1531,1672335,3592,4313582,1.0994793225929182e-06,3.4173005972482592e-06
1927,Jermaine Payne,119,1672335,219,4313582,1.1418935337799968e-06,3.5438075186275763e-06
1717,Alia Wynn,157,1672335,302,4313582,1.2499556918404727e-06,3.873365691781105e-06
493,Su Dove,109,1672335,198,4313582,1.2853474354259998e-06,3.977083993022152e-06
1499,Cesar Lynch,123,1672335,228,4313582,1.2907593374871053e-06,3.987868400892997e-06
523,Wade Bernal,135,1672335,254,4313582,1.3010427775126847e-06,4.013649104994422e-06
785,Prudence Zapata,73,1672335,123,4313582,1.3044535627900508e-06,4.018182849665781e-06
82,Louella Burden,122,1672335,226,4313582,1.3523404790732713e-06,4.159501919289259e-06
2033,Agustina Whaley,449,1672335,974,4313582,1.3972919448931547e-06,4.29138624025049e-06
2181,Danyell Wu,233,1672335,473,4313582,1.474812053064221e-06,4.522756962730278e-06
1318,Zada Quinn,163,1672335,316,4313582,1.512978759834069e-06,4.632937918426809e-06
1101,Consuelo Hutton,297,1672335,620,4313582,1.588640359830424e-06,4.857438027841917e-06
1116,Keenan Mayes,154,1672335,297,4313582,1.887700415904883e-06,5.7633331282051745e-06
1691,Stacia Richards,411,1672335,887,4313582,1.946529404432031e-06,5.934191262406928e-06
2092,Julienne Medrano,138,1672335,262,4313582,1.9536201737485823e-06,5.947049646558184e-06
908,Sigrid Inman,197,1672335,393,4313582,1.9650949654759934e-06,5.973196150565795e-06
1088,Katharine Malone,105,1672335,191,4313582,2.1124465773727497e-06,6.411678028096176e-06
2157,Cristy Olsen,62,1672335,102,4313582,2.2274853546078278e-06,6.750943900495173e-06
1936,Karyl Andrade,127,1672335,239,4313582,2.563575173503499e-06,7.75818802507638e-06
1516,Arlene Greer,175,1672335,345,4313582,2.635104069349406e-06,7.963015216866087e-06
1985,Cassy Miner,239,1672335,490,4313582,2.809194928129898e-06,8.476725220450275e-06
1835,Sarita Grover,440,1672335,959,4313582,3.1838415981980865e-06,9.593234509854496e-06
462,Deloras Abernathy,101,1672335,184,4313582,3.473423286717343e-06,1.0450561342303633e-05
2024,Rolanda Gallo,65,1672335,109,4313582,3.4810858595084926e-06,1.0458414701280957e-05
1159,Gisele Trejo,62,1672335,103,4313582,3.566189017463513e-06,1.069856705239054e-05
1007,Verena Duncan,515,1672335,1138,4313582,3.6531671786748186e-06,1.0943641186478835e-05
1767,Cyril Rosas,300,1672335,632,4313582,3.6799459025045326e-06,1.1007930662116158e-05
768,Tressa Harrell,273,1672335,570,4313582,3.971764518395358e-06,1.1863712197804315e-05
1426,Alethia Milton,11506,1672335,28732,4313582,4.1941317505739415e-06,1.2509874241625444e-05
1734,Lady Swift,305,1672335,645,4313582,4.599762244796074e-06,1.3700011290255934e-05
461,Georgiana Bartlett,500,1672335,1105,4313582,5.027711271355001e-06,1.4953106798426513e-05
1438,Aurelia Boyle,191,1672335,384,4313582,5.154752456062245e-06,1.5308949188018433e-05
2106,Leigh Salazar,382,1672335,826,4313582,5.255782957660167e-06,1.558663427271711e-05
949,Alaina Crosby,599,1672335,1342,4313582,5.272677023658418e-06,1.5614365434868275e-05
1089,Willian Shapiro,62,1672335,104,4313582,5.625455591452212e-06,1.6635275820437256e-05
128,Eloise Mora,156,1672335,306,4313582,5.792914049898418e-06,1.7106037208687197e-05
1727,Alvina Brewster,96,1672335,175,4313582,5.966401822612653e-06,1.75682102031411e-05
216,Willa Russo,96,1672335,175,4313582,5.966401822612653e-06,1.75682102031411e-05
708,Lucie Whalen,235,1672335,485,4313582,6.071922474305718e-06,1.7853522048029595e-05
1184,Olive Larsen,126,1672335,240,4313582,6.196875849656923e-06,1.8195082281971392e-05
982,Jacquelynn Mueller,120,1672335,227,4313582,6.381938854220822e-06,1.871191703716303e-05
1720,Elliot Parish,72,1672335,125,4313582,7.033128810685518e-06,2.05920461642419e-05
506,Annalisa Hobbs,878,1672335,2020,4313582,7.490969767017727e-06,2.190156414933149e-05
1615,Lovie Pope,346,1672335,744,4313582,7.525706290643099e-06,2.196771596362741e-05
321,Laurette Laws,98,1672335,180,4313582,7.534820451292494e-06,2.196771596362741e-05
73,Kayla Hensley,171,1672335,341,4313582,8.028788796067955e-06,2.3374954722729486e-05
1944,Phebe Bateman,96,1672335,176,4313582,8.239082738402098e-06,2.3953513017545426e-05
841,Malissa Workman,79,1672335,140,4313582,8.267216730120964e-06,2.4001596958415703e-05
2013,Pearle Solis,229,1672335,473,4313582,8.365394491630987e-06,2.4252614282459586e-05
1119,Cherlyn Frank,78,1672335,138,4313582,8.557478370391093e-06,2.4774797519873516e-05
175,Kerstin Riddle,62,1672335,105,4313582,8.74773170723141e-06,2.529022993571092e-05
971,Mallie Rowell,75,1672335,132,4313582,9.45669094918377e-06,2.7301743744505444e-05
55,Eleni Roper,159,1672335,315,4313582,9.865543217825115e-06,2.8442443538855136e-05
2112,Roosevelt Sharpe,222,1672335,458,4313582,1.0131434586121614e-05,2.916838608243636e-05
2207,Jamika Franklin,1995,1672335,4776,4313582,1.0311644951840745e-05,2.9645979236542143e-05
1901,Jene Cote,182,1672335,367,4313582,1.0349115954926491e-05,2.9712441091120443e-05
1369,Monique Gil,149,1672335,293,4313582,1.0687411518232032e-05,3.064119368800597e-05
1942,Malka Padilla,70,1672335,122,4313582,1.1016579276919658e-05,3.15412435729235e-05
2074,Estella Granger,374,1672335,813,4313582,1.1607065355233716e-05,3.318594652670413e-05
1769,Cecille Dow,307,1672335,656,4313582,1.219839190541593e-05,3.482851206098065e-05
1046,Lizette Wakefield,78,1672335,139,4313582,1.2309333729852232e-05,3.509686063470265e-05
1647,Dayna Poe,61,1672335,104,4313582,1.3679086420667659e-05,3.8948705489383845e-05
2038,Jenny Munson,219,1672335,453,4313582,1.427555270787998e-05,4.0591200694109285e-05
238,Joette Rider,97,1672335,180,4313582,1.4689467058290373e-05,4.1710832387738095e-05
1217,Lean Klein,159,1672335,317,4313582,1.541573138034146e-05,4.371310131137921e-05
1650,Johnnie Torres,177,1672335,358,4313582,1.6690658826585864e-05,4.7263561930277346e-05
998,Toby Mason,930,1672335,2157,4313582,1.7200247267399892e-05,4.8640043502073466e-05
2175,Eneida Bingham,99,1672335,185,4313582,1.8031847171597763e-05,5.092213321310692e-05
667,Garret Nieves,143,1672335,282,4313582,1.8673565668650513e-05,5.266250808461385e-05
102,Rickie Painter,192,1672335,393,4313582,1.9924549797204004e-05,5.611403820437046e-05
2084,Mahalia Robbins,61,1672335,105,4313582,2.0789411767052394e-05,5.847022059483486e-05
44,Veronique Hammonds,59,1672335,101,4313582,2.1717683377980752e-05,6.099810663829058e-05
762,Caprice Wynn,80,1672335,145,4313582,2.281799377034743e-05,6.400168984365743e-05
1295,Antionette Chappell,282,1672335,602,4313582,2.3635294801339515e-05,6.620441168981434e-05
1668,Santana Whitten,134,1672335,263,4313582,2.4025084779779484e-05,6.720530472181559e-05
933,Shawnna Barnes,68,1672335,120,4313582,2.5209407348071732e-05,7.042304076991698e-05
1205,Helga Simon,97,1672335,182,4313582,2.6686848778738142e-05,7.434963253295821e-05
190,Kaila Parrott,1984,1672335,4767,4313582,2.667319870138634e-05,7.434963253295821e-05
1536,Damon Walden,76,1672335,137,4313582,2.6874369951554377e-05,7.47060471676909e-05
33,Shavon Pittman,108,1672335,206,4313582,2.6886959004796964e-05,7.47060471676909e-05
2230,Doretha Durbin,353,1672335,770,4313582,2.771663899857724e-05,7.690810017031486e-05
1604,Tarsha Dooley,122,1672335,237,4313582,2.811826649661733e-05,7.79180878821926e-05
1308,Reena Saucedo,95,1672335,178,4313582,2.9441417561478593e-05,8.147558068484049e-05
1614,Anya Littlejohn,250,1672335,529,4313582,3.0101896674155426e-05,8.31921576975991e-05
1600,Twyla Diamond,1462,1672335,3474,4313582,3.0215086477867376e-05,8.339363867891396e-05
1930,Oralia Chang,62,1672335,108,4313582,3.0328844857768633e-05,8.35961502737431e-05
2313,Camelia Pressley,2023,1672335,4867,4313582,3.089777906105994e-05,8.505106736222617e-05
417,Rolanda Castle,76,1672335,138,4313582,3.7779717334712706e-05,0.00010385659346992737
1149,Tangela Whitehead,241,1672335,510,4313582,4.088729674702207e-05,0.00011225027091025953
563,Christy Yu,233,1672335,492,4313582,4.489973794849357e-05,0.00012310259278593602
783,Shenna Mckenna,59,1672335,103,4313582,4.9009794567678225e-05,0.0001341934851257856
436,Alicia Thompson,111,1672335,215,4313582,5.060174859061451e-05,0.00013836937857671338
568,Lynn Battle,110,1672335,213,4313582,5.337566776824266e-05,0.00014576204786314288
520,Rosana Mattingly,67,1672335,120,4313582,5.4295250427743105e-05,0.00014807795571202667
2276,Lynn Starnes,162,1672335,330,4313582,5.6651203231594636e-05,0.0001542999877492117
694,Jade Bourgeois,189,1672335,392,4313582,5.9492863191827904e-05,0.0001618268420592428
1258,Lidia Tompkins,230,1672335,487,4313582,6.164881738130549e-05,0.00016747119682323144
211,Fernando Mcdermott,63,1672335,112,4313582,6.294671593351579e-05,0.00017077287284715292
1511,Sandie Grayson,79,1672335,146,4313582,6.332614570868708e-05,0.0001715773843154218
1996,Mellisa Swenson,106,1672335,205,4313582,6.607061320727263e-05,0.00017877930632556125
1344,Brianna Nance,8009,1672335,19984,4313582,7.114761042344531e-05,0.00019226573573959764
2072,Cleopatra Reeves,146,1672335,295,4313582,7.396292898070727e-05,0.0001996021938135777
912,Exie Hilton,68,1672335,123,4313582,7.405530669025492e-05,0.0001996021938135777
