,artist,x,k,m,N,p-val,adj_pval(BH)
1417,Kesha Corbin,127,584765,326,4313582,1.0118292846857418e-30,9.347141401732847e-30
27,Zana Albright,111,584765,265,4313582,2.023131968697653e-30,1.8599131093872628e-29
1121,Orval Romano,294,584765,1121,4313582,9.567667678565908e-30,8.75349595784179e-29
1257,Alfonso Caudill,222,584765,762,4313582,1.3146256034243625e-29,1.1970012073284984e-28
1091,Lyndon Dalton,124,584765,323,4313582,2.4425649927779885e-29,2.2134291339316725e-28
99,Lucius Sousa,174,584765,540,4313582,3.065399011694139e-29,2.7646702934852824e-28
1557,Keiko Meyer,100,584765,232,4313582,7.417188848748739e-29,6.657976593947572e-28
1535,Jasper Varner,185,584765,598,4313582,1.7306282137004702e-28,1.5461903712075093e-27
736,Mariam Horton,152,584765,454,4313582,8.38927690316548e-28,7.460184087254163e-27
163,Alia Head,109,584765,275,4313582,1.898034983542268e-27,1.6799816621771797e-26
1041,Willene Mathews,373,584765,1580,4313582,2.0244172062068828e-27,1.783549047875786e-26
261,Lawerence Carrasco,157,584765,483,4313582,4.6139255021975425e-27,4.0462213044617156e-26
1469,Tiffaney Chavis,162,584765,507,4313582,6.297626776301019e-27,5.497423740963688e-26
790,Taylor Moreno,371,584765,1581,4313582,8.979437684024151e-27,7.802680325432859e-26
497,Daniele Tyson,146,584765,437,4313582,1.0921216164341746e-26,9.446851982155611e-26
76,Kenneth Collins,89,584765,206,4313582,4.946306497263855e-26,4.259195142214079e-25
648,Aaron High,412,584765,1830,4313582,1.0046220517003677e-25,8.611692632368468e-25
35,Bibi Reed,91,584765,217,4313582,2.0758211812774424e-25,1.7714294654578353e-24
269,Madge Charles,431,584765,1948,4313582,3.1107767961224987e-25,2.6427715370629977e-24
1202,Monet Reagan,203,584765,721,4313582,3.243497977810001e-25,2.7432785118988587e-24
607,Fleta Michaud,85,584765,197,4313582,6.403365113426422e-25,5.391860093296673e-24
1009,Blythe Leslie,90,584765,217,4313582,9.714610332604551e-25,8.144010336099762e-24
1042,Janna Bartley,67,584765,134,4313582,1.1179687296415348e-24,9.331116195209827e-24
1721,Alysa Briggs,87,584765,208,4313582,2.6677686553587128e-24,2.2169274022478734e-23
1792,Kelvin Swanson,314,584765,1316,4313582,3.41067383178087e-24,2.8097455852290025e-23
1445,Rob Mathis,75,584765,164,4313582,3.408456832485825e-24,2.8097455852290025e-23
106,Cathie Knutson,67,584765,137,4313582,5.8246637965612875e-24,4.777730691748332e-23
303,Vonda Colbert,95,584765,244,4313582,1.523458909591028e-23,1.244267083670269e-22
2206,Colin Kerns,199,584765,730,4313582,6.255760723600202e-23,5.0874840414577715e-22
1282,Ivette Pelletier,1037,584765,5707,4313582,6.3808064918642e-23,5.167095640007478e-22
2081,Vannessa Holman,2615,584765,16086,4313582,6.951170562012264e-23,5.60511761843616e-22
398,Lita Grimm,74,584765,167,4313582,7.373205825438515e-23,5.920342061522993e-22
246,Lurline Leon,143,584765,460,4313582,9.553386709006569e-23,7.63869533917626e-22
914,Colene Echols,228,584765,887,4313582,2.4096431104471164e-22,1.9186405184857163e-21
1752,Stanton Dooley,241,584765,959,4313582,4.2113788442006633e-22,3.3392724752141095e-21
1429,Nidia Lackey,121,584765,366,4313582,4.606631374579582e-22,3.6375184671472805e-21
956,Dino Tang,54,584765,102,4313582,6.623819334144065e-22,5.208730658213288e-21
2238,Rosaria Reynolds,103,584765,289,4313582,7.350701381071269e-22,5.756536925176389e-21
1771,Vicente Corbett,182,584765,659,4313582,8.017228392163025e-22,6.252780996018949e-21
2213,Noella Dent,189,584765,696,4313582,1.1094244359779984e-21,8.617284496596452e-21
1839,Karena Mckinley,334,584765,1475,4313582,1.1599079775929295e-21,8.972784070566443e-21
656,Donnette Harris,508,584765,2492,4313582,2.4016371767841395e-21,1.8503301811417883e-20
2088,Janell Riddick,71,584765,165,4313582,4.0706943944217435e-21,3.1236013841066846e-20
958,Suanne Wang,247,584765,1007,4313582,4.121892468203226e-21,3.150185287948088e-20
1890,Migdalia Messer,104,584765,307,4313582,3.7404849928823917e-20,2.8472571765820763e-19
220,Madalyn Ross,150,584765,522,4313582,4.294897428845693e-20,3.2562509191606985e-19
1313,Rosalie Talley,798,584765,4313,4313582,4.591199126532055e-20,3.4670841022978183e-19
340,Yung Bean,1367,584765,7972,4313582,5.3397317826538444e-20,4.01640694956137e-19
202,Chere Swenson,579,584765,2967,4313582,9.282946049848739e-20,6.954900131048091e-19
314,Jeri Poirier,148,584765,517,4313582,1.0953755917300273e-19,8.174508827695067e-19
181,Kathryne Keys,194,584765,752,4313582,1.6499399088897004e-19,1.2264982994598047e-18
1705,Chun Daniels,377,584765,1776,4313582,3.397187842578252e-19,2.5155052390764258e-18
1842,Doreatha Goss,88,584765,247,4313582,5.462825818769943e-19,4.0217630681130686e-18
1279,Roger Main,65,584765,154,4313582,5.473655463170178e-19,4.0217630681130686e-18
2091,Cherie Galindo,83,584765,228,4313582,1.0592570862305418e-18,7.752947058064312e-18
75,Veronica Klein,151,584765,546,4313582,1.5881837631934207e-18,1.1579745982211032e-17
1040,Kandy Stark,153,584765,560,4313582,3.24504969913793e-18,2.3569960219310993e-17
2245,Reed Kyle,147,584765,530,4313582,3.2673685294166447e-18,2.3641833883953894e-17
1761,Kristel Lozano,82,584765,228,4313582,3.939799912171652e-18,2.839939103357066e-17
1865,Bertha Shipman,495,584765,2512,4313582,5.7622531465804985e-18,4.137950089789694e-17
1693,Lissa Church,109,584765,350,4313582,6.458092568561931e-18,4.620206826305773e-17
1145,Joane Sumner,79,584765,217,4313582,6.578379237094596e-18,4.688635089210119e-17
893,Candie Clevenger,134,584765,472,4313582,1.0740707794102689e-17,7.626704079170678e-17
639,Danna Kenny,1230,584765,7206,4313582,1.4170280210971567e-17,1.0024551390884347e-16
583,Ima Mejia,179,584765,704,4313582,1.7424940476977862e-17,1.2281356195440323e-16
1537,Tyree Horner,52,584765,116,4313582,5.089392587427428e-17,3.5738428390680427e-16
117,Cythia Riddick,157,584765,599,4313582,7.628374541782937e-17,5.324301894987057e-16
1540,Queenie Moffett,1020,584765,5874,4313582,7.638120952871607e-17,5.324301894987057e-16
2256,Leonida Howard,227,584765,976,4313582,1.0121056481746295e-16,7.029332293709197e-16
1239,Tad Pryor,1349,584765,8041,4313582,1.1325005699501558e-16,7.836903944055078e-16
571,Katia Herring,140,584765,516,4313582,1.4323966895707345e-16,9.87627137772865e-16
1164,Kylee Hoffman,213,584765,902,4313582,1.4744735157902633e-16,1.0129686283569933e-15
544,Sharie Brenner,761,584765,4222,4313582,1.5746539900135994e-16,1.0779016341711799e-15
2052,Theron Guillory,372,584765,1817,4313582,1.8877776951767685e-16,1.287613245133115e-15
275,Hattie Bowman,142,584765,529,4313582,2.353503784704703e-16,1.599542036533232e-15
922,Alleen Bundy,328,584765,1561,4313582,2.5656800239430305e-16,1.737540599844693e-15
39,Jodie Hollingsworth,57,584765,139,4313582,3.1046759892447664e-16,2.0951058182740392e-15
2102,Jeremiah Wyatt,425,584765,2141,4313582,3.187242882370004e-16,2.1432237474028682e-15
707,Agnus Fortune,316,584765,1494,4313582,3.4253590059779415e-16,2.2952317564704305e-15
1062,Jackeline Sterling,123,584765,436,4313582,3.4718038105027505e-16,2.3181904039953452e-15
983,Florence Finn,290,584765,1345,4313582,4.08375503397984e-16,2.7172677726096628e-15
713,Bernetta Reilly,47,584765,103,4313582,5.549282484762666e-16,3.679541661499426e-15
1266,Vergie Seymour,156,584765,611,4313582,1.1414122061214872e-15,7.542039681420799e-15
1272,Milo Varner,104,584765,353,4313582,2.302822233160728e-15,1.516356646956701e-14
962,Hedwig Christiansen,69,584765,194,4313582,2.5651786857465818e-15,1.683287944474395e-14
1420,Ashlee Boyle,57,584765,145,4313582,3.0430025160582485e-15,1.9899772467556176e-14
2196,Lavera Browning,165,584765,666,4313582,3.438235579959166e-15,2.2407405166651687e-14
445,Kathie Miller,328,584765,1590,4313582,3.4536727362603878e-15,2.24311918672475e-14
228,Suzanne Larson,77,584765,230,4313582,3.649328213900918e-15,2.3621331942358664e-14
1475,Cathie Crespo,152,584765,598,4313582,3.8311760418259605e-15,2.4714332229134926e-14
2113,Nita Kirby,48,584765,111,4313582,4.066921628798207e-15,2.6146458985145226e-14
1305,Piper Adcock,545,584765,2920,4313582,5.405162908331705e-15,3.463308085708833e-14
1854,Dinah Horner,334,584765,1631,4313582,5.5275396349410216e-15,3.5298348742593165e-14
2197,Jules Ulrich,142,584765,549,4313582,6.2833975847522945e-15,3.9990988641416776e-14
811,Joaquina Harrell,116,584765,417,4313582,6.583508959803345e-15,4.176139183501921e-14
243,Syreeta Seals,182,584765,765,4313582,9.31049416474814e-15,5.886335679573326e-14
1098,Laurette Delgado,77,584765,235,4313582,1.3714137336961586e-14,8.641722964317185e-14
1926,Ron Overton,168,584765,693,4313582,1.566825111798299e-14,9.840489068488988e-14
384,Noble Gleason,75,584765,227,4313582,1.7607536041377142e-14,1.1022085883796283e-13
514,Chi Aldridge,57,584765,150,4313582,1.7975843995360513e-14,1.1215747909236412e-13
803,Hobert Copeland,108,584765,383,4313582,1.8904456150596626e-14,1.175659478908019e-13
2087,Cyrus Ramey,18359,584765,128650,4313582,2.2033738822619956e-14,1.365804722457517e-13
623,Quyen Wills,64,584765,182,4313582,4.285590836387175e-14,2.647882909624933e-13
693,Karrie Mora,186,584765,800,4313582,4.7891497218147436e-14,2.949434278515682e-13
1403,Myrna Smallwood,297,584765,1437,4313582,4.8620737034523026e-14,2.984685889570881e-13
1025,Altha Higgins,50,584765,125,4313582,5.372844087130727e-14,3.287627748491888e-13
116,Vicki Clayton,141,584765,558,4313582,5.5924093039413736e-14,3.411011187628344e-13
135,Tammy Gipson,125,584765,478,4313582,9.489093493162064e-14,5.769247577472015e-13
1707,Karol Elam,120,584765,453,4313582,1.0630650880749294e-13,6.442716122950926e-13
1625,Dannie Askew,109,584765,398,4313582,1.211417207037396e-13,7.318498238070365e-13
56,Dorathy Looney,85,584765,282,4313582,1.526333932430919e-13,9.191814789291263e-13
1963,Donovan Dickinson,79,584765,255,4313582,1.977300390900757e-13,1.1870039886069845e-12
911,Madelene Okeefe,113,584765,421,4313582,1.9851613444043417e-13,1.1879754837740447e-12
1173,Zora Wiggins,122,584765,470,4313582,3.1731664992554444e-13,1.8929579461075583e-12
1788,Kristian Allen,51,584765,134,4313582,3.298213338110461e-13,1.961406244507565e-12
262,Marica Baer,57,584765,159,4313582,3.4032884048345994e-13,2.01758811040506e-12
385,Gerardo Elkins,133,584765,528,4313582,3.42734846060095e-13,2.025541652336524e-12
1372,Tiffanie Chu,516,584765,2809,4313582,3.9336573738361475e-13,2.317569653996962e-12
1265,Fernande Crosby,113,584765,427,4313582,5.484598729213294e-13,3.2213553647200305e-12
869,Shawnee Seals,81,584765,269,4313582,5.62111569215638e-13,3.291379434514951e-12
1144,Marge Petersen,52,584765,140,4313582,6.285169077224984e-13,3.66891924968072e-12
469,Felix Hinojosa,89,584765,309,4313582,7.871614717113322e-13,4.58094275433231e-12
675,Rod Horne,116,584765,446,4313582,9.819191358654722e-13,5.696927181560956e-12
2203,Desmond Stacy,70,584765,221,4313582,1.1959930380033961e-12,6.917856386992288e-12
1740,Minda Bragg,64,584765,194,4313582,1.2441403268290088e-12,7.1745425513806175e-12
2265,Dante Huff,50,584765,134,4313582,1.3308531313023847e-12,7.651400328907668e-12
850,Estell Wu,90,584765,318,4313582,1.7692512899610246e-12,1.0141220496372981e-11
161,Danna Barber,52,584765,144,4313582,2.2906895573646575e-12,1.3090637320315145e-11
1283,Nola Maguire,228,584765,1075,4313582,2.4126982454233504e-12,1.3746601080959988e-11
644,Wen Roy,290,584765,1448,4313582,4.053549446464097e-12,2.302658088543635e-11
286,Darrel Aguirre,490,584765,2690,4313582,5.3495104050240395e-12,3.029797113321651e-11
474,Flavia Cutler,52,584765,147,4313582,5.792531568593069e-12,3.270975541552703e-11
1375,Paula Aponte,71,584765,233,4313582,6.739941136933929e-12,3.79470650401931e-11
654,Catrina Overstreet,80,584765,277,4313582,8.368314826185556e-12,4.697611538121273e-11
333,Cedrick Arellano,268,584765,1328,4313582,1.0642854716651296e-11,5.956868389937476e-11
210,Tresa Winter,273,584765,1359,4313582,1.1589287416961782e-11,6.467570074627059e-11
1447,Clayton Graves,54,584765,158,4313582,1.1623625419392106e-11,6.467765840088649e-11
300,Letisha Darling,79,584765,274,4313582,1.2178269493191552e-11,6.756631733394613e-11
1991,Han Myles,110,584765,431,4313582,1.2576581232471582e-11,6.957335489939947e-11
1094,Ruthie Duran,91,584765,336,4313582,1.9625563545553824e-11,1.0825347080344616e-10
2141,Eleonore Daugherty,456,584765,2499,4313582,2.1139662800656565e-11,1.1626814540361111e-10
1322,Tori Dobson,40,584765,102,4313582,2.6430184758614848e-11,1.4453057929782775e-10
1577,Mellissa Nash,78,584765,273,4313582,2.6422038960792985e-11,1.4453057929782775e-10
592,Deloris Winters,56,584765,172,4313582,4.688152831853201e-11,2.556319438113651e-10
1742,Shanita Koenig,139,584765,597,4313582,4.925252163322169e-11,2.6779299619434537e-10
97,Cecilia Smiley,217,584765,1045,4313582,5.831270297323986e-11,3.160512944532342e-10
2246,Sherrill Woody,52,584765,155,4313582,5.84603550433728e-11,3.160512944532342e-10
1922,Refugia Weller,335,584765,1763,4313582,7.857925994212104e-11,4.236156704528508e-10
182,Assunta Haney,249,584765,1241,4313582,9.476496289739205e-11,5.094285999823081e-10
1248,Marilyn Castillo,54,584765,166,4313582,1.0203791952288947e-10,5.469807347945314e-10
1694,Carmen Boles,128,584765,544,4313582,1.2608691888015956e-10,6.739983332273698e-10
733,Vernita Mosher,70,584765,243,4313582,1.5939163945946585e-10,8.496422686032592e-10
1900,Jeneva Dejesus,424,584765,2333,4313582,1.693273401108812e-10,9.000835984106338e-10
557,Maile Harris,71,584765,249,4313582,1.997483307098388e-10,1.0588330733727667e-09
370,Ona Hutchins,47,584765,139,4313582,3.0951179552353345e-10,1.6361137413369004e-09
1978,Rolande Roland,164,584765,756,4313582,3.766031435031909e-10,1.985251473924023e-09
1002,Joseph Staples,194,584765,931,4313582,4.0004435832966714e-10,2.1029956185120346e-09
663,Slyvia Dupre,508,584765,2887,4313582,4.1473963454711136e-10,2.1742411144439475e-09
1082,Evon Johnson,109,584765,450,4313582,4.309613418795782e-10,2.2530753670242786e-09
1369,Monique Gil,79,584765,293,4313582,4.371976346131381e-10,2.2794167086816486e-09
738,Kristian Mccoy,61,584765,205,4313582,4.829886621315208e-10,2.511277114853235e-09
1114,Paz Dorsey,167,584765,776,4313582,4.965537644951142e-10,2.574773334698099e-09
46,Edelmira Worrell,49,584765,150,4313582,5.509704796095732e-10,2.8491761486332006e-09
290,Vincenzo Nunn,781,584765,4683,4313582,5.858440369272421e-10,3.0213040711993003e-09
531,Diana Jacob,223,584765,1108,4313582,6.096374439875865e-10,3.1355136646172356e-09
743,Catrina Mendoza,107,584765,443,4313582,7.228151553394716e-10,3.7075936404609556e-09
2285,Jestine Flynn,586,584765,3412,4313582,9.977409511823625e-10,5.104035027150634e-09
343,Kristi Shoemaker,69,584765,248,4313582,1.1059255971897084e-09,5.642296009254732e-09
2298,Trevor Lee,70,584765,253,4313582,1.1124693856601956e-09,5.660505991741583e-09
1415,Natisha Edmondson,61,584765,209,4313582,1.1325994848136694e-09,5.747564852267768e-09
334,Griselda James,39,584765,109,4313582,1.1632676547123087e-09,5.887495603504052e-09
935,Ileen Davidson,108,584765,452,4313582,1.1699309677360423e-09,5.905513611675566e-09
1303,Cicely Hayward,42,584765,122,4313582,1.2216759530941e-09,6.150395076026646e-09
2035,Faustina Lucas,117,584765,503,4313582,1.4579538785598796e-09,7.320544144853433e-09
612,Lazaro Dove,101,584765,416,4313582,1.5028733752718246e-09,7.526231666163901e-09
533,Santiago Cisneros,750,584765,4504,4313582,1.6064100564674843e-09,8.023617683615807e-09
2188,Janette Erwin,740,584765,4440,4313582,1.7562550609858159e-09,8.749092620565465e-09
88,Barbara Beal,205,584765,1014,4313582,1.885955762481311e-09,9.370688814626462e-09
2279,Gavin Corey,104,584765,435,4313582,2.191051404362858e-09,1.0858257350266976e-08
348,Sherron Fletcher,90,584765,360,4313582,2.211419976196379e-09,1.0930733025199243e-08
53,Kitty Whitmore,1229,584765,7742,4313582,2.4540598297521986e-09,1.2098642114037392e-08
77,Alphonso Roach,187,584765,913,4313582,3.183312244891012e-09,1.565334160730645e-08
319,Marianela Rhodes,93,584765,379,4313582,3.439766061286843e-09,1.687081137790944e-08
1344,Brianna Nance,2992,584765,19984,4313582,3.5170219524815854e-09,1.7205379885790378e-08
2320,Sharyn Medeiros,308,584765,1655,4313582,3.803123172485176e-09,1.8557290762152026e-08
2128,Woodrow Mcelroy,469,584765,2684,4313582,4.4778170606747534e-09,2.1793569990956664e-08
2253,Estell Braun,73,584765,277,4313582,5.32206138764388e-09,2.5836435767056897e-08
1708,Jackson Swann,219,584765,1112,4313582,5.64025997958496e-09,2.7311487890967374e-08
647,Julienne Guidry,108,584765,465,4313582,6.194173793301798e-09,2.991754499658204e-08
1673,Camille Calderon,99,584765,417,4313582,7.383722930476236e-09,3.557272085239564e-08
1829,Nenita Christy,58,584765,204,4313582,7.953567063634568e-09,3.8221308389132787e-08
1689,Ayako Kidd,205,584765,1033,4313582,8.76516434787757e-09,4.2015384770808604e-08
721,Felecia Kirkland,235,584765,1216,4313582,9.128849152987051e-09,4.364874356315165e-08
225,Magaly Haines,262,584765,1384,4313582,1.0238106980869867e-08,4.882986863307107e-08
422,Shawn Hinson,40,584765,121,4313582,1.088318215958543e-08,5.1776739124227686e-08
2243,Kathern Kidd,63,584765,231,4313582,1.2134940057579005e-08,5.758800730566795e-08
979,Richard Tidwell,64,584765,237,4313582,1.4442968302428646e-08,6.837056885453163e-08
1973,Scottie Tillman,77,584765,304,4313582,1.4545000862609283e-08,6.86827211949019e-08
1005,Earlene Sheehan,73,584765,284,4313582,1.6718563503702534e-08,7.875105531570772e-08
230,Sasha Dwyer,281,584765,1510,4313582,1.6882277963496316e-08,7.932586410995922e-08
367,Karla Luna,315,584765,1724,4313582,1.7204615285849106e-08,8.064133716495283e-08
657,Jackson Koenig,314,584765,1720,4313582,1.968871899278636e-08,9.205806447978488e-08
580,Samual David,247,584765,1304,4313582,2.4255475535603838e-08,1.1313276947121104e-07
158,Catina Lovett,827,584765,5100,4313582,2.7482809498652833e-08,1.278723385719715e-07
2209,Shera Lacey,201,584765,1024,4313582,2.8401240103737655e-08,1.3182331687173842e-07
1609,Wanda Montes,161,584765,785,4313582,3.105950258951225e-08,1.438107869290555e-07
23,Korey Battle,409,584765,2338,4313582,3.403333848279277e-08,1.5719767750668605e-07
260,Rufina Locke,62,584765,233,4313582,4.2372025507258586e-08,1.952396235842932e-07
1102,Emmett Dalton,362,584765,2041,4313582,4.5395868502845916e-08,2.0866748251428932e-07
732,Titus Whatley,42,584765,136,4313582,4.88270365424508e-08,2.2389843503682862e-07
1986,Clara Chung,79,584765,324,4313582,5.793421403105505e-08,2.650211762045619e-07
429,Jenny Rowe,39,584765,123,4313582,5.9400671391114156e-08,2.710778840702404e-07
884,Kristin Vernon,1553,584765,10096,4313582,6.195934623797723e-08,2.8207807629394897e-07
1505,Thaddeus Putnam,113,584765,513,4313582,6.256055208391574e-08,2.8413539526418055e-07
1521,Yuki Mckinnon,79,584765,326,4313582,7.664101639800658e-08,3.472567957271584e-07
1726,Loan Brunson,192,584765,984,4313582,8.614798261772456e-08,3.894052515950827e-07
1983,Williemae Dominguez,35,584765,108,4313582,1.3222668171618578e-07,5.962734011988187e-07
2040,Kristine Serrano,140,584765,678,4313582,1.4257840878014915e-07,6.414343071125859e-07
1549,Hsiu Layne,821,584765,5112,4313582,1.4376237344788282e-07,6.452353695078326e-07
1045,Kay Haynes,74,584765,304,4313582,1.5148916082693636e-07,6.783149954203762e-07
1017,Juana Mccarty,55,584765,205,4313582,1.5813499286605797e-07,7.064105432490806e-07
735,Lashawnda Bartholomew,37,584765,118,4313582,1.6691282205144973e-07,7.438761132644235e-07
1798,Glen Humphries,120,584765,563,4313582,1.7229422024266856e-07,7.660651895369118e-07
96,Harriet Cherry,57,584765,216,4313582,1.825068494008131e-07,8.095816652907863e-07
2064,Bettyann Landis,81,584765,346,4313582,2.5880080934661926e-07,1.1453440469456197e-06
1748,Royce Barton,88,584765,386,4313582,3.0258307957474743e-07,1.335999072925161e-06
1007,Verena Duncan,214,584765,1138,4313582,3.166241929422053e-07,1.3947588869653163e-06
126,Deb Albert,66,584765,267,4313582,3.453361606382535e-07,1.5177245119967585e-06
1216,Lakita Beal,56,584765,215,4313582,3.658046256804883e-07,1.6039774255068416e-06
1542,Lala Regan,159,584765,807,4313582,5.134778126600667e-07,2.2463178792922e-06
67,Dora Mcnally,251,584765,1378,4313582,5.170531695246914e-07,2.256771058728183e-06
2177,Juana Avila,131,584765,640,4313582,5.521630980536316e-07,2.404499715322794e-06
1063,Ronni Newman,154,584765,779,4313582,6.123640431166671e-07,2.6605679772854283e-06
1636,Marian Nash,116,584765,554,4313582,6.855723125154724e-07,2.9718544663256127e-06
831,Genesis Clifton,75,584765,323,4313582,9.226514109494566e-07,3.9904673523564e-06
1569,Chong Foote,39,584765,135,4313582,9.352520226813871e-07,4.035792741865487e-06
530,Beatriz Vernon,60,584765,242,4313582,9.504833098502022e-07,4.092239227703472e-06
622,Latia Capps,40,584765,140,4313582,9.65578551737844e-07,4.147846464914486e-06
2207,Jamika Franklin,762,584765,4776,4313582,9.774040284091383e-07,4.189188887528356e-06
1886,Ruthe Ponce,37,584765,126,4313582,1.065210549280809e-06,4.555271180407594e-06
2292,Clotilde Santana,53,584765,207,4313582,1.2507649840406993e-06,5.336784225626571e-06
2003,Jaimee Short,36,584765,122,4313582,1.2610097699450629e-06,5.368459937819809e-06
406,Vernie Matos,95,584765,439,4313582,1.3450884881085248e-06,5.713623644800274e-06
941,Clifford Richard,734,584765,4600,4313582,1.4790854292881614e-06,6.268818645735794e-06
1763,Shelton Carpenter,75,584765,327,4313582,1.5159516100056848e-06,6.410790919646263e-06
1064,Junior Miner,51,584765,198,4313582,1.5645335518008195e-06,6.601568401501019e-06
1975,Ethel Thurman,218,584765,1189,4313582,1.617204272094346e-06,6.808716216361815e-06
1929,Vernice Castillo,72,584765,311,4313582,1.635357062083229e-06,6.869943684645441e-06
224,Jeffery Olsen,152,584765,781,4313582,1.8119236979314697e-06,7.5949136501400595e-06
1574,Mariette Horn,55,584765,220,4313582,1.8547991244698922e-06,7.757544470035615e-06
825,Karren Mcnamara,358,584765,2093,4313582,1.8838703265427211e-06,7.86185357765526e-06
1183,Ena Cagle,103,584765,489,4313582,1.94810628106653e-06,8.11213622072124e-06
1496,Moriah Brunner,203,584765,1098,4313582,1.9772063584557637e-06,8.215335589828206e-06
1086,Alpha Mayer,57,584765,232,4313582,2.2827333843375517e-06,9.46414298560863e-06
1534,Jacqueline Wilson,38,584765,135,4313582,2.533559707993576e-06,1.048122635719951e-05
495,Ellyn Stringer,114,584765,557,4313582,2.6463521995693024e-06,1.0924095956139658e-05
162,Geralyn Harley,47,584765,181,4313582,2.866672215289882e-06,1.1807959362979753e-05
1400,My Hearn,123,584765,612,4313582,2.979983038467029e-06,1.2248180825491914e-05
1058,Yoshiko Crenshaw,53,584765,213,4313582,3.1821927067690257e-06,1.3051105002115207e-05
1112,Brady Rosa,52,584765,208,4313582,3.320902215509346e-06,1.3590703045407065e-05
1233,Adeline Switzer,783,584765,4967,4313582,3.8132948029177195e-06,1.557231761792365e-05
2201,Shandi Childress,122,584765,609,4313582,3.822331602772222e-06,1.5575796659690662e-05
1378,Garnett Ogle,299,584765,1726,4313582,4.212716052790304e-06,1.712991164200844e-05
2250,Thaddeus Gould,63,584765,269,4313582,4.270612149469616e-06,1.7328304734415095e-05
423,Ellamae Chambers,43,584765,163,4313582,4.397451680890705e-06,1.78050011675213e-05
2027,Mitchell Ray,80,584765,365,4313582,4.730089860133242e-06,1.9111169859519236e-05
327,Chasidy Livingston,91,584765,429,4313582,5.090426313397728e-06,2.052347727626245e-05
2165,Adolph Kirkpatrick,99,584765,476,4313582,5.230937853588007e-06,2.104540113187733e-05
1793,Billi Howe,37,584765,134,4313582,5.477967571773688e-06,2.199276854237411e-05
168,Mercy Lehman,93,584765,442,4313582,5.815760771331876e-06,2.329977420598855e-05
1157,Len Cote,45,584765,175,4313582,5.8699287387259184e-06,2.346738317183912e-05
1130,Marybeth Milton,107,584765,525,4313582,6.12903540593272e-06,2.4451895969580642e-05
1072,Lessie Aguilera,34,584765,120,4313582,6.369912108947326e-06,2.5359712852148033e-05
2281,Claudia Turner,237,584765,1337,4313582,7.424289255552592e-06,2.9495662741788272e-05
797,Marti Longoria,35,584765,126,4313582,7.920071277616986e-06,3.1399782586052346e-05
2287,Elodia Arnold,54,584765,225,4313582,8.339260797849158e-06,3.2992959040139186e-05
2263,Delana Camp,361,584765,2150,4313582,9.100457944781108e-06,3.592981632555695e-05
918,Ahmad Hess,377,584765,2258,4313582,9.914563697654693e-06,3.9062970427819624e-05
2121,Kathie Baker,74,584765,338,4313582,1.0352089952528653e-05,4.070253549516948e-05
1071,Loni Angel,40,584765,153,4313582,1.1042656866421145e-05,4.332819797278235e-05
630,Carl Parks,85,584765,402,4313582,1.1071180806195407e-05,4.3350734720555266e-05
1013,Jeffery Campos,313,584765,1839,4313582,1.1196754686637045e-05,4.375241102396365e-05
723,Pia Lockett,44,584765,174,4313582,1.1557172238943366e-05,4.506823518587956e-05
1948,Star Donahue,50,584765,206,4313582,1.1913929869762496e-05,4.6364434646539936e-05
1961,Yvonne Pelletier,222,584765,1250,4313582,1.2052428518472214e-05,4.680769687888291e-05
1287,Maren Lacy,1010,584765,6588,4313582,1.5967612815564917e-05,6.188669488395119e-05
342,Shelia Trent,47,584765,192,4313582,1.6029307835537655e-05,6.199953823379706e-05
1047,Altha Dowling,1972,584765,13329,4313582,1.6836451603628838e-05,6.498938621035635e-05
337,Sylvie Ham,66,584765,297,4313582,1.6903571330305647e-05,6.511638915297904e-05
2231,Blanch Knutson,213,584765,1199,4313582,1.718155270914343e-05,6.605352485959586e-05
1232,Gale Frey,148,584765,790,4313582,1.9376557168909055e-05,7.419233056827753e-05
1290,Judi Marino,189,584765,1048,4313582,1.9354171701442792e-05,7.419233056827753e-05
1751,Mandy Dorman,50,584765,211,4313582,2.3924911646653465e-05,9.142390936462156e-05
1778,Bettie Hickey,56,584765,244,4313582,2.4093715701787384e-05,9.188445086272824e-05
1363,Allie Booker,31,584765,112,4313582,2.450786804243887e-05,9.327694576952233e-05
2161,Valeria Crowder,320,584765,1904,4313582,2.4869108773630072e-05,9.446290218805994e-05
1419,Emelia Mcguire,246,584765,1421,4313582,2.702710516429938e-05,0.0001024553408917564
1850,Enriqueta Mcnamara,29,584765,103,4313582,2.8954018001682086e-05,0.00010954174206202984
1377,Corliss Mims,49,584765,207,4313582,2.9079640718553433e-05,0.00010979872279247458
1211,Liza Hill,119,584765,617,4313582,2.9642254122695965e-05,0.00011170140513958499
587,Raymond Siegel,187,584765,1044,4313582,3.1591138798100905e-05,0.00011881015243633602
468,Everett French,46,584765,192,4313582,3.459548839536152e-05,0.0001298524939178954
416,Ulysses Kauffman,82,584765,397,4313582,3.6791953439983174e-05,0.00013782497518954328
219,Laurette Collier,135,584765,719,4313582,3.731478785198011e-05,0.00013950892196919085
554,Otelia Landers,105,584765,535,4313582,3.8138414067198965e-05,0.00014230863131348948
923,Felisa Loomis,36,584765,140,4313582,3.983355057617198e-05,0.00014834294862320013
2089,Clint Christiansen,59,584765,265,4313582,4.002170536687474e-05,0.00014875254943977077
